,hpso01 (Ingest) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (RCAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (FastImg) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (ICAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (DPrepA) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (DPrepB) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (DPrepC) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (DPrepD) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (Ingest) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (RCAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (FastImg) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (ICAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (DPrepA) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (DPrepB) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (DPrepC) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (DPrepD) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (Ingest) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (RCAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (FastImg) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (ICAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (DPrepA) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (DPrepB) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (DPrepC) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (DPrepD) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso04a (Ingest) [Na=64] [Bmax=4062.5],hpso04a (RCAL) [Na=64] [Bmax=4062.5],hpso04a (FastImg) [Na=64] [Bmax=4062.5],hpso04a (PSS) [Na=64] [Bmax=4062.5],hpso05a (Ingest) [Na=64] [Bmax=4062.5],hpso05a (RCAL) [Na=64] [Bmax=4062.5],hpso05a (FastImg) [Na=64] [Bmax=4062.5],hpso05a (PST) [Na=64] [Bmax=4062.5],max_low (Ingest) [Na=64] [Bmax=4062.5],max_low (RCAL) [Na=64] [Bmax=4062.5],max_low (FastImg) [Na=64] [Bmax=4062.5],max_low (ICAL) [Na=64] [Bmax=4062.5],max_low (DPrepA) [Na=64] [Bmax=4062.5],max_low (DPrepA_Image) [Na=64] [Bmax=4062.5],max_low (DPrepB) [Na=64] [Bmax=4062.5],max_low (DPrepC) [Na=64] [Bmax=4062.5],max_low (DPrepD) [Na=64] [Bmax=4062.5]
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.0007653310410356923,0.0001273132953821488,0.000385946430401722,0.0015713849057405773,0.00035438336721610366,0.005505809973087375,0.016731215345561726,0.0001432989534442195,0.0007653310410356923,0.0001273132953821488,0.000385946430401722,0.0010252078154381987,0.00035438336721610366,0.005505809973087375,0.016731215345561726,0.0001432989534442195,0.0007653310410356923,0.0001273132953821488,0.000385946430401722,0.0010252078154381987,0.00035438336721610366,0.005505809973087375,0.016731215345561726,0.0001432989534442195,0.00038365551318923004,3.5567353782520905e-05,0.00011966538889468254,0.00050088,0.00038365551318923004,3.5567353782520905e-05,0.00011966538889468254,2.755e-07,0.0003828047237867531,8.092399151190468e-05,0.0002695318386951318,0.0009773685342259466,0.00024058712659420867,0.00019731175015818512,0.0023906830652698674,0.3056080942760161,0.0001433511446817118
-> DFT [PetaFLOP/s],,4.332366428146371e-05,0.0003527341097132316,0.00038991297853317334,0.0001766299390441203,0.0001766299390441203,0.0008429725794554858,,,4.332366428146371e-05,0.0003527341097132316,0.00025999662507936346,0.0001766299390441203,0.0001766299390441203,0.0008429725794554858,,,4.332366428146371e-05,0.0003527341097132316,0.00025999662507936346,0.0001766299390441203,0.0001766299390441203,0.0008429725794554858,,,1.3308291274791083e-05,0.00010807392533506155,,,1.3308291274791083e-05,0.00010807392533506155,,,3.0428373557319227e-05,0.00024765257241143304,0.000273855362015873,0.00012405599710620452,0.00012405599710620452,0.00012405599710620452,0.01842172396425209,
-> Subtract Visibility [PetaFLOP/s],,2.1767810958392827e-09,8.861495843161869e-09,1.959102986255354e-08,4.4373521797761455e-09,8.874704359552291e-09,4.235483783985188e-08,,,2.1767810958392827e-09,8.861495843161869e-09,1.3063431910511768e-08,4.4373521797761455e-09,8.874704359552291e-09,4.235483783985188e-08,,,2.1767810958392827e-09,8.861495843161869e-09,1.3063431910511768e-08,4.4373521797761455e-09,8.874704359552291e-09,4.235483783985188e-08,,,6.686700523917307e-10,2.715066713818602e-09,,,6.686700523917307e-10,2.715066713818602e-09,,,1.5288620996227185e-09,6.2216048307786775e-09,1.3759758896604468e-08,3.1165732839664045e-09,3.1165732839664045e-09,6.233146567932809e-09,9.255925403177517e-07,
-> Flag [PetaFLOP/s],1.2855723968370262e-05,3.0366096286957986e-07,1.2361786701210806e-06,2.732948665826219e-06,6.190106290787722e-07,1.2380212581575444e-06,5.908499878659337e-06,3.2268287337318195e-05,1.2855723968370262e-05,3.0366096286957986e-07,1.2361786701210806e-06,1.8223487515163916e-06,6.190106290787722e-07,1.2380212581575444e-06,5.908499878659337e-06,3.2268287337318195e-05,1.2855723968370262e-05,3.0366096286957986e-07,1.2361786701210806e-06,1.8223487515163916e-06,6.190106290787722e-07,1.2380212581575444e-06,5.908499878659337e-06,3.2268287337318195e-05,6.444511578839132e-06,9.327947230864643e-08,3.78751806577695e-07,,6.444511578839132e-06,9.327947230864643e-08,3.78751806577695e-07,,6.430203090406223e-06,2.1327626289736924e-07,8.679138738936255e-07,1.919486366076323e-06,4.3476197311331344e-07,4.3476197311331344e-07,8.695239462266269e-07,0.00012912015937432636,3.228003984358159e-05
-> Degrid [PetaFLOP/s],,4.868123823334997e-06,2.8723319243282996e-06,4.381311441010057e-05,3.520117720939516e-05,1.5044057586678536e-05,3.6916549684606836e-05,,,4.868123823334997e-06,2.8723319243282996e-06,2.3909515761640432e-05,3.520117720939516e-05,1.5044057586678536e-05,3.6916549684606836e-05,,,4.868123823334997e-06,2.8723319243282996e-06,2.3909515761640432e-05,3.520117720939516e-05,1.5044057586678536e-05,3.6916549684606836e-05,,,1.3708330347381408e-06,8.797692203907938e-07,,,1.3708330347381408e-06,8.797692203907938e-07,,,3.158452424503568e-06,2.0165417424280787e-06,2.842607182057644e-05,2.4289880137031338e-05,4.859322420621953e-06,1.024219147863381e-05,0.0008210571465311699,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2178929584549816e-09,,,
-> Visibility Weighting [PetaFLOP/s],,1.9692531029180953e-08,7.089196674529495e-08,1.7723277926262858e-07,4.014307899616983e-08,8.028615799233966e-08,1.9713856948144127e-07,,,1.9692531029180953e-08,7.089196674529495e-08,1.1818002220666986e-07,4.014307899616983e-08,8.028615799233966e-08,1.9713856948144127e-07,,,1.9692531029180953e-08,7.089196674529495e-08,1.1818002220666986e-07,4.014307899616983e-08,8.028615799233966e-08,1.9713856948144127e-07,,,6.033581579404536e-09,2.1720533710548818e-08,,,6.033581579404536e-09,2.1720533710548818e-08,,,1.3826012632698891e-08,4.977283864622942e-08,1.2443411369429004e-07,2.818421727210372e-08,2.818421727210372e-08,5.636843454420744e-08,4.306557763178578e-06,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.0007519199409652249,,,,,,,,0.0007519199409652249,,,,,,,,0.0007519199409652249,,,,,,,,0.0003769325942854218,,,,0.0003769325942854218,,,,0.0003760967315079022,,,,,,,,
-> FFT [PetaFLOP/s],,5.15321271383973e-06,3.5684705359384775e-06,4.63789144243831e-05,7.996748850128072e-06,2.6121234095062714e-05,7.860789860493736e-05,,,5.15321271383973e-06,3.5684705359384775e-06,1.4298500282175725e-05,7.996748850128072e-06,2.6121234095062714e-05,7.860789860493736e-05,,,5.15321271383973e-06,3.5684705359384775e-06,1.4298500282175725e-05,7.996748850128072e-06,2.6121234095062714e-05,7.860789860493736e-05,,,1.1914838500808663e-06,1.804261106222389e-06,,,1.1914838500808663e-06,1.804261106222389e-06,,,2.785002619153104e-06,1.7870352245179906e-06,2.506502357228872e-05,4.3418640618235005e-06,8.657208503069615e-07,1.4163504356047082e-05,0.001447257893242349,
-> Grid [PetaFLOP/s],,4.868123823334997e-06,2.8723319243282996e-06,4.381311441010057e-05,3.520117720939516e-05,1.5044057586678536e-05,3.6916549684606836e-05,,,4.868123823334997e-06,2.8723319243282996e-06,2.3909515761640432e-05,3.520117720939516e-05,1.5044057586678536e-05,3.6916549684606836e-05,,,4.868123823334997e-06,2.8723319243282996e-06,2.3909515761640432e-05,3.520117720939516e-05,1.5044057586678536e-05,3.6916549684606836e-05,,,1.3708330347381408e-06,8.797692203907938e-07,,,1.3708330347381408e-06,8.797692203907938e-07,,,3.158452424503568e-06,2.0165417424280787e-06,2.842607182057644e-05,2.4289880137031338e-05,4.859322420621953e-06,1.024219147863381e-05,0.0008210571465311699,
-> Gridding Kernel Update [PetaFLOP/s],,2.0162022591479385e-05,8.975702067033901e-06,0.00018145820332375208,2.793103863353159e-05,6.061605453380683e-05,0.00014779456252735993,,,2.0162022591479385e-05,8.975702067033901e-06,9.629015654284328e-05,2.793103863353159e-05,6.061605453380683e-05,0.00014779456252735993,,,2.0162022591479385e-05,8.975702067033901e-06,9.629015654284328e-05,2.793103863353159e-05,6.061605453380683e-05,0.00014779456252735993,,,5.564066147160204e-06,2.7472037468671576e-06,,,5.564066147160204e-06,2.7472037468671576e-06,,,1.283822358523799e-05,6.300805726371259e-06,0.00011554401226736517,1.9194361791975223e-05,1.9200940699970284e-05,4.097309873868101e-05,0.0015436478095444074,
-> Correct [PetaFLOP/s],,1.0448549260028555e-06,1.0633795011794244e-06,9.4036943340257e-06,2.1299290462925493e-06,4.259858092585099e-06,2.0330322163128904e-05,0.00011103066610690131,,1.0448549260028555e-06,1.0633795011794244e-06,6.270447317045648e-06,2.1299290462925493e-06,4.259858092585099e-06,2.0330322163128904e-05,0.00011103066610690131,,1.0448549260028555e-06,1.0633795011794244e-06,6.270447317045648e-06,2.1299290462925493e-06,4.259858092585099e-06,2.0330322163128904e-05,0.00011103066610690131,,3.2096162514803076e-07,3.2580800565823226e-07,,,3.2096162514803076e-07,3.2580800565823226e-07,,,7.338538078189049e-07,7.465925796934413e-07,6.604684270370144e-06,1.4959551763038743e-06,1.4959551763038743e-06,2.9919103526077486e-06,0.00044428441935252084,0.00011107110483813021
-> IFFT [PetaFLOP/s],,2.576606356919865e-05,3.5684705359384775e-06,0.00023189457212191548,7.996748850128072e-06,1.0448493638025087e-05,1.048105314732498e-05,,,2.576606356919865e-05,3.5684705359384775e-06,7.149250141087862e-05,7.996748850128072e-06,1.0448493638025087e-05,1.048105314732498e-05,,,2.576606356919865e-05,3.5684705359384775e-06,7.149250141087862e-05,7.996748850128072e-06,1.0448493638025087e-05,1.048105314732498e-05,,,5.957419250404331e-06,1.804261106222389e-06,,,5.957419250404331e-06,1.804261106222389e-06,,,1.3925013095765523e-05,1.7870352245179906e-06,0.00012532511786144364,4.3418640618235005e-06,4.328604251534806e-06,5.665401742418833e-06,4.416680582404629e-06,
-> Identify Component [PetaFLOP/s],,,,8.393183633314094e-05,1.0258553246754313e-05,0.0010258553246754313,0.003077565974026294,,,,,8.392917448139598e-05,1.0258553246754313e-05,0.0010258553246754313,0.003077565974026294,,,,,8.392917448139598e-05,1.0258553246754313e-05,0.0010258553246754313,0.003077565974026294,,,,,,,,,,,,,4.896024193503604e-05,5.984156743649034e-06,5.984156743649034e-06,0.0004274397674035024,0.056025385193111864,
-> Average [PetaFLOP/s],3.6994889117612266e-07,,,,,,,,3.6994889117612266e-07,,,,,,,,3.6994889117612266e-07,,,,,,,,1.8545357061407574e-07,,,,1.8545357061407574e-07,,,,1.8504181555125824e-07,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],1.8542721092103684e-07,,,,,,,,1.8542721092103684e-07,,,,,,,,1.8542721092103684e-07,,,,,,,,9.295375435506943e-08,,,,9.295375435506943e-08,,,,9.274737289346232e-08,,,,,,,,
-> Solve [PetaFLOP/s],,1.0645018191678566e-07,,6.883279605348563e-06,,,,,,1.0645018191678566e-07,,5.026540632323347e-06,,,,,,1.0645018191678566e-07,,5.026540632323347e-06,,,,,,4.483068104783461e-08,,,,4.483068104783461e-08,,,,6.203452199245438e-08,,4.820905215034159e-06,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,2.0162022591479385e-05,8.975702067033901e-06,0.00018145820332375208,2.793103863353159e-05,6.061605453380683e-05,0.00014779456252735993,,,2.0162022591479385e-05,8.975702067033901e-06,9.629015654284328e-05,2.793103863353159e-05,6.061605453380683e-05,0.00014779456252735993,,,2.0162022591479385e-05,8.975702067033901e-06,9.629015654284328e-05,2.793103863353159e-05,6.061605453380683e-05,0.00014779456252735993,,,5.564066147160204e-06,2.7472037468671576e-06,,,5.564066147160204e-06,2.7472037468671576e-06,,,1.283822358523799e-05,6.300805726371259e-06,0.00011554401226736517,1.9194361791975223e-05,1.9200940699970284e-05,4.097309873868101e-05,0.0015436478095444074,
-> Phase Rotation [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,2.555377675172841e-07,,2.2998399076555574e-06,9.639627718416068e-07,4.819813859208033e-06,1.4459441577624101e-05,,,2.555377675172841e-07,,1.0221510700691364e-06,9.639627718416068e-07,4.819813859208033e-06,1.4459441577624101e-05,,,2.555377675172841e-07,,1.0221510700691364e-06,9.639627718416068e-07,4.819813859208033e-06,1.4459441577624101e-05,,,1.2909783555193717e-07,,,,1.2909783555193717e-07,,,,1.2795512545710995e-07,,1.1515961291139894e-06,4.826839437682473e-07,1.206709859420618e-08,2.413419718841236e-06,0.00031633174938795847,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,1.2776888375864205e-06,,1.1499199538277785e-05,9.639627718416068e-07,1.9279255436832136e-06,1.9279255436832136e-06,,,1.2776888375864205e-06,,5.110755350345682e-06,9.639627718416068e-07,1.9279255436832136e-06,1.9279255436832136e-06,,,1.2776888375864205e-06,,5.110755350345682e-06,9.639627718416068e-07,1.9279255436832136e-06,1.9279255436832136e-06,,,6.454891777596859e-07,,,,6.454891777596859e-07,,,,6.397756272855496e-07,,5.757980645569947e-06,4.826839437682473e-07,1.206709859420618e-08,9.653678875364946e-07,9.653678875364946e-07,
-> DFT [Tera/s],,1.3060686575035693e-05,5.316897505897122e-05,0.00011754617917532123,2.6624113078656872e-05,5.3248226157313745e-05,0.00025412902703911126,,,1.3060686575035693e-05,5.316897505897122e-05,7.838059146307058e-05,2.6624113078656872e-05,5.3248226157313745e-05,0.00025412902703911126,,,1.3060686575035693e-05,5.316897505897122e-05,7.838059146307058e-05,2.6624113078656872e-05,5.3248226157313745e-05,0.00025412902703911126,,,4.012020314350384e-06,1.6290400282911612e-05,,,4.012020314350384e-06,1.6290400282911612e-05,,,9.17317259773631e-06,3.7329628984672067e-05,8.25585533796268e-05,1.8699439703798428e-05,1.8699439703798428e-05,3.7398879407596857e-05,0.005553555241906511,
-> Subtract Visibility [Tera/s],,1.3060686575035693e-05,5.316897505897122e-05,0.00011754617917532123,2.6624113078656872e-05,5.3248226157313745e-05,0.00025412902703911126,,,1.3060686575035693e-05,5.316897505897122e-05,7.838059146307058e-05,2.6624113078656872e-05,5.3248226157313745e-05,0.00025412902703911126,,,1.3060686575035693e-05,5.316897505897122e-05,7.838059146307058e-05,2.6624113078656872e-05,5.3248226157313745e-05,0.00025412902703911126,,,4.012020314350384e-06,1.6290400282911612e-05,,,4.012020314350384e-06,1.6290400282911612e-05,,,9.17317259773631e-06,3.7329628984672067e-05,8.25585533796268e-05,1.8699439703798428e-05,1.8699439703798428e-05,3.7398879407596857e-05,0.005553555241906511,
-> Flag [Tera/s],0.000554923336764184,1.3060686575035693e-05,5.316897505897122e-05,0.00011754617917532123,2.6624113078656872e-05,5.3248226157313745e-05,0.00025412902703911126,0.0013878833263362665,0.000554923336764184,1.3060686575035693e-05,5.316897505897122e-05,7.838059146307058e-05,2.6624113078656872e-05,5.3248226157313745e-05,0.00025412902703911126,0.0013878833263362665,0.000554923336764184,1.3060686575035693e-05,5.316897505897122e-05,7.838059146307058e-05,2.6624113078656872e-05,5.3248226157313745e-05,0.00025412902703911126,0.0013878833263362665,0.0002781803559211136,4.012020314350384e-06,1.6290400282911612e-05,,0.0002781803559211136,4.012020314350384e-06,1.6290400282911612e-05,,0.00027756272332688734,9.17317259773631e-06,3.7329628984672067e-05,8.25585533796268e-05,1.8699439703798428e-05,1.8699439703798428e-05,3.7398879407596857e-05,0.005553555241906511,0.0013883888104766278
-> Degrid [Tera/s],,1.4769398271885713e-05,5.316897505897121e-05,0.0001329245844469714,0.00015053654623563685,6.021461849425474e-05,0.00014785392711108098,,,1.4769398271885713e-05,5.316897505897121e-05,8.863501665500238e-05,0.00015053654623563685,6.021461849425474e-05,0.00014785392711108098,,,1.4769398271885713e-05,5.316897505897121e-05,8.863501665500238e-05,0.00015053654623563685,6.021461849425474e-05,0.00014785392711108098,,,4.5251861845534015e-06,1.6290400282911612e-05,,,4.5251861845534015e-06,1.6290400282911612e-05,,,1.0369509474524168e-05,3.7329628984672067e-05,9.33255852707175e-05,0.00010569081477038895,2.1138162954077793e-05,4.2276325908155586e-05,0.003229918322383934,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3631549307583026e-08,,,
-> Visibility Weighting [Tera/s],,7.168675253870592e-06,3.584337626935296e-05,6.451807728483533e-05,3.942771389628826e-05,7.885542779257653e-05,7.885542779257653e-05,,,7.168675253870592e-06,3.584337626935296e-05,6.451807728483533e-05,3.942771389628826e-05,7.885542779257653e-05,7.885542779257653e-05,,,7.168675253870592e-06,3.584337626935296e-05,6.451807728483533e-05,3.942771389628826e-05,7.885542779257653e-05,7.885542779257653e-05,,,3.584337626935296e-06,1.792168813467648e-05,,,3.584337626935296e-06,1.792168813467648e-05,,,3.584337626935296e-06,1.792168813467648e-05,3.2259038642417666e-05,1.971385694814413e-05,1.971385694814413e-05,3.942771389628826e-05,3.942771389628826e-05,
-> Subtract Image Component [Tera/s],,,,1.916533256379631e-06,3.2132092394720225e-07,3.213209239472023e-05,9.639627718416068e-05,,,,,8.517925583909468e-07,3.2132092394720225e-07,3.213209239472023e-05,9.639627718416068e-05,,,,,8.517925583909468e-07,3.2132092394720225e-07,3.213209239472023e-05,9.639627718416068e-05,,,,,,,,,,,,,1.119607347749712e-06,1.877104225765406e-07,1.877104225765406e-07,1.3407887326895754e-05,0.0017573986077108806,
-> Demix [Tera/s],0.000554923336764184,,,,,,,,0.000554923336764184,,,,,,,,0.000554923336764184,,,,,,,,0.0002781803559211136,,,,0.0002781803559211136,,,,0.00027756272332688734,,,,,,,,
-> FFT [Tera/s],,4.0886042802765456e-05,0.0006057191526335625,0.0003679743852248891,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,0.0006057191526335625,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,0.0006057191526335625,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,2.0655653688309945e-05,0.00030600968427125835,,,2.0655653688309945e-05,0.00030600968427125835,,,2.0472820073137588e-05,0.00030330103812055664,0.00018425538065823833,7.722943100291955e-05,1.544588620058391e-05,0.00038614715501459777,0.05061307990207336,
-> Grid [Tera/s],,0.001685813270382057,0.0180223532922051,0.01517231943343851,0.0023595952771527625,0.0009438381108611049,0.002317546382216688,,,0.001685813270382057,0.0180223532922051,0.004497898597828332,0.0023595952771527625,0.0009438381108611049,0.002317546382216688,,,0.001685813270382057,0.0180223532922051,0.004497898597828332,0.0023595952771527625,0.0009438381108611049,0.002317546382216688,,,0.0005218858623950403,0.0055792051334605875,,,0.0005218858623950403,0.0055792051334605875,,,0.0011853245004458492,0.012671807117285315,0.010667920504012642,0.0016590705416513257,0.00033181410833026516,0.0006636282166605303,0.050701305995687854,
-> Gridding Kernel Update [Tera/s],,0.19722101033146303,3.5041211339048408e-06,1.7749890929999625,0.05687491650040802,0.3071919751742292,0.5917230094921045,,,0.19722101033146303,3.5041211339048408e-06,0.5227514902886988,0.05687491650040802,0.3071919751742292,0.5917230094921045,,,0.19722101033146303,3.5041211339048408e-06,0.5227514902886988,0.05687491650040802,0.3071919751742292,0.5917230094921045,,,0.03868131693986077,1.2340620304599842e-07,,,0.03868131693986077,1.2340620304599842e-07,,,0.09163530939623073,2.0133302917324884e-06,0.8247177845733525,0.026987047932118955,0.02717758310474374,0.145199150205139,0.506169145829461,
-> Correct [Tera/s],,1.3060686575035693e-05,5.316897505897122e-05,0.00011754617917532123,2.6624113078656872e-05,5.3248226157313745e-05,0.00025412902703911126,0.0013878833263362665,,1.3060686575035693e-05,5.316897505897122e-05,7.838059146307058e-05,2.6624113078656872e-05,5.3248226157313745e-05,0.00025412902703911126,0.0013878833263362665,,1.3060686575035693e-05,5.316897505897122e-05,7.838059146307058e-05,2.6624113078656872e-05,5.3248226157313745e-05,0.00025412902703911126,0.0013878833263362665,,4.012020314350384e-06,1.6290400282911612e-05,,,4.012020314350384e-06,1.6290400282911612e-05,,,9.17317259773631e-06,3.7329628984672067e-05,8.25585533796268e-05,1.8699439703798428e-05,1.8699439703798428e-05,3.7398879407596857e-05,0.005553555241906511,0.0013883888104766278
-> IFFT [Tera/s],,0.00020456229244354183,0.0006074801983630891,0.0018410606319918764,0.0001545030921477792,0.0003090061842955584,0.0003090061842955584,,,0.00020456229244354183,0.0006074801983630891,0.0008185133266335961,0.0001545030921477792,0.0003090061842955584,0.0003090061842955584,,,0.00020456229244354183,0.0006074801983630891,0.0008185133266335961,0.0001545030921477792,0.0003090061842955584,0.0003090061842955584,,,0.0001033446502120406,0.00030689477454447033,,,0.0001033446502120406,0.00030689477454447033,,,0.00010243018769389034,0.0003041822024965891,0.0009218716892450132,7.736405333814675e-05,7.736405333814675e-05,0.0001547281066762935,0.0001547281066762935,
-> Identify Component [Tera/s],,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,4.666666666666667e-10,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.0005193164221299242,,,,,,,,0.0005193164221299242,,,,,,,,0.0005193164221299242,,,,,,,,0.00026033078368295726,,,,0.00026033078368295726,,,,0.00025975278177210823,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.000554923336764184,,,,,,,,0.000554923336764184,,,,,,,,0.000554923336764184,,,,,,,,0.0002781803559211136,,,,0.0002781803559211136,,,,0.00027756272332688734,,,,,,,,
-> Solve [Tera/s],,3.2768e-08,,6.826666666666667e-07,,,,,,3.2768e-08,,6.826666666666667e-07,,,,,,3.2768e-08,,6.826666666666667e-07,,,,,,1.6384e-08,,,,1.6384e-08,,,,1.6384e-08,,4.724053333333334e-07,,,,,
-> Degridding Kernel Update [Tera/s],,0.19722101033146303,3.5041211339048408e-06,1.7749890929999625,0.05687491650040802,0.3071919751742292,0.5917230094921045,,,0.19722101033146303,3.5041211339048408e-06,0.5227514902886988,0.05687491650040802,0.3071919751742292,0.5917230094921045,,,0.19722101033146303,3.5041211339048408e-06,0.5227514902886988,0.05687491650040802,0.3071919751742292,0.5917230094921045,,,0.03868131693986077,1.2340620304599842e-07,,,0.03868131693986077,1.2340620304599842e-07,,,0.09163530939623073,2.0133302917324884e-06,0.8247177845733525,0.026987047932118955,0.02717758310474374,0.145199150205139,0.506169145829461,
-> Phase Rotation [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,4.0886042802765456e-05,,0.0003679743852248891,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,2.0655653688309945e-05,,,,2.0655653688309945e-05,,,,2.0472820073137588e-05,,0.00018425538065823833,7.722943100291955e-05,1.9307357750729887e-06,0.00038614715501459777,0.05061307990207336,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0002044302140138273,,0.0018398719261244457,0.00015423404349465707,0.00030846808698931414,0.00030846808698931414,,,0.0002044302140138273,,0.0008177208560553091,0.00015423404349465707,0.00030846808698931414,0.00030846808698931414,,,0.0002044302140138273,,0.0008177208560553091,0.00015423404349465707,0.00030846808698931414,0.00030846808698931414,,,0.00010327826844154972,,,,0.00010327826844154972,,,,0.00010236410036568795,,0.0009212769032911916,7.722943100291955e-05,1.9307357750729887e-06,0.0001544588620058391,0.0001544588620058391,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,0.13604881848995515,1.1076869803952338,0.13604881848995515,0.050424456588365286,0.050424456588365286,0.24065248772643114,,,0.13604881848995515,1.1076869803952338,0.09071827715633171,0.050424456588365286,0.050424456588365286,0.24065248772643114,,,0.13604881848995515,1.1076869803952338,0.09071827715633171,0.050424456588365286,0.050424456588365286,0.24065248772643114,,,0.08358375654896634,0.6787666784546506,,,0.08358375654896634,0.6787666784546506,,,0.1911077624528398,1.5554012076946695,0.19110776245283978,0.07083121099923648,0.07083121099923648,0.07083121099923648,10.51809704906536,
