,hpso01 (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=64] [Bmax=32500.0]
Frequencies predict kernels2,,208.0497165924412,369.3268941633874,224.13006449626482,210.81747087220927,301.77617802639844,578.4225075277784,,,208.0497165924412,369.3268941633874,224.1300644963928,210.81747087220927,301.77617802639844,578.4225075277784,,,208.0497165924412,369.3268941633874,224.1300644963928,210.81747087220927,301.77617802639844,578.4225075277784,,,137.63917806301498,223.45734073105942,,,137.63917806301498,223.45734073105942,,,289.7115135250578,517.5643890331957,311.20143353662075,339.44634647980524,341.9895004405989,395.1674183016864,1732.3438815149093,
Frequencies predict kernels3,,208.0497165924412,402.01177655500055,224.13006449626482,210.81747087220927,301.77617802639844,578.4225075277784,,,208.0497165924412,402.01177655500055,224.1300644963928,210.81747087220927,301.77617802639844,578.4225075277784,,,208.0497165924412,402.01177655500055,224.1300644963928,210.81747087220927,301.77617802639844,578.4225075277784,,,137.63917806301498,228.37651899443185,,,137.63917806301498,228.37651899443185,,,289.7115135250578,557.9663403890864,311.20143353662075,339.44634647980524,341.9895004405989,395.1674183016864,1732.3438815149093,
Frequencies predict de-grid0,8192.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,8192.0,8192.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,8192.0,8192.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,8192.0,8192.0,242.71959454507825,727.1815092638062,(undefined),8192.0,242.71959454507825,727.1815092638062,(undefined),8192.0,347.98681916370214,1666.3443177517802,556.1960211322845,857.7991819532908,857.7991819532908,857.7991819532908,8192.0,8192.0
Frequencies predict de-grid1,8192.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,8192.0,8192.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,8192.0,8192.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,8192.0,8192.0,485.0159097761033,1453.9394929925988,,8192.0,485.0159097761033,1453.9394929925988,,8192.0,695.0020427868894,3331.7159644487933,1111.4199379380743,1714.625960512763,1714.625960512763,1714.625960512763,8192.0,8192.0
Frequencies predict de-grid2,8192.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,8192.0,8192.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,8192.0,8192.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,8192.0,8192.0,969.6083556181683,2907.4553987723175,,8192.0,969.6083556181683,2907.4553987723175,,8192.0,1389.0318113753438,6662.459115881312,2221.867346610081,3428.279241973887,3428.279241973887,3428.279241973887,8192.0,8192.0
Frequencies predict de-grid3,8192.0,1758.04988218571,8192.0,2636.728325593491,1953.3117608590187,4882.239853545328,8192.0,8192.0,8192.0,1758.04988218571,8192.0,2636.728325593491,1953.3117608590187,4882.239853545328,8192.0,8192.0,8192.0,1758.04988218571,8192.0,2636.728325593491,1953.3117608590187,4882.239853545328,8192.0,8192.0,8192.0,1938.7931548514175,5814.487179478897,,8192.0,1938.7931548514175,5814.487179478897,,8192.0,2777.0910083918284,8192.0,4442.761951158458,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,(undefined),8192.0,8076.963378093996,5814.487179478897,(undefined),8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total1,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total2,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total3,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies backward kernels0,(undefined),196.07115992175898,364.52288461678205,214.44261309807425,199.05237204583554,301.77617802639844,578.4225075277784,(undefined),(undefined),196.07115992175898,364.52288461678205,214.44261309807425,199.05237204583554,301.77617802639844,578.4225075277784,(undefined),(undefined),196.07115992175898,364.52288461678205,214.44261309807425,199.05237204583554,301.77617802639844,578.4225075277784,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),277.9976118807018,511.6591552951528,311.20143353662075,339.44634647980524,341.9895004405989,395.1674183016864,841.0439984309672,(undefined)
Frequencies backward kernels1,,208.0497165924412,365.0584953999703,224.13006449626482,210.81747087220927,301.77617802639844,578.4225075277784,,,208.0497165924412,365.0584953999703,224.1300644963928,210.81747087220927,301.77617802639844,578.4225075277784,,,208.0497165924412,365.0584953999703,224.1300644963928,210.81747087220927,301.77617802639844,578.4225075277784,,,133.46572489358715,222.83688638800666,,,133.46572489358715,222.83688638800666,,,289.7115135250578,512.317136997464,311.20143353662075,339.44634647980524,341.9895004405989,395.1674183016864,1237.7927625562772,
Frequencies backward kernels2,,208.0497165924412,369.3268941633874,224.13006449626482,210.81747087220927,301.77617802639844,578.4225075277784,,,208.0497165924412,369.3268941633874,224.1300644963928,210.81747087220927,301.77617802639844,578.4225075277784,,,208.0497165924412,369.3268941633874,224.1300644963928,210.81747087220927,301.77617802639844,578.4225075277784,,,137.63917806301498,223.45734073105942,,,137.63917806301498,223.45734073105942,,,289.7115135250578,517.5643890331957,311.20143353662075,339.44634647980524,341.9895004405989,395.1674183016864,1732.3438815149093,
Frequencies backward kernels3,,208.0497165924412,402.01177655500055,224.13006449626482,210.81747087220927,301.77617802639844,578.4225075277784,,,208.0497165924412,402.01177655500055,224.1300644963928,210.81747087220927,301.77617802639844,578.4225075277784,,,208.0497165924412,402.01177655500055,224.1300644963928,210.81747087220927,301.77617802639844,578.4225075277784,,,137.63917806301498,228.37651899443185,,,137.63917806301498,228.37651899443185,,,289.7115135250578,557.9663403890864,311.20143353662075,339.44634647980524,341.9895004405989,395.1674183016864,1732.3438815149093,
Frequencies backward grid0,8192.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,8192.0,8192.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,8192.0,8192.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,8192.0,8192.0,242.71959454507825,727.1815092638062,(undefined),8192.0,242.71959454507825,727.1815092638062,(undefined),8192.0,347.98681916370214,1666.3443177517802,556.1960211322845,857.7991819532908,857.7991819532908,857.7991819532908,8192.0,8192.0
Frequencies backward grid1,8192.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,8192.0,8192.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,8192.0,8192.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,8192.0,8192.0,485.0159097761033,1453.9394929925988,,8192.0,485.0159097761033,1453.9394929925988,,8192.0,695.0020427868894,3331.7159644487933,1111.4199379380743,1714.625960512763,1714.625960512763,1714.625960512763,8192.0,8192.0
Frequencies backward grid2,8192.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,8192.0,8192.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,8192.0,8192.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,8192.0,8192.0,969.6083556181683,2907.4553987723175,,8192.0,969.6083556181683,2907.4553987723175,,8192.0,1389.0318113753438,6662.459115881312,2221.867346610081,3428.279241973887,3428.279241973887,3428.279241973887,8192.0,8192.0
Frequencies backward grid3,8192.0,1758.04988218571,8192.0,2636.728325593491,1953.3117608590187,4882.239853545328,8192.0,8192.0,8192.0,1758.04988218571,8192.0,2636.728325593491,1953.3117608590187,4882.239853545328,8192.0,8192.0,8192.0,1758.04988218571,8192.0,2636.728325593491,1953.3117608590187,4882.239853545328,8192.0,8192.0,8192.0,1938.7931548514175,5814.487179478897,,8192.0,1938.7931548514175,5814.487179478897,,8192.0,2777.0910083918284,8192.0,4442.761951158458,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],11.206167521817596,11.206167521817596,17.60035421741966,11.206167521817596,11.206167521817596,11.206167521817596,17.60035421741966,17.60035421741966,11.206167521817596,11.206167521817596,17.60035421741966,11.206167521817596,11.206167521817596,11.206167521817596,17.60035421741966,17.60035421741966,11.206167521817596,11.206167521817596,17.60035421741966,11.206167521817596,11.206167521817596,11.206167521817596,17.60035421741966,17.60035421741966,11.235193992411107,11.235193992411107,17.60035421741966,(undefined),11.235193992411107,11.235193992411107,17.60035421741966,(undefined),11.210248945557634,11.210248945557634,17.60035421741966,11.210248945557634,11.210248945557634,11.210248945557634,11.210248945557634,17.60035421741966,17.60035421741966
Averaged rate0 [M/s],5.409546063853377,5.409546063853377,8.496207708291072,5.409546063853377,3.223962571110134,3.223962571110134,8.496207708291072,8.496207708291072,5.409546063853377,5.409546063853377,8.496207708291072,5.409546063853377,3.223962571110134,3.223962571110134,8.496207708291072,8.496207708291072,5.409546063853377,5.409546063853377,8.496207708291072,5.409546063853377,3.223962571110134,3.223962571110134,8.496207708291072,8.496207708291072,5.423557993394942,5.347397374465319,6.030406591070339,(undefined),5.423557993394942,5.347397374465319,6.030406591070339,(undefined),5.411516286918921,5.411516286918921,8.496207708291072,5.411516286918921,4.528700377558797,4.528700377558797,4.528700377558797,8.496207708291072,8.496207708291072
Averaged rate1 [M/s],1.5267727279533518,1.5267727279533518,2.3979420947578878,1.5267727279533518,0.9099207348290983,0.9099207348290983,2.3979420947578878,2.3979420947578878,1.5267727279533518,1.5267727279533518,2.3979420947578878,1.5267727279533518,0.9099207348290983,0.9099207348290983,2.3979420947578878,2.3979420947578878,1.5267727279533518,1.5267727279533518,2.3979420947578878,1.5267727279533518,0.9099207348290983,0.9099207348290983,2.3979420947578878,2.3979420947578878,1.5307274094807009,1.5092320835229873,1.7020023885623181,,1.5307274094807009,1.5092320835229873,1.7020023885623181,,1.5273287973183134,1.5273287973183134,2.3979420947578878,1.5273287973183134,1.2781656996564263,1.2781656996564263,1.2781656996564263,2.3979420947578878,2.3979420947578878
Averaged rate2 [M/s],1.7272454028537254,1.7272454028537254,2.7128035388948484,1.7272454028537254,1.029397746907399,1.029397746907399,2.7128035388948484,2.7128035388948484,1.7272454028537254,1.7272454028537254,2.7128035388948484,1.7272454028537254,1.029397746907399,1.029397746907399,2.7128035388948484,2.7128035388948484,1.7272454028537254,1.7272454028537254,2.7128035388948484,1.7272454028537254,1.029397746907399,1.029397746907399,2.7128035388948484,2.7128035388948484,1.7317193532739827,1.7074015866126189,1.9254835690123384,,1.7317193532739827,1.7074015866126189,1.9254835690123384,,1.7278744868272027,1.7278744868272027,2.7128035388948484,1.7278744868272027,1.44599506422696,1.44599506422696,1.44599506422696,2.7128035388948484,2.7128035388948484
Averaged rate3 [M/s],2.1716979663836034,2.1716979663836034,3.410858653253632,2.1716979663836034,1.294281049968429,1.294281049968429,3.410858653253632,3.410858653253632,2.1716979663836034,2.1716979663836034,3.410858653253632,2.1716979663836034,1.294281049968429,1.294281049968429,3.410858653253632,3.410858653253632,2.1716979663836034,2.1716979663836034,3.410858653253632,2.1716979663836034,1.294281049968429,1.294281049968429,3.410858653253632,3.410858653253632,2.1773231479665567,2.1467479648928482,2.420946522260486,,2.1773231479665567,2.1467479648928482,2.420946522260486,,2.172488925435298,2.172488925435298,3.410858653253632,2.172488925435298,1.8180766526830092,1.8180766526830092,1.8180766526830092,3.410858653253632,3.410858653253632
Predict rate0 [M/s],(undefined),0.020569059714207354,1.1076869803952336,0.030821296139593227,0.022847336225509465,0.05702141902865032,0.14001318855216,(undefined),(undefined),0.020569059714207354,1.1076869803952336,0.030821296139593227,0.022847336225509465,0.05702141902865032,0.14001318855216,(undefined),(undefined),0.020569059714207354,1.1076869803952336,0.030821296139593227,0.022847336225509465,0.05702141902865032,0.14001318855216,(undefined),(undefined),0.022655962904229245,0.6787666784546506,(undefined),(undefined),0.022655962904229245,0.6787666784546506,(undefined),(undefined),0.03248182941682255,1.5554012076946693,0.05191651891917048,0.08006879906847647,0.08006879906847647,0.08006879906847647,0.7646586937461964,(undefined)
Predict rate1 [M/s],,0.011592457374773091,0.6250774047811198,0.017379563713744932,0.012878481253625888,0.032168830250007066,0.08681630621959997,,,0.011592457374773091,0.6250774047811198,0.017379563713744932,0.012878481253625888,0.032168830250007066,0.08681630621959997,,,0.011592457374773091,0.6250774047811198,0.017379563713744932,0.012878481253625888,0.032168830250007066,0.08681630621959997,,,0.0127775397950619,0.38303423365846007,,,0.0127775397950619,0.38303423365846007,,,0.01830953599740313,0.8777265335737028,0.029279889999040735,0.04517109851965829,0.04517109851965829,0.04517109851965829,0.29974276184473597,
Predict rate2 [M/s],,0.026208564549420964,1.414099654533233,0.03930252215381535,0.02911833304649972,0.10295438730476913,0.39280545959256474,,,0.026208564549420964,1.414099654533233,0.03930252215381535,0.02911833304649972,0.10295438730476913,0.39280545959256474,,,0.026208564549420964,1.414099654533233,0.03930252215381535,0.02911833304649972,0.10295438730476913,0.39280545959256474,,,0.02889796485127787,0.8665307330897983,,,0.02889796485127787,0.8665307330897983,,,0.041398356594029524,1.9856626465545115,0.0662199785248396,0.14462002529116166,0.14462002529116166,0.14462002529116166,0.6782008847237121,
Predict rate3 [M/s],,0.06657982271804617,3.069772787928269,0.13979925641107002,0.08630377560975559,0.6471405249842145,1.705429326626816,,,0.06657982271804617,3.069772787928269,0.13979925641107002,0.08630377560975559,0.6471405249842145,1.705429326626816,,,0.06657982271804617,3.069772787928269,0.13979925641107002,0.08630377560975559,0.6471405249842145,1.705429326626816,,,0.12882626999441835,2.178851870034437,,,0.12882626999441835,2.178851870034437,,,0.12274575725620912,3.069772787928269,0.2945511211315023,0.9090383263415046,0.9090383263415046,0.9090383263415046,1.705429326626816,
Backward rate0 [M/s],(undefined),0.020569059714207354,1.1076869803952336,0.030821296139593227,0.022847336225509465,0.05702141902865032,0.14001318855216,(undefined),(undefined),0.020569059714207354,1.1076869803952336,0.030821296139593227,0.022847336225509465,0.05702141902865032,0.14001318855216,(undefined),(undefined),0.020569059714207354,1.1076869803952336,0.030821296139593227,0.022847336225509465,0.05702141902865032,0.14001318855216,(undefined),(undefined),0.022655962904229245,0.6787666784546506,(undefined),(undefined),0.022655962904229245,0.6787666784546506,(undefined),(undefined),0.03248182941682255,1.5554012076946693,0.05191651891917048,0.08006879906847647,0.08006879906847647,0.08006879906847647,0.7646586937461964,(undefined)
Backward rate1 [M/s],,0.011592457374773091,0.6250774047811198,0.017379563713744932,0.012878481253625888,0.032168830250007066,0.08681630621959997,,,0.011592457374773091,0.6250774047811198,0.017379563713744932,0.012878481253625888,0.032168830250007066,0.08681630621959997,,,0.011592457374773091,0.6250774047811198,0.017379563713744932,0.012878481253625888,0.032168830250007066,0.08681630621959997,,,0.0127775397950619,0.38303423365846007,,,0.0127775397950619,0.38303423365846007,,,0.01830953599740313,0.8777265335737028,0.029279889999040735,0.04517109851965829,0.04517109851965829,0.04517109851965829,0.29974276184473597,
Backward rate2 [M/s],,0.026208564549420964,1.414099654533233,0.03930252215381535,0.02911833304649972,0.10295438730476913,0.39280545959256474,,,0.026208564549420964,1.414099654533233,0.03930252215381535,0.02911833304649972,0.10295438730476913,0.39280545959256474,,,0.026208564549420964,1.414099654533233,0.03930252215381535,0.02911833304649972,0.10295438730476913,0.39280545959256474,,,0.02889796485127787,0.8665307330897983,,,0.02889796485127787,0.8665307330897983,,,0.041398356594029524,1.9856626465545115,0.0662199785248396,0.14462002529116166,0.14462002529116166,0.14462002529116166,0.6782008847237121,
Backward rate3 [M/s],,0.06657982271804617,3.069772787928269,0.13979925641107002,0.08630377560975559,0.6471405249842145,1.705429326626816,,,0.06657982271804617,3.069772787928269,0.13979925641107002,0.08630377560975559,0.6471405249842145,1.705429326626816,,,0.06657982271804617,3.069772787928269,0.13979925641107002,0.08630377560975559,0.6471405249842145,1.705429326626816,,,0.12882626999441835,2.178851870034437,,,0.12882626999441835,2.178851870034437,,,0.12274575725620912,3.069772787928269,0.2945511211315023,0.9090383263415046,0.9090383263415046,0.9090383263415046,1.705429326626816,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
Delta W earth3 [lambda],5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,14.500452378669118,14.500452378669118,14.500452378669118,,14.500452378669118,14.500452378669118,14.500452378669118,,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W snapshot3 [lambda],189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,0.8300523162409335,,497.87250865477796,497.87250865477796,0.8300523162409335,,207.4468786061575,207.4468786061575,0.3458551317670556,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
