,hpso01 (Ingest) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (RCAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (FastImg) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (ICAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (DPrepA) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (DPrepB) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (DPrepC) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (DPrepD) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (Ingest) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (RCAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (FastImg) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (ICAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (DPrepA) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (DPrepB) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (DPrepC) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (DPrepD) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (Ingest) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (RCAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (FastImg) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (ICAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (DPrepA) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (DPrepB) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (DPrepC) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (DPrepD) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso04a (Ingest) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso04a (RCAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso04a (FastImg) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso04a (PSS) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso05a (Ingest) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso05a (RCAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso05a (FastImg) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso05a (PST) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (Ingest) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (RCAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (FastImg) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (ICAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (DPrepA) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (DPrepB) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (DPrepC) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (DPrepD) [Nf_max=8192] [Na=256] [Bmax=16250.0]
Image size [GB],0.16825532017598957,1.226581284082964,0.06057191526335623,1.226581284082964,0.16825532017598957,0.16825532017598957,0.16825532017598957,0.16825532017598957,0.16825532017598957,1.226581284082964,0.06057191526335623,0.5451472373702061,0.16825532017598957,0.16825532017598957,0.16825532017598957,0.16825532017598957,0.16825532017598957,1.226581284082964,0.06057191526335623,0.5451472373702061,0.16825532017598957,0.16825532017598957,0.16825532017598957,0.16825532017598957,0.17000538015069902,1.2393392212985963,0.06120193685425166,(undefined),0.17000538015069902,1.2393392212985963,0.06120193685425166,(undefined),0.16850057673364266,1.2283692043882546,0.060660207624111354,1.2283692043882546,0.16850057673364266,0.16850057673364266,0.16850057673364266,0.16850057673364266,0.16850057673364266
Image cube size [GB],88214.24530442922,392.50601090654845,9.691506442136998,392.50601090654845,26.920851228158334,673.0212807039583,2019.0638421118747,11026.780663053652,88214.24530442922,392.50601090654845,9.691506442136998,174.44711595846593,26.920851228158334,673.0212807039583,2019.0638421118747,11026.780663053652,88214.24530442922,392.50601090654845,9.691506442136998,174.44711595846593,26.920851228158334,673.0212807039583,2019.0638421118747,11026.780663053652,44565.890374224844,198.29427540777542,4.896154948340133,(undefined),44565.890374224844,198.29427540777542,4.896154948340133,(undefined),44171.41518726402,196.53907270212073,4.852816609928908,196.53907270212073,13.480046138691414,13.480046138691414,337.00115346728535,44171.41518726402,11042.853796816005
Calibration output [GB],0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,0.1572864,0.0,(undefined),0.0,0.1572864,0.0,(undefined),0.0,1.4155776,0.0,9.9581952,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,18.58807019033395,0.0,5808.7719344793595,0.0,0.0,0.0,0.0,0.0,18.58807019033395,0.0,5808.7719344793595,0.0,0.0,0.0,0.0,0.0,18.58807019033395,0.0,5808.7719344793595,0.0,0.0,0.0,0.0,0.0,30.980116983889918,0.0,(undefined),0.0,30.980116983889918,0.0,(undefined),0.0,13.27719299309568,0.0,5742.385969513882,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.21845333333333333,0.0,(undefined),0.0,0.21845333333333333,0.0,(undefined),0.0,0.09362285714285715,0.0,40.491885714285715,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.00039863891732696324,5.468297905719661e-05,0.005468297905719661,0.016404893717158982,(undefined),(undefined),(undefined),(undefined),0.00017717285214531697,5.468297905719661e-05,0.005468297905719661,0.016404893717158982,(undefined),(undefined),(undefined),(undefined),0.00017717285214531697,5.468297905719661e-05,0.005468297905719661,0.016404893717158982,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.0005589079879966561,7.666776241380742e-05,7.666776241380742e-05,0.0054762687438433865,0.7177854967930404,(undefined)
Working (cache) memory [TeraBytes],(undefined),2.096645853535161e-05,2.651529778188828e-07,2.096645853520422e-05,1.7573665680292658e-06,4.651542977585049e-06,3.7689861348628773e-06,(undefined),(undefined),2.096645853535161e-05,2.651529778188828e-07,6.84473126237264e-06,1.7573665680292658e-06,4.651542977585049e-06,3.7689861348628773e-06,(undefined),(undefined),2.096645853535161e-05,2.651529778188828e-07,6.84473126237264e-06,1.7573665680292658e-06,4.651542977585049e-06,3.7689861348628773e-06,(undefined),(undefined),4.112629809405614e-06,9.148991012911454e-09,(undefined),(undefined),4.112629809405614e-06,9.148991012911454e-09,(undefined),(undefined),1.0287501005752327e-05,1.5191351155429925e-07,1.0287501005972989e-05,8.390680645459371e-07,8.584740636217761e-07,2.2291244744654976e-06,2.5382930523423653e-05,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.12247273548985502,0.12247273548985502,0.1731195942021177,0.12247273548985502,0.06123636774492751,0.12247273548985502,0.23804420969048576,0.23804420969048576,0.12247273548985502,0.12247273548985502,0.1731195942021177,0.12247273548985502,0.06123636774492751,0.12247273548985502,0.23804420969048576,0.23804420969048576,0.12247273548985502,0.12247273548985502,0.1731195942021177,0.12247273548985502,0.06123636774492751,0.12247273548985502,0.23804420969048576,0.23804420969048576,0.00818599781076383,0.00818599781076383,0.01154130628014118,0.002102152,0.00818599781076383,0.00818599781076383,0.01154130628014118,0.00077309411328,0.07351040493790614,0.07351040493790614,0.1038717565212706,0.07351040493790614,0.03675520246895307,0.03675520246895307,0.07351040493790614,0.14287854498784303,0.14287854498784303
Total buffer ingest rate [TeraBytes/s],0.0068040408605475,0.0068040408605475,0.009617755233450983,0.0068040408605475,0.00340202043027375,0.0068040408605475,0.013224678316138098,0.013224678316138098,0.0068040408605475,0.0068040408605475,0.009617755233450983,0.0068040408605475,0.00340202043027375,0.0068040408605475,0.013224678316138098,0.013224678316138098,0.0068040408605475,0.0068040408605475,0.009617755233450983,0.0068040408605475,0.00340202043027375,0.0068040408605475,0.013224678316138098,0.013224678316138098,0.003410832421151596,0.003410832421151596,0.0048088776167254915,(undefined),0.003410832421151596,0.003410832421151596,0.0048088776167254915,(undefined),0.003403259487866025,0.003403259487866025,0.0048088776167254915,0.003403259487866025,0.0017016297439330125,0.0017016297439330125,0.003403259487866025,0.0066147474531408805,0.0066147474531408805
Output size [TB],0.0,0.0,0.0,0.0,0.005936047695808911,0.2968023847904456,0.8904071543713367,38.06836774980393,0.0,0.0,0.0,0.0,0.005936047695808911,0.2968023847904456,0.8904071543713367,38.06836774980393,0.0,0.0,0.0,0.0,0.005936047695808911,0.2968023847904456,0.8904071543713367,38.06836774980393,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.004161290243014038,0.004161290243014038,0.14861750867907278,19.47959409758343,45.68204129976472
Buffer Read Rate [TeraBytes/s],0.006732827031278982,0.010833640127047846,0.011024360942843875,0.054168200635239236,0.012039529774212712,0.024079059548425423,0.09095279942435865,0.15703516214280736,0.006732827031278982,0.010833640127047846,0.011024360942843875,0.036114032532491395,0.012039529774212712,0.024079059548425423,0.09095279942435865,0.15703516214280736,0.006732827031278982,0.010833640127047846,0.011024360942843875,0.036114032532491395,0.012039529774212712,0.024079059548425423,0.09095279942435865,0.15703516214280736,0.0033751332766752836,0.0033279123130529466,0.0033777490642278273,0.0008758966666666667,0.0033751332766752836,0.0033279123130529466,0.0033777490642278273,0.0003221225472,0.003367639604756468,0.006735279209512936,0.007740141105389507,0.03367639604756467,0.00845596358747735,0.00845596358747735,0.0169119271749547,0.0785461781380432,0.0785461781380432
Facet visibility rate [TeraBytes/s],0.0,0.001557744657818751,0.0024455629108600216,0.014019701920368758,0.0018625903838902268,0.0037251807677804536,0.012174354741445424,(undefined),0.0,0.001557744657818751,0.0024455629108600216,0.008869859561360065,0.0018625903838902268,0.0037251807677804536,0.012174354741445424,(undefined),0.0,0.001557744657818751,0.0024455629108600216,0.008869859561360065,0.0018625903838902268,0.0037251807677804536,0.012174354741445424,(undefined),0.0,0.0005649840124191927,0.0007492945821359875,(undefined),0.0,0.0005649840124191927,0.0007492945821359875,(undefined),0.0,0.001204694210067711,0.0017170156935540346,0.010842247890609398,0.001307995240246634,0.001307995240246634,0.002615990480493268,0.01625180998822995,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.0006541766848442473,0.009691506442137,0.005887590163598227,0.0024677446959145135,0.012338723479572567,0.037016170438717695,(undefined),0.0,0.0006541766848442473,0.009691506442137,0.0026167067393769888,0.0024677446959145135,0.012338723479572567,0.037016170438717695,(undefined),0.0,0.0006541766848442473,0.009691506442137,0.0026167067393769888,0.0024677446959145135,0.012338723479572567,0.037016170438717695,(undefined),0.0,0.0003304904590129591,0.004896154948340134,(undefined),0.0,0.0003304904590129591,0.004896154948340134,(undefined),0.0,0.0003275651211702014,0.004852816609928906,0.0029480860905318133,0.0012356708960467129,0.0002471341792093426,0.006178354480233564,0.8098092784331739,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.009395224720767356,0.016869370077812456,0.02190746436021619,0.1544046263715336,0.051239979402933365,0.06034929986192948,0.21336543176054557,0.014862723783641117,0.009395224720767356,0.016869370077812456,0.02190746436021619,0.0912674497859116,0.051239979402933365,0.06034929986192948,0.21336543176054557,0.014862723783641117,0.009395224720767356,0.016869370077812456,0.02190746436021619,0.0912674497859116,0.051239979402933365,0.06034929986192948,0.21336543176054557,0.014862723783641117,0.004709750887200014,0.005069801478509138,0.006736563589994769,0.00050088,0.004709750887200014,0.005069801478509138,0.006736563589994769,2.755e-07,0.004699319163536258,0.010666325895272801,0.01535203861854332,0.09758757787892239,0.03568299462558379,0.03299896822241174,0.04022852990224024,0.5280429325122632,0.007434068485023545
-> DFT [PetaFLOP/s],,0.010134843063071476,0.020626523812144328,0.09121358756764329,0.04129748257042495,0.04129748257042495,0.15599121059544982,,,0.010134843063071476,0.020626523812144328,0.06081225571816659,0.04129748257042495,0.04129748257042495,0.15599121059544982,,,0.010134843063071476,0.020626523812144328,0.06081225571816659,0.04129748257042495,0.04129748257042495,0.15599121059544982,,,0.0031132535901989226,0.006319751490898748,,,0.0031132535901989226,0.006319751490898748,,,0.0063008367431328675,0.014481765033582934,0.05670753068819581,0.02900528637073198,0.02900528637073198,0.02900528637073198,0.1347128784704321,
-> Subtract Visibility [PetaFLOP/s],,9.028033439206537e-07,9.186967452369895e-07,8.125230095285884e-06,1.8393726043936086e-06,3.6787452087872173e-06,1.3895566578721456e-05,,,9.028033439206537e-07,9.186967452369895e-07,5.417104879873708e-06,1.8393726043936086e-06,3.6787452087872173e-06,1.3895566578721456e-05,,,9.028033439206537e-07,9.186967452369895e-07,5.417104879873708e-06,1.8393726043936086e-06,3.6787452087872173e-06,1.3895566578721456e-05,,,2.7732602608774557e-07,2.814790886856522e-07,,,2.7732602608774557e-07,2.814790886856522e-07,,,5.612732674594111e-07,6.450117587824589e-07,5.051459407134701e-06,1.291883325864595e-06,1.291883325864595e-06,2.58376665172919e-06,1.2000110548867708e-05,
-> Flag [PetaFLOP/s],0.00015762694660268378,0.0001259410664769312,0.00012815819596056002,0.001133469598292381,0.00025659247831290836,0.0005131849566258167,0.0019384315377316433,0.003346811893168581,0.00015762694660268378,0.0001259410664769312,0.00012815819596056002,0.0007556861307423824,0.00025659247831290836,0.0005131849566258167,0.0019384315377316433,0.003346811893168581,0.00015762694660268378,0.0001259410664769312,0.00012815819596056002,0.0007556861307423824,0.00025659247831290836,0.0005131849566258167,0.0019384315377316433,0.003346811893168581,7.901761775667865e-05,3.868698063924051e-05,3.9266332871648485e-05,,7.901761775667865e-05,3.868698063924051e-05,3.9266332871648485e-05,,7.884217813556292e-05,7.829762081058786e-05,8.9979140350153e-05,0.0007046785872952908,0.00018021772395811103,0.00018021772395811103,0.00036043544791622206,0.0016740154215670452,0.0016740154215670452
-> Degrid [PetaFLOP/s],,0.0005039241087880401,0.0001337713971381609,0.004535316979085299,0.002203333927129038,0.0009513922122717866,0.003046502250787845,,,0.0005039241087880401,0.0001337713971381609,0.002367950047388834,0.002203333927129038,0.0009513922122717866,0.003046502250787845,,,0.0005039241087880401,0.0001337713971381609,0.002367950047388834,0.002203333927129038,0.0009513922122717866,0.003046502250787845,,,0.0001677885910481752,4.058589830264384e-05,,,0.0001677885910481752,4.058589830264384e-05,,,0.0003624004420844888,9.376996186871052e-05,0.0032616039787735497,0.0015169669010284836,0.000303713885349067,0.0006451053777598668,0.00602752486477678,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1486287335279706e-08,,,
-> Visibility Weighting [PetaFLOP/s],,2.076992877091668e-06,3.260750547813362e-06,1.8692935893825013e-05,2.4834538451869696e-06,4.966907690373939e-06,1.6232472988593905e-05,,,2.076992877091668e-06,3.260750547813362e-06,1.1826479415146755e-05,2.4834538451869696e-06,4.966907690373939e-06,1.6232472988593905e-05,,,2.076992877091668e-06,3.260750547813362e-06,1.1826479415146755e-05,2.4834538451869696e-06,4.966907690373939e-06,1.6232472988593905e-05,,,7.533120165589237e-07,9.990594428479833e-07,,,7.533120165589237e-07,9.990594428479833e-07,,,1.6062589467569477e-06,2.2893542580720464e-06,1.445633052081253e-05,1.743993653662179e-06,1.743993653662179e-06,3.487987307324358e-06,2.16690799843066e-05,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.009230786489058796,,,,,,,,0.009230786489058796,,,,,,,,0.009230786489058796,,,,,,,,0.004627318805517416,,,,0.004627318805517416,,,,0.004617070102470943,,,,,,,,
-> FFT [PetaFLOP/s],,0.00040114666852872653,6.921014043992644e-05,0.003610320016769769,0.0005568049857736519,0.001808534848212782,0.0059556950227335915,,,0.00040114666852872653,6.921014043992644e-05,0.0011202453172954195,0.0005568049857736519,0.001808534848212782,0.0059556950227335915,,,0.00040114666852872653,6.921014043992644e-05,0.0011202453172954195,0.0005568049857736519,0.001808534848212782,0.0059556950227335915,,,9.371096801630547e-05,3.498778650739918e-05,,,9.371096801630547e-05,3.498778650739918e-05,,,0.00021509533234279784,3.4658716490133546e-05,0.0019358579910668011,0.00030228077368605385,5.984634085261271e-05,0.0009801240900946739,0.04376049784756554,
-> Grid [PetaFLOP/s],,0.0005039241087880401,0.0001337713971381609,0.004535316979085299,0.002203333927129038,0.0009513922122717866,0.003046502250787845,,,0.0005039241087880401,0.0001337713971381609,0.002367950047388834,0.002203333927129038,0.0009513922122717866,0.003046502250787845,,,0.0005039241087880401,0.0001337713971381609,0.002367950047388834,0.002203333927129038,0.0009513922122717866,0.003046502250787845,,,0.0001677885910481752,4.058589830264384e-05,,,0.0001677885910481752,4.058589830264384e-05,,,0.0003624004420844888,9.376996186871052e-05,0.0032616039787735497,0.0015169669010284836,0.000303713885349067,0.0006451053777598668,0.00602752486477678,
-> Gridding Kernel Update [PetaFLOP/s],,0.0013569689963463052,0.0003161981101168214,0.012212720967090154,0.0016083859702312002,0.003545665841677973,0.010120159397154212,,,0.0013569689963463052,0.0003161981101168214,0.00677252465066804,0.0016083859702312002,0.003545665841677973,0.010120159397154212,,,0.0013569689963463052,0.0003161981101168214,0.00677252465066804,0.0016083859702312002,0.003545665841677973,0.010120159397154212,,,0.00043371377884864304,9.567018371523696e-05,,,0.00043371377884864304,9.567018371523696e-05,,,0.0009881137393178876,0.0002215506554108964,0.008893023653911244,0.0011012254255249128,0.0011027111171256388,0.002381257849764819,0.02233060702214535,
-> Correct [PetaFLOP/s],,0.00043334560508191374,0.00011024360942843873,0.003900110445737224,0.0008828988501089318,0.0017657977002178637,0.0066698719577863,0.011515911890472538,,0.00043334560508191374,0.00011024360942843873,0.0026002103423393803,0.0008828988501089318,0.0017657977002178637,0.0066698719577863,0.011515911890472538,,0.00043334560508191374,0.00011024360942843873,0.0026002103423393803,0.0008828988501089318,0.0017657977002178637,0.0066698719577863,0.011515911890472538,,0.00013311649252211786,3.377749064227826e-05,,,0.00013311649252211786,3.377749064227826e-05,,,0.0002694111683805174,7.740141105389506e-05,0.002424700515424656,0.0006201039964150057,0.0006201039964150057,0.0012402079928300115,0.0057600530634565,0.0057600530634565
-> IFFT [PetaFLOP/s],,0.0020057333426436326,6.921014043992644e-05,0.01805160008384885,0.0005568049857736519,0.0007234139392851129,0.0007940926696978121,,,0.0020057333426436326,6.921014043992644e-05,0.005601226586477098,0.0005568049857736519,0.0007234139392851129,0.0007940926696978121,,,0.0020057333426436326,6.921014043992644e-05,0.005601226586477098,0.0005568049857736519,0.0007234139392851129,0.0007940926696978121,,,0.0004685548400815275,3.498778650739918e-05,,,0.0004685548400815275,3.498778650739918e-05,,,0.0010754766617139893,3.4658716490133546e-05,0.009679289955334007,0.00030228077368605385,0.0002992317042630636,0.00039204963603786956,0.00013354644118519757,
-> Identify Component [PetaFLOP/s],,,,8.400370633025519e-05,1.0270602781402334e-05,0.0010270602781402335,0.0030811808344207003,,,,,8.396111670233564e-05,1.0270602781402334e-05,0.0010270602781402335,0.0030811808344207003,,,,,8.396111670233564e-05,1.0270602781402334e-05,0.0010270602781402335,0.0030811808344207003,,,,,,,,,,,,,4.900222721057665e-05,5.991195884495654e-06,5.991195884495654e-06,0.000427942563178261,0.05609128764090102,
-> Average [PetaFLOP/s],4.536027240365001e-06,,,,,,,,4.536027240365001e-06,,,,,,,,4.536027240365001e-06,,,,,,,,2.27388828076773e-06,,,,2.27388828076773e-06,,,,2.2688396585773502e-06,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],2.275257865510109e-06,,,,,,,,2.275257865510109e-06,,,,,,,,2.275257865510109e-06,,,,,,,,1.1405756451523704e-06,,,,1.1405756451523704e-06,,,,1.138043271174006e-06,,,,,,,,
-> Solve [PetaFLOP/s],,1.906269983841308e-05,,0.002332148080436874,,,,,,1.906269983841308e-05,,0.001561836908052966,,,,,,1.906269983841308e-05,,0.001561836908052966,,,,,,6.049837001754911e-06,,,,6.049837001754911e-06,,,,1.1728781829188226e-05,,0.001451371856536093,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.0013569689963463052,0.0003161981101168214,0.012212720967090154,0.0016083859702312002,0.003545665841677973,0.010120159397154212,,,0.0013569689963463052,0.0003161981101168214,0.00677252465066804,0.0016083859702312002,0.003545665841677973,0.010120159397154212,,,0.0013569689963463052,0.0003161981101168214,0.00677252465066804,0.0016083859702312002,0.003545665841677973,0.010120159397154212,,,0.00043371377884864304,9.567018371523696e-05,,,0.00043371377884864304,9.567018371523696e-05,,,0.0009881137393178876,0.0002215506554108964,0.008893023653911244,0.0011012254255249128,0.0011027111171256388,0.002381257849764819,0.02233060702214535,
-> Phase Rotation [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,4.088604280276546e-06,,3.679743852248892e-05,1.542340434946571e-05,7.711702174732853e-05,0.00023135106524198562,,,4.088604280276546e-06,,1.6354417121106183e-05,1.542340434946571e-05,7.711702174732853e-05,0.00023135106524198562,,,4.088604280276546e-06,,1.6354417121106183e-05,1.542340434946571e-05,7.711702174732853e-05,0.00023135106524198562,,,2.0655653688309947e-06,,,,2.0655653688309947e-06,,,,2.047282007313759e-06,,1.842553806582383e-05,7.722943100291956e-06,1.9307357750729888e-07,3.861471550145978e-05,0.0050613079902073355,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,2.0443021401382728e-05,,0.00018398719261244456,1.542340434946571e-05,3.084680869893142e-05,3.084680869893142e-05,,,2.0443021401382728e-05,,8.177208560553091e-05,1.542340434946571e-05,3.084680869893142e-05,3.084680869893142e-05,,,2.0443021401382728e-05,,8.177208560553091e-05,1.542340434946571e-05,3.084680869893142e-05,3.084680869893142e-05,,,1.0327826844154974e-05,,,,1.0327826844154974e-05,,,,1.0236410036568794e-05,,9.212769032911915e-05,7.722943100291956e-06,1.9307357750729888e-07,1.5445886200583913e-05,1.5445886200583913e-05,
-> DFT [Tera/s],,0.005416820063523921,0.005512180471421937,0.0487513805717153,0.01103623562636165,0.0220724712527233,0.08337339947232873,,,0.005416820063523921,0.005512180471421937,0.032502629279242246,0.01103623562636165,0.0220724712527233,0.08337339947232873,,,0.005416820063523921,0.005512180471421937,0.032502629279242246,0.01103623562636165,0.0220724712527233,0.08337339947232873,,,0.0016639561565264735,0.0016888745321139132,,,0.0016639561565264735,0.0016888745321139132,,,0.0033676396047564667,0.003870070552694753,0.030308756442808202,0.007751299955187572,0.007751299955187572,0.015502599910375144,0.07200066329320626,
-> Subtract Visibility [Tera/s],,0.005416820063523921,0.005512180471421937,0.0487513805717153,0.01103623562636165,0.0220724712527233,0.08337339947232873,,,0.005416820063523921,0.005512180471421937,0.032502629279242246,0.01103623562636165,0.0220724712527233,0.08337339947232873,,,0.005416820063523921,0.005512180471421937,0.032502629279242246,0.01103623562636165,0.0220724712527233,0.08337339947232873,,,0.0016639561565264735,0.0016888745321139132,,,0.0016639561565264735,0.0016888745321139132,,,0.0033676396047564667,0.003870070552694753,0.030308756442808202,0.007751299955187572,0.007751299955187572,0.015502599910375144,0.07200066329320626,
-> Flag [Tera/s],0.0068040408605475,0.005416820063523923,0.005512180471421937,0.048751380571715304,0.01103623562636165,0.0220724712527233,0.08337339947232875,0.1439488986309067,0.0068040408605475,0.005416820063523923,0.005512180471421937,0.032502629279242246,0.01103623562636165,0.0220724712527233,0.08337339947232875,0.1439488986309067,0.0068040408605475,0.005416820063523923,0.005512180471421937,0.032502629279242246,0.01103623562636165,0.0220724712527233,0.08337339947232875,0.1439488986309067,0.003410832421151596,0.0016639561565264735,0.0016888745321139132,,0.003410832421151596,0.0016639561565264735,0.0016888745321139132,,0.003403259487866025,0.0033676396047564667,0.003870070552694753,0.030308756442808202,0.007751299955187572,0.007751299955187572,0.015502599910375144,0.07200066329320626,0.07200066329320626
-> Degrid [Tera/s],,0.0015577446578187509,0.0024455629108600216,0.01401970192036876,0.009312951919451135,0.003725180767780454,0.01217435474144543,,,0.0015577446578187509,0.0024455629108600216,0.008869859561360065,0.009312951919451135,0.003725180767780454,0.01217435474144543,,,0.0015577446578187509,0.0024455629108600216,0.008869859561360065,0.009312951919451135,0.003725180767780454,0.01217435474144543,,,0.0005649840124191928,0.0007492945821359874,,,0.0005649840124191928,0.0007492945821359874,,,0.001204694210067711,0.0017170156935540346,0.010842247890609398,0.006539976201233171,0.0013079952402466342,0.0026159904804932683,0.016251809988229952,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.581047889213284e-07,,,
-> Visibility Weighting [Tera/s],,0.0003050854268905692,0.0009294035095166975,0.002745768842015123,0.0011790056418246684,0.002358011283649337,0.003173490806358564,,,0.0003050854268905692,0.0009294035095166975,0.002571962125216862,0.0011790056418246684,0.002358011283649337,0.003173490806358564,,,0.0003050854268905692,0.0009294035095166975,0.002571962125216862,0.0011790056418246684,0.002358011283649337,0.003173490806358564,,,0.0001923997550507462,0.00046470175475834874,,,0.0001923997550507462,0.00046470175475834874,,,0.0001919725776555379,0.00046470175475834874,0.0017277531988998413,0.0005895684675100129,0.0005895684675100129,0.0011791369350200257,0.001587090819163081,
-> Subtract Image Component [Tera/s],,,,3.0664532102074096e-05,5.141134783155236e-06,0.0005141134783155237,0.0015423404349465708,,,,,1.362868093425515e-05,5.141134783155236e-06,0.0005141134783155237,0.0015423404349465708,,,,,1.362868093425515e-05,5.141134783155236e-06,0.0005141134783155237,0.0015423404349465708,,,,,,,,,,,,,1.791371756399539e-05,3.0033667612246496e-06,3.0033667612246496e-06,0.00021452619723033207,0.02811837772337409,
-> Demix [Tera/s],0.0068040408605475,,,,,,,,0.0068040408605475,,,,,,,,0.0068040408605475,,,,,,,,0.003410832421151596,,,,0.003410832421151596,,,,0.003403259487866025,,,,,,,,
