,hpso01 (Ingest) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso04a (PSS) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso05a (PST) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (Ingest) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (RCAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (FastImg) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (ICAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (DPrepA) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (DPrepB) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (DPrepC) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (DPrepD) [Nf_max=16384] [Na=32] [Bmax=32500.0]
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max3 [lambda],189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,14.500452378669118,,497.87250865477796,497.87250865477796,14.500452378669118,,207.4468786061575,207.4468786061575,6.041855157778799,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W stack [lambda],(undefined),79.47105937982906,5.523976132919873,52.57014672641234,70.4170821394309,35.598686265631585,33.374663776441686,(undefined),(undefined),79.47105937982906,5.523976132919873,52.570146725369746,70.4170821394309,35.598686265631585,33.374663776441686,(undefined),(undefined),79.47105937982906,5.523976132919873,52.570146725369746,70.4170821394309,35.598686265631585,33.374663776441686,(undefined),(undefined),497.8724898704176,14.500446296605203,(undefined),(undefined),497.8724898704176,14.500446296605203,(undefined),(undefined),80.54525613228896,6.041848831826,42.090988653027736,71.25146045850809,71.13966216330752,36.42334483103988,130.3391973706812,(undefined)
Delta W theory [lambda],(undefined),100.63937084657701,12.587303150687525,44.446252284836,81.42182316591781,12.587303150687525,12.587303150687525,(undefined),(undefined),100.63937084657701,12.587303150687525,44.446252284836,81.42182316591781,12.587303150687525,12.587303150687525,(undefined),(undefined),100.63937084657701,12.587303150687525,44.446252284836,81.42182316591781,12.587303150687525,12.587303150687525,(undefined),(undefined),692.8338866235051,89.35330487828081,(undefined),(undefined),692.8338866235051,89.35330487828081,(undefined),(undefined),120.40473716834,15.152462172657435,36.810035269866255,97.4319468180022,97.4319468180022,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),2.6981193008528086,0.18455205923435844,4.966105869132538,3.161399749960686,12.574818499158333,12.574818499158333,(undefined),(undefined),2.6981193008528086,0.18455205923435844,4.966105869132537,3.161399749960686,12.574818499158333,12.574818499158333,(undefined),(undefined),2.6981193008528086,0.18455205923435844,4.966105869132537,3.161399749960686,12.574818499158333,12.574818499158333,(undefined),(undefined),1.3115163652794548,0.08981558727294352,(undefined),(undefined),1.3115163652794548,0.08981558727294352,(undefined),(undefined),2.5237048578708996,0.17264561380323334,6.112210379172714,2.956984018341332,2.956984018341332,11.7585840842431,11.7585840842431,(undefined)
W kernel support pred1 [uv-pixels],,4.544765348140602,0.5223241974335304,8.371448259815411,5.326038284555795,17.096734365110137,16.282698132197286,,,4.544765348140602,0.5223241974335304,8.371448259815411,5.326038284555795,17.096734365110137,16.282698132197286,,,4.544765348140602,0.5223241974335304,8.371448259815411,5.326038284555795,17.096734365110137,16.282698132197286,,,2.2078375386503484,0.254136932091098,,,2.2078375386503484,0.254136932091098,,,4.250692340029582,0.4886127695866622,8.805321888770525,4.981285774550603,4.981285774550603,15.199250520605515,19.856457837827552,
W kernel support pred2 [uv-pixels],,6.705038160361086,1.4792330461194296,9.048796155596394,7.174243301512302,17.096734365110137,16.282698132197286,,,6.705038160361086,1.4792330461194296,9.04879615546105,7.174243301512302,17.096734365110137,16.282698132197286,,,6.705038160361086,1.4792330461194296,9.04879615546105,7.174243301512302,17.096734365110137,16.282698132197286,,,3.7182061618762567,0.7193736457952092,,,3.7182061618762567,0.7193736457952092,,,5.921043249833403,1.3836854797576588,8.805321888770525,6.327375381837367,6.319895075443802,15.199250520605515,33.58605179576777,
W kernel support pred3 [uv-pixels],,6.705038160361086,4.194498022731057,9.048796155596394,7.174243301512302,17.096734365110137,16.282698132197286,,,6.705038160361086,4.194498022731057,9.04879615546105,7.174243301512302,17.096734365110137,16.282698132197286,,,6.705038160361086,4.194498022731057,9.04879615546105,7.174243301512302,17.096734365110137,16.282698132197286,,,6.26531668389601,2.0378924710702355,,,6.26531668389601,2.0378924710702355,,,5.921043249833403,3.9231359617388994,8.805321888770525,6.327375381837367,6.319895075443802,15.199250520605515,39.95541449600186,
AW kernel support pred0 [uv-pixels],(undefined),9.395735615779875,9.001891993496013,10.279212397038629,9.53910102572834,15.463701377315028,15.463701377315028,(undefined),(undefined),9.395735615779875,9.001891993496013,10.279212397038629,9.53910102572834,15.463701377315028,15.463701377315028,(undefined),(undefined),9.395735615779875,9.001891993496013,10.279212397038629,9.53910102572834,15.463701377315028,15.463701377315028,(undefined),(undefined),9.095057733538354,9.000448146604544,(undefined),(undefined),9.095057733538354,9.000448146604544,(undefined),(undefined),9.34714321114431,9.001655764800468,10.879297574718079,9.473318029324574,9.473318029324574,14.807575752506388,14.807575752506388,(undefined)
AW kernel support pred1 [uv-pixels],,10.082405073674611,9.015144068023794,12.291507066538525,10.457852734120616,19.32092973826927,18.60446877672837,,,10.082405073674611,9.015144068023794,12.291507066538525,10.457852734120616,19.32092973826927,18.60446877672837,,,10.082405073674611,9.015144068023794,12.291507066538525,10.457852734120616,19.32092973826927,18.60446877672837,,,9.266852032760296,9.003587372833826,,,9.266852032760296,9.003587372833826,,,9.953310271944009,9.013253709876537,12.591016383313194,10.286554718064751,10.286554718064751,17.66400906895507,21.800892593318814,
AW kernel support pred2 [uv-pixels],,11.223080536639591,9.120752732353388,12.762472795878395,11.509551118496939,19.32092973826927,18.60446877672837,,,11.223080536639591,9.120752732353388,12.762472795782434,11.509551118496939,19.32092973826927,18.60446877672837,,,11.223080536639591,9.120752732353388,12.762472795782434,11.509551118496939,19.32092973826927,18.60446877672837,,,9.737815826057432,9.028704139701594,,,9.737815826057432,9.028704139701594,,,10.77305681626147,9.105744643184991,12.591016383313194,11.001621663313166,10.997321208577063,17.66400906895507,34.77100624411084,
AW kernel support pred3 [uv-pixels],,11.223080536639591,9.92944175987224,12.762472795878395,11.509551118496939,19.32092973826927,18.60446877672837,,,11.223080536639591,9.92944175987224,12.762472795782434,11.509551118496939,19.32092973826927,18.60446877672837,,,11.223080536639591,9.92944175987224,12.762472795782434,11.509551118496939,19.32092973826927,18.60446877672837,,,10.966047289224397,9.227838626874917,,,10.966047289224397,9.227838626874917,,,10.77305681626147,9.817891615529732,12.591016383313194,11.001621663313166,10.997321208577063,17.66400906895507,40.9565031166885,
W kernel support bw0 [uv-pixels],(undefined),2.6981193008528086,0.18455205923435844,4.966105869132538,3.161399749960686,12.574818499158333,12.574818499158333,(undefined),(undefined),2.6981193008528086,0.18455205923435844,4.966105869132537,3.161399749960686,12.574818499158333,12.574818499158333,(undefined),(undefined),2.6981193008528086,0.18455205923435844,4.966105869132537,3.161399749960686,12.574818499158333,12.574818499158333,(undefined),(undefined),1.3115163652794548,0.08981558727294352,(undefined),(undefined),1.3115163652794548,0.08981558727294352,(undefined),(undefined),2.5237048578708996,0.17264561380323334,6.112210379172714,2.956984018341332,2.956984018341332,11.7585840842431,11.7585840842431,(undefined)
W kernel support bw1 [uv-pixels],,4.544765348140602,0.5223241974335304,8.371448259815411,5.326038284555795,17.096734365110137,16.282698132197286,,,4.544765348140602,0.5223241974335304,8.371448259815411,5.326038284555795,17.096734365110137,16.282698132197286,,,4.544765348140602,0.5223241974335304,8.371448259815411,5.326038284555795,17.096734365110137,16.282698132197286,,,2.2078375386503484,0.254136932091098,,,2.2078375386503484,0.254136932091098,,,4.250692340029582,0.4886127695866622,8.805321888770525,4.981285774550603,4.981285774550603,15.199250520605515,19.856457837827552,
W kernel support bw2 [uv-pixels],,6.705038160361086,1.4792330461194296,9.048796155596394,7.174243301512302,17.096734365110137,16.282698132197286,,,6.705038160361086,1.4792330461194296,9.04879615546105,7.174243301512302,17.096734365110137,16.282698132197286,,,6.705038160361086,1.4792330461194296,9.04879615546105,7.174243301512302,17.096734365110137,16.282698132197286,,,3.7182061618762567,0.7193736457952092,,,3.7182061618762567,0.7193736457952092,,,5.921043249833403,1.3836854797576588,8.805321888770525,6.327375381837367,6.319895075443802,15.199250520605515,33.58605179576777,
W kernel support bw3 [uv-pixels],,6.705038160361086,4.194498022731057,9.048796155596394,7.174243301512302,17.096734365110137,16.282698132197286,,,6.705038160361086,4.194498022731057,9.04879615546105,7.174243301512302,17.096734365110137,16.282698132197286,,,6.705038160361086,4.194498022731057,9.04879615546105,7.174243301512302,17.096734365110137,16.282698132197286,,,6.26531668389601,2.0378924710702355,,,6.26531668389601,2.0378924710702355,,,5.921043249833403,3.9231359617388994,8.805321888770525,6.327375381837367,6.319895075443802,15.199250520605515,39.95541449600186,
AW kernel support bw0 [uv-pixels],(undefined),9.395735615779875,9.001891993496013,10.279212397038629,9.53910102572834,15.463701377315028,15.463701377315028,(undefined),(undefined),9.395735615779875,9.001891993496013,10.279212397038629,9.53910102572834,15.463701377315028,15.463701377315028,(undefined),(undefined),9.395735615779875,9.001891993496013,10.279212397038629,9.53910102572834,15.463701377315028,15.463701377315028,(undefined),(undefined),9.095057733538354,9.000448146604544,(undefined),(undefined),9.095057733538354,9.000448146604544,(undefined),(undefined),9.34714321114431,9.001655764800468,10.879297574718079,9.473318029324574,9.473318029324574,14.807575752506388,14.807575752506388,(undefined)
AW kernel support bw1 [uv-pixels],,10.082405073674611,9.015144068023794,12.291507066538525,10.457852734120616,19.32092973826927,18.60446877672837,,,10.082405073674611,9.015144068023794,12.291507066538525,10.457852734120616,19.32092973826927,18.60446877672837,,,10.082405073674611,9.015144068023794,12.291507066538525,10.457852734120616,19.32092973826927,18.60446877672837,,,9.266852032760296,9.003587372833826,,,9.266852032760296,9.003587372833826,,,9.953310271944009,9.013253709876537,12.591016383313194,10.286554718064751,10.286554718064751,17.66400906895507,21.800892593318814,
AW kernel support bw2 [uv-pixels],,11.223080536639591,9.120752732353388,12.762472795878395,11.509551118496939,19.32092973826927,18.60446877672837,,,11.223080536639591,9.120752732353388,12.762472795782434,11.509551118496939,19.32092973826927,18.60446877672837,,,11.223080536639591,9.120752732353388,12.762472795782434,11.509551118496939,19.32092973826927,18.60446877672837,,,9.737815826057432,9.028704139701594,,,9.737815826057432,9.028704139701594,,,10.77305681626147,9.105744643184991,12.591016383313194,11.001621663313166,10.997321208577063,17.66400906895507,34.77100624411084,
AW kernel support bw3 [uv-pixels],,11.223080536639591,9.92944175987224,12.762472795878395,11.509551118496939,19.32092973826927,18.60446877672837,,,11.223080536639591,9.92944175987224,12.762472795782434,11.509551118496939,19.32092973826927,18.60446877672837,,,11.223080536639591,9.92944175987224,12.762472795782434,11.509551118496939,19.32092973826927,18.60446877672837,,,10.966047289224397,9.227838626874917,,,10.966047289224397,9.227838626874917,,,10.77305681626147,9.817891615529732,12.591016383313194,11.001621663313166,10.997321208577063,17.66400906895507,40.9565031166885,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.001169753961910259,1.541837412109721,0.0014527301759607555,1.541837412109721,0.0571101941168081,0.04568815529344648,0.046487365630744175,0.008512090874770051,0.001169753961910259,1.541837412109721,0.0014527301759607555,1.0279186339456032,0.0571101941168081,0.04568815529344648,0.046487365630744175,0.008512090874770051,0.001169753961910259,1.541837412109721,0.0014527301759607555,1.0279186339456032,0.0571101941168081,0.04568815529344648,0.046487365630744175,0.008512090874770051,0.0011727838852904802,0.9472532491909997,0.0008902028777294311,(undefined),0.0011727838852904802,0.9472532491909997,0.0008902028777294311,(undefined),0.0011701800006590861,1.9172229130798468,0.002039907239475814,1.9172229130798468,0.08022269240247012,0.40111346201235065,0.06417815392197611,0.0018372100931712003,0.007348840372684801
Snapshot vis size1 [GB],0.00033014756254571653,0.4351631881789444,0.000410013850986938,0.4351631881789444,0.01611859587411546,0.012894876699292368,0.013120443231582016,0.00240242490812659,0.00033014756254571653,0.4351631881789444,0.000410013850986938,0.2901164198138436,0.01611859587411546,0.012894876699292368,0.013120443231582016,0.00240242490812659,0.00033014756254571653,0.4351631881789444,0.000410013850986938,0.2901164198138436,0.01611859587411546,0.012894876699292368,0.013120443231582016,0.00240242490812659,0.00033100271828893517,0.26734968336692927,0.0002512479716449137,,0.00033100271828893517,0.26734968336692927,0.0002512479716449137,,0.0003302678063397581,0.5411107739070597,0.000575736800098112,0.5411107739070597,0.02264179239391384,0.11320896196956923,0.018113433915131073,0.0005185282152448002,0.0020741128609792006
Snapshot vis size2 [GB],0.00037349754107467555,0.49230222842716187,0.00046385066110846764,0.49230222842716187,0.018235045802359642,0.014588036641887712,0.014843221155470964,0.002717874967432428,0.00037349754107467555,0.49230222842716187,0.00046385066110846764,0.328210114865998,0.018235045802359642,0.014588036641887712,0.014843221155470964,0.002717874967432428,0.00037349754107467555,0.49230222842716187,0.00046385066110846764,0.328210114865998,0.018235045802359642,0.014588036641887712,0.014843221155470964,0.002717874967432428,0.00037446498292057384,0.3024539953428068,0.0002842380506637261,,0.00037446498292057384,0.3024539953428068,0.0002842380506637261,,0.0003736335734629135,0.6121612467616375,0.0006513338383743787,0.6121612467616375,0.025614769709163286,0.12807384854581644,0.02049181576733063,0.0005866134884608001,0.0023464539538432003
Snapshot vis size3 [GB],0.00046960544752993667,0.6189808040912904,0.0005832081160966668,0.6189808040912904,0.02292726431372646,0.01834181145098117,0.018662659715093337,0.0034172350552539067,0.00046960544752993667,0.6189808040912904,0.0005832081160966668,0.4126647191090421,0.02292726431372646,0.01834181145098117,0.018662659715093337,0.0034172350552539067,0.00046960544752993667,0.6189808040912904,0.0005832081160966668,0.4126647191090421,0.02292726431372646,0.01834181145098117,0.018662659715093337,0.0034172350552539067,0.0004708218302662059,0.3802810680667332,0.0003573778199527384,,0.0004708218302662059,0.3802810680667332,0.0003573778199527384,,0.0004697764835971976,0.7696817907256486,0.0008189342231841821,0.7696817907256486,0.03220592927609902,0.16102964638049513,0.02576474342087922,0.0007375601161472001,0.0029502404645888004
Facet size [GB],(undefined),0.08722355797923297,0.24228766105342497,0.1962530054532742,0.1076834049126333,0.6730212807039582,0.6730212807039582,(undefined),(undefined),0.08722355797923297,0.24228766105342497,0.19625300545327415,0.1076834049126333,0.6730212807039582,0.6730212807039582,(undefined),(undefined),0.08722355797923297,0.24228766105342497,0.19625300545327415,0.1076834049126333,0.6730212807039582,0.6730212807039582,(undefined),(undefined),0.08813078907012242,0.2448077474170067,(undefined),(undefined),0.08813078907012242,0.2448077474170067,(undefined),(undefined),0.08735069897872037,0.24264083049644533,0.28301626469105406,0.10784036910953129,0.10784036910953129,0.6740023069345706,0.6740023069345706,(undefined)
Image size [GB],0.6730212807039583,4.906325136331856,0.24228766105342492,4.906325136331856,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,4.906325136331856,0.24228766105342492,2.1805889494808244,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,4.906325136331856,0.24228766105342492,2.1805889494808244,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6800215206027961,4.957356885194385,0.24480774741700664,(undefined),0.6800215206027961,4.957356885194385,0.24480774741700664,(undefined),0.6740023069345706,4.913476817553018,0.24264083049644541,4.913476817553018,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706
Image cube size [GB],352856.9812177169,1570.0240436261938,38.76602576854799,1570.0240436261938,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,352856.9812177169,1570.0240436261938,38.76602576854799,697.7884638338637,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,352856.9812177169,1570.0240436261938,38.76602576854799,697.7884638338637,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,178263.56149689938,793.1771016311017,19.58461979336053,(undefined),178263.56149689938,793.1771016311017,19.58461979336053,(undefined),176685.6607490561,786.1562908084829,19.411266439715632,786.1562908084829,53.920184554765655,53.920184554765655,1348.0046138691414,176685.6607490561,44171.41518726402
Calibration output [GB],0.0,0.147456,0.0,0.7424,0.0,0.0,0.0,0.0,0.0,0.147456,0.0,0.7424,0.0,0.0,0.0,0.0,0.0,0.147456,0.0,0.7424,0.0,0.0,0.0,0.0,0.0,0.0196608,0.0,(undefined),0.0,0.0196608,0.0,(undefined),0.0,0.1769472,0.0,1.2447744,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,0.353271543650304,0.0,110.39735739072,0.0,0.0,0.0,0.0,0.0,0.353271543650304,0.0,110.39735739072,0.0,0.0,0.0,0.0,0.0,0.353271543650304,0.0,110.39735739072,0.0,0.0,0.0,0.0,0.0,0.5887859060838401,0.0,(undefined),0.0,0.5887859060838401,0.0,(undefined),0.0,0.2523368168930743,0.0,109.13567330625465,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.016384,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.016384,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.016384,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.027306666666666667,0.0,(undefined),0.0,0.027306666666666667,0.0,(undefined),0.0,0.011702857142857143,0.0,5.061485714285714,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.002296160163803308,0.00031497395936945245,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),0.0010205156283570258,0.00031497395936945245,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),0.0010205156283570258,0.00031497395936945245,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.0032193100108607394,0.0004416063115035307,0.0004416063115035307,0.021905074975373546,2.8711419871721615,(undefined)
Working (cache) memory [TeraBytes],(undefined),0.0020002244157473026,6.045467985549048e-06,0.0021850675074555014,0.00027224552873143115,0.0004093826526538125,0.0003536462506797035,(undefined),(undefined),0.0020002244157473026,6.045467985549048e-06,0.000971141114381091,0.00027224552873143115,0.0004093826526538125,0.0003536462506797035,(undefined),(undefined),0.0020002244157473026,6.045467985549048e-06,0.000971141114381091,0.00027224552873143115,0.0004093826526538125,0.0003536462506797035,(undefined),(undefined),0.0004895818396004464,2.0799600467625318e-07,(undefined),(undefined),0.0004895818396004464,2.0799600467625318e-07,(undefined),(undefined),0.0009642012776466852,3.4624862868569465e-06,0.000978731807426006,0.00013073783668613272,0.00013027470466872107,0.00020135133040797713,0.00365775746051008,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.009853993089492996,0.009853993089492996,0.007738317693958227,0.009853993089492996,0.004926996544746498,0.009853993089492996,0.015476635387916453,0.015476635387916453,0.009853993089492996,0.009853993089492996,0.007738317693958227,0.009853993089492996,0.004926996544746498,0.009853993089492996,0.015476635387916453,0.015476635387916453,0.009853993089492996,0.009853993089492996,0.007738317693958227,0.009853993089492996,0.004926996544746498,0.009853993089492996,0.015476635387916453,0.015476635387916453,0.0006586344751363327,0.0006586344751363327,0.0005158878462638818,0.002102152,0.0006586344751363327,0.0006586344751363327,0.0005158878462638818,0.00077309411328,0.0059145492208260665,0.0059145492208260665,0.004642990616374936,0.0059145492208260665,0.0029572746104130332,0.0029572746104130332,0.0059145492208260665,0.009285981232749872,0.009285981232749872
Total buffer ingest rate [TeraBytes/s],0.0005474440605273887,0.0005474440605273887,0.0004299065385532348,0.0005474440605273887,0.00027372203026369433,0.0005474440605273887,0.0008598130771064696,0.0008598130771064696,0.0005474440605273887,0.0005474440605273887,0.0004299065385532348,0.0005474440605273887,0.00027372203026369433,0.0005474440605273887,0.0008598130771064696,0.0008598130771064696,0.0005474440605273887,0.0005474440605273887,0.0004299065385532348,0.0005474440605273887,0.00027372203026369433,0.0005474440605273887,0.0008598130771064696,0.0008598130771064696,0.00027443103130680524,0.00027443103130680524,0.0002149532692766174,(undefined),0.00027443103130680524,0.00027443103130680524,0.0002149532692766174,(undefined),0.00027382172318639195,0.00027382172318639195,0.0002149532692766174,0.00027382172318639195,0.00013691086159319597,0.00013691086159319597,0.00027382172318639195,0.0004299065385532348,0.0004299065385532348
Output size [TB],0.0,0.0,0.0,0.0,0.028967912755547484,1.1872095391617823,3.5616286174853466,0.7235001213958226,0.0,0.0,0.0,0.0,0.028967912755547484,1.1872095391617823,3.5616286174853466,0.7235001213958226,0.0,0.0,0.0,0.0,0.028967912755547484,1.1872095391617823,3.5616286174853466,0.7235001213958226,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.020307096385908503,0.020307096385908503,0.5944700347162911,77.91837639033372,0.8682001456749872
Buffer Read Rate [TeraBytes/s],0.0005118371458931289,0.000823542302081898,0.00046556844866445246,0.00411771151040949,0.0009151288008560772,0.0018302576017121543,0.005586821383973429,0.005586821383973429,0.0005118371458931289,0.000823542302081898,0.00046556844866445246,0.0027452131836459824,0.0009151288008560772,0.0018302576017121543,0.005586821383973429,0.005586821383973429,0.0005118371458931289,0.000823542302081898,0.00046556844866445246,0.0027452131836459824,0.0009151288008560772,0.0018302576017121543,0.005586821383973429,0.005586821383973429,0.0002565814590686489,0.00025297839946232916,0.00014264533759926473,0.0008758966666666667,0.0002565814590686489,0.00025297839946232916,0.00014264533759926473,0.0003221225472,0.00025601178163161284,0.0005120235632632257,0.00032687296809059887,0.0025601178163161286,0.0006427407351265851,0.0006427407351265851,0.0012854814702531702,0.004823334142638818,0.004823334142638818
Facet visibility rate [TeraBytes/s],0.0,2.951197740990381e-06,7.915395016124465e-05,4.831804656661667e-05,1.963483535701647e-05,0.00021805427816728808,0.0006742102045941979,(undefined),0.0,2.951197740990381e-06,7.915395016124465e-05,4.831804656661667e-05,1.963483535701647e-05,0.00021805427816728808,0.0006742102045941979,(undefined),0.0,2.951197740990381e-06,7.915395016124465e-05,4.831804656661667e-05,1.963483535701647e-05,0.00021805427816728808,0.0006742102045941979,(undefined),0.0,9.054620880997465e-07,2.425194075663957e-05,(undefined),0.0,9.054620880997465e-07,2.425194075663957e-05,(undefined),0.0,2.0724205924632533e-06,5.5573537181775195e-05,4.6974832339923934e-05,1.3788369340409272e-05,1.3788369340409272e-05,0.00015314449637496882,0.0008958314654682196,(undefined)
