,hpso01 (Ingest) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (RCAL) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (FastImg) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (ICAL) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (DPrepA) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (DPrepB) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (DPrepC) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (DPrepD) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (Ingest) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (RCAL) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (FastImg) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (ICAL) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (DPrepA) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (DPrepB) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (DPrepC) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (DPrepD) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (Ingest) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (RCAL) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (FastImg) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (ICAL) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (DPrepA) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (DPrepB) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (DPrepC) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (DPrepD) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso04a (Ingest) [Na=64] [Bmax=8125.0],hpso04a (RCAL) [Na=64] [Bmax=8125.0],hpso04a (FastImg) [Na=64] [Bmax=8125.0],hpso04a (PSS) [Na=64] [Bmax=8125.0],hpso05a (Ingest) [Na=64] [Bmax=8125.0],hpso05a (RCAL) [Na=64] [Bmax=8125.0],hpso05a (FastImg) [Na=64] [Bmax=8125.0],hpso05a (PST) [Na=64] [Bmax=8125.0],max_low (Ingest) [Na=64] [Bmax=8125.0],max_low (RCAL) [Na=64] [Bmax=8125.0],max_low (FastImg) [Na=64] [Bmax=8125.0],max_low (ICAL) [Na=64] [Bmax=8125.0],max_low (DPrepA) [Na=64] [Bmax=8125.0],max_low (DPrepA_Image) [Na=64] [Bmax=8125.0],max_low (DPrepB) [Na=64] [Bmax=8125.0],max_low (DPrepC) [Na=64] [Bmax=8125.0],max_low (DPrepD) [Na=64] [Bmax=8125.0]
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),10.056234952532797,0.18455205923435844,10.056234952559507,4.329534487161928,5.928666886453607,5.717426965633396,(undefined),(undefined),10.056234952532797,0.18455205923435844,6.9566884597982,4.329534487161928,5.928666886453607,5.717426965633396,(undefined),(undefined),10.056234952532797,0.18455205923435844,6.9566884597982,4.329534487161928,5.928666886453607,5.717426965633396,(undefined),(undefined),8.81758390117566,0.08981558727294352,(undefined),(undefined),8.81758390117566,0.08981558727294352,(undefined),(undefined),8.901970041259181,0.17264561380323334,8.901970041076341,3.8135348824075725,3.8167593038167267,5.232335105150253,6.4335132777414845,(undefined)
W kernel support pred1 [uv-pixels],,10.056234952532797,0.5223171648161031,10.056234952559507,4.329534487161928,5.928666886453607,5.717426965633396,,,10.056234952532797,0.5223171648161031,6.9566884597982,4.329534487161928,5.928666886453607,5.717426965633396,,,10.056234952532797,0.5223171648161031,6.9566884597982,4.329534487161928,5.928666886453607,5.717426965633396,,,8.81758390117566,0.2541359900725819,,,8.81758390117566,0.2541359900725819,,,8.901970041259181,0.48860920411313985,8.901970041076341,3.8135348824075725,3.8167593038167267,5.232335105150253,6.4335132777414845,
AW kernel support pred0 [uv-pixels],(undefined),13.495475590750493,9.001891993496013,13.495475590770395,9.987235296893957,10.777248770003016,10.662503041375976,(undefined),(undefined),13.495475590750493,9.001891993496013,11.375214913428644,9.987235296893957,10.777248770003016,10.662503041375976,(undefined),(undefined),13.495475590750493,9.001891993496013,11.375214913428644,9.987235296893957,10.777248770003016,10.662503041375976,(undefined),(undefined),12.599594670237298,9.000448146604544,(undefined),(undefined),12.599594670237298,9.000448146604544,(undefined),(undefined),12.658794200692103,9.001655764800468,12.658794200563523,9.774612437295882,9.775870886180503,10.410443345630757,11.063005608553038,(undefined)
AW kernel support pred1 [uv-pixels],,13.495475590750493,9.01514366056701,13.495475590770395,9.987235296893957,10.777248770003016,10.662503041375976,,,13.495475590750493,9.01514366056701,11.375214913428644,9.987235296893957,10.777248770003016,10.662503041375976,,,13.495475590750493,9.01514366056701,11.375214913428644,9.987235296893957,10.777248770003016,10.662503041375976,,,12.599594670237298,9.003587346244284,,,12.599594670237298,9.003587346244284,,,12.658794200692103,9.013253516591226,12.658794200563523,9.774612437295882,9.775870886180503,10.410443345630757,11.063005608553038,
W kernel support bw0 [uv-pixels],(undefined),10.056234952532797,0.18455205923435844,10.056234952559507,4.329534487161928,5.928666886453607,5.717426965633396,(undefined),(undefined),10.056234952532797,0.18455205923435844,6.9566884597982,4.329534487161928,5.928666886453607,5.717426965633396,(undefined),(undefined),10.056234952532797,0.18455205923435844,6.9566884597982,4.329534487161928,5.928666886453607,5.717426965633396,(undefined),(undefined),8.81758390117566,0.08981558727294352,(undefined),(undefined),8.81758390117566,0.08981558727294352,(undefined),(undefined),8.901970041259181,0.17264561380323334,8.901970041076341,3.8135348824075725,3.8167593038167267,5.232335105150253,6.4335132777414845,(undefined)
W kernel support bw1 [uv-pixels],,10.056234952532797,0.5223171648161031,10.056234952559507,4.329534487161928,5.928666886453607,5.717426965633396,,,10.056234952532797,0.5223171648161031,6.9566884597982,4.329534487161928,5.928666886453607,5.717426965633396,,,10.056234952532797,0.5223171648161031,6.9566884597982,4.329534487161928,5.928666886453607,5.717426965633396,,,8.81758390117566,0.2541359900725819,,,8.81758390117566,0.2541359900725819,,,8.901970041259181,0.48860920411313985,8.901970041076341,3.8135348824075725,3.8167593038167267,5.232335105150253,6.4335132777414845,
AW kernel support bw0 [uv-pixels],(undefined),13.495475590750493,9.001891993496013,13.495475590770395,9.987235296893957,10.777248770003016,10.662503041375976,(undefined),(undefined),13.495475590750493,9.001891993496013,11.375214913428644,9.987235296893957,10.777248770003016,10.662503041375976,(undefined),(undefined),13.495475590750493,9.001891993496013,11.375214913428644,9.987235296893957,10.777248770003016,10.662503041375976,(undefined),(undefined),12.599594670237298,9.000448146604544,(undefined),(undefined),12.599594670237298,9.000448146604544,(undefined),(undefined),12.658794200692103,9.001655764800468,12.658794200563523,9.774612437295882,9.775870886180503,10.410443345630757,11.063005608553038,(undefined)
AW kernel support bw1 [uv-pixels],,13.495475590750493,9.01514366056701,13.495475590770395,9.987235296893957,10.777248770003016,10.662503041375976,,,13.495475590750493,9.01514366056701,11.375214913428644,9.987235296893957,10.777248770003016,10.662503041375976,,,13.495475590750493,9.01514366056701,11.375214913428644,9.987235296893957,10.777248770003016,10.662503041375976,,,12.599594670237298,9.003587346244284,,,12.599594670237298,9.003587346244284,,,12.658794200692103,9.013253516591226,12.658794200563523,9.774612437295882,9.775870886180503,10.410443345630757,11.063005608553038,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.0047544838451836335,0.391738225647242,0.0013288362908486682,0.391738225647242,0.014514009278048337,0.01161120742243867,0.014617491965412118,0.009241055528694957,0.0047544838451836335,0.391738225647242,0.0013288362908486682,0.26118627526132376,0.014514009278048337,0.01161120742243867,0.014617491965412118,0.009241055528694957,0.0047544838451836335,0.391738225647242,0.0013288362908486682,0.26118627526132376,0.014514009278048337,0.01161120742243867,0.014617491965412118,0.009241055528694957,0.0047667990176322745,0.2406707432161056,0.0008142828175032188,(undefined),0.0047667990176322745,0.2406707432161056,0.0008142828175032188,(undefined),0.004756215486549834,0.550274690580083,0.001865936702130442,0.550274690580083,0.020387826367577966,0.10193913183788983,0.016310261094062372,0.009244421234530103,0.009244421234530103
Snapshot vis size1 [GB],0.0013418900929277509,0.110562925679018,0.00037504644286867194,0.110562925679018,0.004096386883006075,0.0032771095064048597,0.004125593500902919,0.002608165526677068,0.0013418900929277509,0.110562925679018,0.00037504644286867194,0.07371636682221896,0.004096386883006075,0.0032771095064048597,0.004125593500902919,0.002608165526677068,0.0013418900929277509,0.110562925679018,0.00037504644286867194,0.07371636682221896,0.004096386883006075,0.0032771095064048597,0.004125593500902919,0.002608165526677068,0.0013453658872388976,0.06792612962738488,0.00022982054019507608,,0.0013453658872388976,0.06792612962738488,0.00022982054019507608,,0.001342378825768049,0.15530774311628295,0.0005266359201442217,0.15530774311628295,0.00575419395876134,0.028770969793806694,0.0046033551670090714,0.0026091154525708046,0.0026091154525708046
Facet size [GB],(undefined),0.30664532102074094,0.015142978815839061,0.30664532102074094,0.042063830043997386,0.042063830043997386,0.042063830043997386,(undefined),(undefined),0.30664532102074094,0.015142978815839061,0.1362868093425515,0.042063830043997386,0.042063830043997386,0.042063830043997386,(undefined),(undefined),0.30664532102074094,0.015142978815839061,0.1362868093425515,0.042063830043997386,0.042063830043997386,0.042063830043997386,(undefined),(undefined),0.30983480532464913,0.015300484213562919,(undefined),(undefined),0.30983480532464913,0.015300484213562919,(undefined),(undefined),0.3070923010970638,0.015165051906027833,0.3070923010970638,0.042125144183410665,0.042125144183410665,0.042125144183410665,0.042125144183410665,(undefined)
Image size [GB],0.04206383004399739,0.306645321020741,0.015142978815839057,0.306645321020741,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.306645321020741,0.015142978815839057,0.13628680934255152,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.306645321020741,0.015142978815839057,0.13628680934255152,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.042501345037674755,0.3098348053246491,0.015300484213562915,(undefined),0.042501345037674755,0.3098348053246491,0.015300484213562915,(undefined),0.042125144183410665,0.30709230109706365,0.015165051906027838,0.30709230109706365,0.042125144183410665,0.042125144183410665,0.042125144183410665,0.042125144183410665,0.042125144183410665
Image cube size [GB],22053.561326107305,98.12650272663711,2.4228766105342494,98.12650272663711,6.7302128070395835,168.25532017598957,504.7659605279687,2756.695165763413,22053.561326107305,98.12650272663711,2.4228766105342494,43.61177898961648,6.7302128070395835,168.25532017598957,504.7659605279687,2756.695165763413,22053.561326107305,98.12650272663711,2.4228766105342494,43.61177898961648,6.7302128070395835,168.25532017598957,504.7659605279687,2756.695165763413,11141.472593556211,49.573568851943854,1.2240387370850332,(undefined),11141.472593556211,49.573568851943854,1.2240387370850332,(undefined),11042.853796816005,49.13476817553018,1.213204152482227,49.13476817553018,3.3700115346728534,3.3700115346728534,84.25028836682134,11042.853796816005,2760.7134492040013
Calibration output [GB],0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.0393216,0.0,(undefined),0.0,0.0393216,0.0,(undefined),0.0,0.3538944,0.0,2.4895488,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,0.919193889632256,0.0,287.24809051008,0.0,0.0,0.0,0.0,0.0,0.919193889632256,0.0,287.24809051008,0.0,0.0,0.0,0.0,0.0,0.919193889632256,0.0,287.24809051008,0.0,0.0,0.0,0.0,0.0,1.53198981605376,0.0,(undefined),0.0,1.53198981605376,0.0,(undefined),0.0,0.65656706402304,0.0,283.9652551899648,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.05461333333333333,0.0,(undefined),0.0,0.05461333333333333,0.0,(undefined),0.0,0.023405714285714287,0.0,10.122971428571429,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),9.965972933174081e-05,1.3670744764299153e-05,0.0013670744764299153,0.0041012234292897454,(undefined),(undefined),(undefined),(undefined),4.429321303632924e-05,1.3670744764299153e-05,0.0013670744764299153,0.0041012234292897454,(undefined),(undefined),(undefined),(undefined),4.429321303632924e-05,1.3670744764299153e-05,0.0013670744764299153,0.0041012234292897454,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.00013972699699916404,1.9166940603451856e-05,1.9166940603451856e-05,0.0013690671859608466,0.1794463741982601,(undefined)
Working (cache) memory [TeraBytes],(undefined),8.330981660198098e-05,1.1673278265312134e-08,8.33098166026448e-05,6.648345088320432e-06,1.707108370024275e-05,1.5310586256423708e-05,(undefined),(undefined),8.330981660198098e-05,1.1673278265312134e-08,2.758021251256147e-05,6.648345088320432e-06,1.707108370024275e-05,1.5310586256423708e-05,(undefined),(undefined),8.330981660198098e-05,1.1673278265312134e-08,2.758021251256147e-05,6.648345088320432e-06,1.707108370024275e-05,1.5310586256423708e-05,(undefined),(undefined),1.6848451831443085e-05,4.033756864752223e-10,(undefined),(undefined),1.6848451831443085e-05,4.033756864752223e-10,(undefined),(undefined),4.045259335069737e-05,6.6891804943158076e-09,4.045259334820477e-05,3.180322438369121e-06,3.1883963433491235e-06,8.214377085434961e-06,1.5269773266533456e-05,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.025253766671317412,0.025253766671317412,0.07139420575080697,0.025253766671317412,0.012626883335658706,0.025253766671317412,0.049084499541366435,0.049084499541366435,0.025253766671317412,0.025253766671317412,0.07139420575080697,0.025253766671317412,0.012626883335658706,0.025253766671317412,0.049084499541366435,0.049084499541366435,0.025253766671317412,0.025253766671317412,0.07139420575080697,0.025253766671317412,0.012626883335658706,0.025253766671317412,0.049084499541366435,0.049084499541366435,0.0016879453035656988,0.0016879453035656988,0.0047596137167204644,0.002102152,0.0016879453035656988,0.0016879453035656988,0.0047596137167204644,0.00077309411328,0.01515777864184079,0.01515777864184079,0.04283652345048418,0.01515777864184079,0.007578889320920395,0.007578889320920395,0.01515777864184079,0.02946142603109572,0.02946142603109572
Total buffer ingest rate [TeraBytes/s],0.0014029870372954116,0.0014029870372954116,0.00396634476393372,0.0014029870372954116,0.0007014935186477058,0.0014029870372954116,0.0027269166411870243,0.0027269166411870243,0.0014029870372954116,0.0014029870372954116,0.00396634476393372,0.0014029870372954116,0.0007014935186477058,0.0014029870372954116,0.0027269166411870243,0.0027269166411870243,0.0014029870372954116,0.0014029870372954116,0.00396634476393372,0.0014029870372954116,0.0007014935186477058,0.0014029870372954116,0.0027269166411870243,0.0027269166411870243,0.0007033105431523745,0.0007033105431523745,0.00198317238196686,(undefined),0.0007033105431523745,0.0007033105431523745,0.00198317238196686,(undefined),0.0007017490111963329,0.0007017490111963329,0.00198317238196686,0.0007017490111963329,0.00035087450559816646,0.00035087450559816646,0.0007017490111963329,0.001363954908847024,0.001363954908847024
Output size [TB],0.0,0.0,0.0,0.0,0.0014840119239522278,0.0742005961976114,0.22260178859283417,1.8825090859668603,0.0,0.0,0.0,0.0,0.0014840119239522278,0.0742005961976114,0.22260178859283417,1.8825090859668603,0.0,0.0,0.0,0.0,0.0014840119239522278,0.0742005961976114,0.22260178859283417,1.8825090859668603,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.0010403225607535096,0.0010403225607535096,0.037154377169768195,4.8698985243958575,2.2590109031602323
Buffer Read Rate [TeraBytes/s],0.0013317732080268922,0.00013394697368700266,0.0002726212373947744,0.0006697348684350132,0.00014888316928843526,0.0002977663385768705,0.0011245851279789024,0.0038827527554243044,0.0013317732080268922,0.00013394697368700266,0.0002726212373947744,0.00044653685611139026,0.00014888316928843526,0.0002977663385768705,0.0011245851279789024,0.0038827527554243044,0.0013317732080268922,0.00013394697368700266,0.0002726212373947744,0.00044653685611139026,0.00014888316928843526,0.0002977663385768705,0.0011245851279789024,0.0038827527554243044,0.0006676113986760617,4.1146249712465395e-05,8.352826861586357e-05,0.0008758966666666667,0.0006676113986760617,4.1146249712465395e-05,8.352826861586357e-05,0.0003221225472,0.0006661291280867746,9.407765782618213e-05,0.0001914058097819731,0.00047038828913091064,0.00010456808130535721,0.00010456808130535721,0.00020913616261071443,0.015536667606516901,0.0038841669016292254
Facet visibility rate [TeraBytes/s],0.0,2.9511121695754777e-05,8.317269048846497e-05,0.00026560009526179303,4.7092451619131106e-05,9.418490323826221e-05,0.00026130774838591125,(undefined),0.0,2.9511121695754777e-05,8.317269048846497e-05,0.00017709465684166516,4.7092451619131106e-05,9.418490323826221e-05,0.00026130774838591125,(undefined),0.0,2.9511121695754777e-05,8.317269048846497e-05,0.00017709465684166516,4.7092451619131106e-05,9.418490323826221e-05,0.00026130774838591125,(undefined),0.0,1.2552449270526427e-05,2.5483221890714654e-05,(undefined),0.0,1.2552449270526427e-05,2.5483221890714654e-05,(undefined),0.0,2.870019473655815e-05,5.839506579044093e-05,0.0002583017526290234,3.3063332963267585e-05,3.3063332963267585e-05,6.612666592653517e-05,0.004797335733464337,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.00016354417121106183,0.00242287661053425,0.0014718975408995567,0.0006169361739786284,0.0030846808698931417,0.009254042609679424,(undefined),0.0,0.00016354417121106183,0.00242287661053425,0.0006541766848442472,0.0006169361739786284,0.0030846808698931417,0.009254042609679424,(undefined),0.0,0.00016354417121106183,0.00242287661053425,0.0006541766848442472,0.0006169361739786284,0.0030846808698931417,0.009254042609679424,(undefined),0.0,8.262261475323978e-05,0.0012240387370850334,(undefined),0.0,8.262261475323978e-05,0.0012240387370850334,(undefined),0.0,8.189128029255035e-05,0.0012132041524822266,0.0007370215226329533,0.0003089177240116782,6.178354480233565e-05,0.001544588620058391,0.20245231960829346,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.0019337832131570102,0.0004893656103771291,0.0007779494706982545,0.004851255525467976,0.001056465127630028,0.0063572698166960056,0.01945185120478339,0.0003674863701644294,0.0019337832131570102,0.0004893656103771291,0.0007779494706982545,0.0025852396929829753,0.001056465127630028,0.0063572698166960056,0.01945185120478339,0.0003674863701644294,0.0019337832131570102,0.0004893656103771291,0.0007779494706982545,0.0025852396929829753,0.001056465127630028,0.0063572698166960056,0.01945185120478339,0.0003674863701644294,0.0009693945590064495,0.0001476696354115886,0.0002446238015091968,0.00050088,0.0009693945590064495,0.0001476696354115886,0.0002446238015091968,2.755e-07,0.0009672435477291417,0.00033681319844759835,0.0005398293617385087,0.0032953998373664597,0.000718003547861356,0.000631490242272339,0.0029510641014038,0.33516402062349826,0.00036762021321044933
-> DFT [PetaFLOP/s],,0.0001732582257617495,0.0007052622481246039,0.0015593240318557454,0.0007061191542526513,0.0007061191542526513,0.0026668262881855993,,,0.0001732582257617495,0.0007052622481246039,0.0010396586524916253,0.0007061191542526513,0.0007061191542526513,0.0026668262881855993,,,0.0001732582257617495,0.0007052622481246039,0.0010396586524916253,0.0007061191542526513,0.0007061191542526513,0.0026668262881855993,,,5.322200289937117e-05,0.00021608490618313402,,,5.322200289937117e-05,0.00021608490618313402,,,0.00012168791597243007,0.0004951605861705775,0.0010951912437518706,0.0004959427280199412,0.0004959427280199412,0.0004959427280199412,0.036843447928504185,
-> Subtract Visibility [PetaFLOP/s],,1.116224780725022e-08,2.2718436449564532e-08,1.0046023026525197e-07,2.2746039752399836e-08,4.549207950479967e-08,1.718116167745545e-07,,,1.116224780725022e-08,2.2718436449564532e-08,6.698052841670853e-08,2.2746039752399836e-08,4.549207950479967e-08,1.718116167745545e-07,,,1.116224780725022e-08,2.2718436449564532e-08,6.698052841670853e-08,2.2746039752399836e-08,4.549207950479967e-08,1.718116167745545e-07,,,3.4288541427054493e-09,6.960689051321965e-09,,,3.4288541427054493e-09,6.960689051321965e-09,,,7.83980481884851e-09,1.5950484148497756e-08,7.055824336963659e-08,1.5975679088318465e-08,1.5975679088318465e-08,3.195135817663693e-08,2.3736575509956375e-06,
-> Flag [PetaFLOP/s],3.250253303067704e-05,1.5571335691114056e-06,3.1692218847142523e-06,1.401420212200265e-05,3.1730725454597767e-06,6.346145090919553e-06,2.3967720540050357e-05,8.27511680999805e-05,3.250253303067704e-05,1.5571335691114056e-06,3.1692218847142523e-06,9.34378371413084e-06,3.1730725454597767e-06,6.346145090919553e-06,2.3967720540050357e-05,8.27511680999805e-05,3.250253303067704e-05,1.5571335691114056e-06,3.1692218847142523e-06,9.34378371413084e-06,3.1730725454597767e-06,6.346145090919553e-06,2.3967720540050357e-05,8.27511680999805e-05,1.6293360916363342e-05,4.783251529074102e-07,9.71016122659414e-07,,1.6293360916363342e-05,4.783251529074102e-07,9.71016122659414e-07,,1.6257185426048377e-05,1.0936527722293672e-06,2.2250925387154374e-06,9.842874950064306e-06,2.228607232820426e-06,2.228607232820426e-06,4.457214465640852e-06,0.0003311252283638914,8.278130709097286e-05
-> Degrid [PetaFLOP/s],,1.4332793286851164e-05,4.4979895376846716e-06,0.00012899513958204093,6.262973882369618e-05,2.917197573815045e-05,7.92208241503281e-05,,,1.4332793286851164e-05,4.4979895376846716e-06,6.110734455076223e-05,6.262973882369618e-05,2.917197573815045e-05,7.92208241503281e-05,,,1.4332793286851164e-05,4.4979895376846716e-06,6.110734455076223e-05,6.262973882369618e-05,2.917197573815045e-05,7.92208241503281e-05,,,5.3138630230471605e-06,1.3765774030080343e-06,,,5.3138630230471605e-06,1.3765774030080343e-06,,,1.2264172619300459e-05,3.1574280901768047e-06,0.00011037755357146188,4.211962157662151e-05,8.426093559507342e-06,1.9111017434862148e-05,0.0015657236454028674,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2871571833819926e-08,,,
-> Visibility Weighting [PetaFLOP/s],,3.934816226100637e-08,1.1089692065128663e-07,3.541334603490573e-07,6.278993549217482e-08,1.2557987098434964e-07,3.48410331181215e-07,,,3.934816226100637e-08,1.1089692065128663e-07,2.3612620912222018e-07,6.278993549217482e-08,1.2557987098434964e-07,3.48410331181215e-07,,,3.934816226100637e-08,1.1089692065128663e-07,2.3612620912222018e-07,6.278993549217482e-08,1.2557987098434964e-07,3.48410331181215e-07,,,1.6736599027368572e-08,3.397762918761954e-08,,,1.6736599027368572e-08,3.397762918761954e-08,,,3.826692631541087e-08,7.78600877205879e-08,3.444023368386978e-07,4.408444395102344e-08,4.408444395102344e-08,8.816888790204688e-08,6.396447644619114e-06,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.0018998767875583718,,,,,,,,0.0018998767875583718,,,,,,,,0.0018998767875583718,,,,,,,,0.0009523974336088376,,,,0.0009523974336088376,,,,0.0009502841603616614,,,,,,,,
-> FFT [PetaFLOP/s],,2.5240705006275417e-05,1.5788463220950887e-05,0.00022716634505567904,3.5423675537293655e-05,0.00011666334900496913,0.0003672628074920425,,,2.5240705006275417e-05,1.5788463220950887e-05,6.975553962032294e-05,3.5423675537293655e-05,0.00011666334900496913,0.0003672628074920425,,,2.5240705006275417e-05,1.5788463220950887e-05,6.975553962032294e-05,3.5423675537293655e-05,0.00011666334900496913,0.0003672628074920425,,,5.815968869772033e-06,7.981947826917245e-06,,,5.815968869772033e-06,7.981947826917245e-06,,,1.3593619328093735e-05,7.906470357068307e-06,0.0001223425739561757,1.9212263674159213e-05,3.8381388043374675e-06,6.310047545359386e-05,0.00628592108395294,
-> Grid [PetaFLOP/s],,1.4332793286851164e-05,4.4979895376846716e-06,0.00012899513958204093,6.262973882369618e-05,2.917197573815045e-05,7.92208241503281e-05,,,1.4332793286851164e-05,4.4979895376846716e-06,6.110734455076223e-05,6.262973882369618e-05,2.917197573815045e-05,7.92208241503281e-05,,,1.4332793286851164e-05,4.4979895376846716e-06,6.110734455076223e-05,6.262973882369618e-05,2.917197573815045e-05,7.92208241503281e-05,,,5.3138630230471605e-06,1.3765774030080343e-06,,,5.3138630230471605e-06,1.3765774030080343e-06,,,1.2264172619300459e-05,3.1574280901768047e-06,0.00011037755357146188,4.211962157662151e-05,8.426093559507342e-06,1.9111017434862148e-05,0.0015657236454028674,
-> Gridding Kernel Update [PetaFLOP/s],,6.130648957040257e-05,1.3042633720308273e-05,0.0005517584061356396,5.07871359181175e-05,0.00012246867819932467,0.00032512811000464417,,,6.130648957040257e-05,1.3042633720308273e-05,0.0002492486193874344,5.07871359181175e-05,0.00012246867819932467,0.00032512811000464417,,,6.130648957040257e-05,1.3042633720308273e-05,0.0002492486193874344,5.07871359181175e-05,0.00012246867819932467,0.00032512811000464417,,,2.1790685118407085e-05,3.9873038695776115e-06,,,2.1790685118407085e-05,3.9873038695776115e-06,,,5.043658953212318e-05,9.154008732518378e-06,0.00045392930577755724,3.381282248222554e-05,3.3823576560757265e-05,7.898210925894627e-05,0.0030065246576396116,
-> Correct [PetaFLOP/s],,5.357878947480107e-06,2.726212373947744e-06,4.8220910527320956e-05,1.091809908115192e-05,2.183619816230384e-05,8.246957605178615e-05,0.000284735202064449,,5.357878947480107e-06,2.726212373947744e-06,3.21506536400201e-05,1.091809908115192e-05,2.183619816230384e-05,8.246957605178615e-05,0.000284735202064449,,5.357878947480107e-06,2.726212373947744e-06,3.21506536400201e-05,1.091809908115192e-05,2.183619816230384e-05,8.246957605178615e-05,0.000284735202064449,,1.6458499884986157e-06,8.352826861586358e-07,,,1.6458499884986157e-06,8.352826861586358e-07,,,3.7631063130472847e-06,1.914058097819731e-06,3.386795681742556e-05,7.668325962392862e-06,7.668325962392862e-06,1.5336651924785724e-05,0.001139355624477906,0.0002848389061194765
-> IFFT [PetaFLOP/s],,0.00012620352503137707,1.5788463220950887e-05,0.001135831725278395,3.5423675537293655e-05,4.666533960198766e-05,4.896837433227233e-05,,,0.00012620352503137707,1.5788463220950887e-05,0.00034877769810161475,3.5423675537293655e-05,4.666533960198766e-05,4.896837433227233e-05,,,0.00012620352503137707,1.5788463220950887e-05,0.00034877769810161475,3.5423675537293655e-05,4.666533960198766e-05,4.896837433227233e-05,,,2.9079844348860168e-05,7.981947826917245e-06,,,2.9079844348860168e-05,7.981947826917245e-06,,,6.796809664046868e-05,7.906470357068307e-06,0.0006117128697808784,1.9212263674159213e-05,1.9190694021687333e-05,2.5240190181437536e-05,1.9183108776711853e-05,
