,hpso01 (Ingest) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso01 (RCAL) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso01 (FastImg) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso01 (ICAL) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso01 (DPrepA) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso01 (DPrepB) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso01 (DPrepC) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso01 (DPrepD) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02a (Ingest) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02a (RCAL) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02a (FastImg) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02a (ICAL) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02a (DPrepA) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02a (DPrepB) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02a (DPrepC) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02a (DPrepD) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02b (Ingest) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02b (RCAL) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02b (FastImg) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02b (ICAL) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02b (DPrepA) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02b (DPrepB) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02b (DPrepC) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso02b (DPrepD) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso04a (Ingest) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso04a (RCAL) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso04a (FastImg) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso04a (PSS) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso05a (Ingest) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso05a (RCAL) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso05a (FastImg) [Nf_max=16384] [Na=128] [Bmax=16250.0],hpso05a (PST) [Nf_max=16384] [Na=128] [Bmax=16250.0],max_low (Ingest) [Nf_max=16384] [Na=128] [Bmax=16250.0],max_low (RCAL) [Nf_max=16384] [Na=128] [Bmax=16250.0],max_low (FastImg) [Nf_max=16384] [Na=128] [Bmax=16250.0],max_low (ICAL) [Nf_max=16384] [Na=128] [Bmax=16250.0],max_low (DPrepA) [Nf_max=16384] [Na=128] [Bmax=16250.0],max_low (DPrepA_Image) [Nf_max=16384] [Na=128] [Bmax=16250.0],max_low (DPrepB) [Nf_max=16384] [Na=128] [Bmax=16250.0],max_low (DPrepC) [Nf_max=16384] [Na=128] [Bmax=16250.0],max_low (DPrepD) [Nf_max=16384] [Na=128] [Bmax=16250.0]
Coalesce time pred1 [s],,10.0,1.0,5.654143136745989,10.0,10.0,7.272581611088732,,,10.0,1.0,8.481214705118983,10.0,10.0,7.272581611088732,,,10.0,1.0,8.481214705118983,10.0,10.0,7.272581611088732,,,2.8197677416833486,1.0,,,2.8197677416833486,1.0,,,5.6520845781769555,1.0,5.6520845781769555,10.0,10.0,10.0,7.269933811973566,
Coalesce time pred2 [s],,8.481214705118983,1.0,2.8270715683729946,5.654143136745989,5.654143136745989,2.909032644435493,,,8.481214705118983,1.0,2.8270715683729946,5.654143136745989,5.654143136745989,2.909032644435493,,,8.481214705118983,1.0,2.8270715683729946,5.654143136745989,5.654143136745989,2.909032644435493,,,2.8197677416833486,1.0,,,2.8197677416833486,1.0,,,2.8260422890884778,1.0,2.8260422890884778,5.6520845781769555,5.6520845781769555,5.6520845781769555,2.9079735247894263,
Coalesce time bw0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),8.459303225050046,1.0,(undefined),(undefined),8.459303225050046,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time bw1 [s],,10.0,1.0,5.654143136745989,10.0,10.0,7.272581611088732,,,10.0,1.0,8.481214705118983,10.0,10.0,7.272581611088732,,,10.0,1.0,8.481214705118983,10.0,10.0,7.272581611088732,,,2.8197677416833486,1.0,,,2.8197677416833486,1.0,,,5.6520845781769555,1.0,5.6520845781769555,10.0,10.0,10.0,7.269933811973566,
Coalesce time bw2 [s],,8.481214705118983,1.0,2.8270715683729946,5.654143136745989,5.654143136745989,2.909032644435493,,,8.481214705118983,1.0,2.8270715683729946,5.654143136745989,5.654143136745989,2.909032644435493,,,8.481214705118983,1.0,2.8270715683729946,5.654143136745989,5.654143136745989,2.909032644435493,,,2.8197677416833486,1.0,,,2.8197677416833486,1.0,,,2.8260422890884778,1.0,2.8260422890884778,5.6520845781769555,5.6520845781769555,5.6520845781769555,2.9079735247894263,
Combined samples full0,10.0,4.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0,4.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,4.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,4.0,1.0,(undefined),10.0,4.0,1.0,(undefined),10.0,4.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0
Combined samples full1,5.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,,5.0,2.0,1.0,,5.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0
Combined samples full2,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
Combined samples facet0,(undefined),13.0,1.0,4.0,10.0,10.0,10.0,(undefined),(undefined),13.0,1.0,6.0,10.0,10.0,10.0,(undefined),(undefined),13.0,1.0,6.0,10.0,10.0,10.0,(undefined),(undefined),3.0,1.0,(undefined),(undefined),3.0,1.0,(undefined),(undefined),4.0,1.0,4.0,10.0,10.0,10.0,10.0,(undefined)
Combined samples facet1,,6.0,1.0,2.0,5.0,5.0,5.0,,,6.0,1.0,3.0,5.0,5.0,5.0,,,6.0,1.0,3.0,5.0,5.0,5.0,,,1.0,1.0,,,1.0,1.0,,,2.0,1.0,2.0,5.0,5.0,5.0,5.0,
Combined samples facet2,,3.0,1.0,1.0,2.0,2.0,2.0,,,3.0,1.0,1.0,2.0,2.0,2.0,,,3.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,
Kernel time pred0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Visibilities kernel pred0,(undefined),2.4393787491198924,32.55476508226232,6.075572229656547,2.94759793076189,2.7379278990477234,3.532473744297406,(undefined),(undefined),2.4393787491198924,32.55476508226232,4.737269932008393,2.94759793076189,2.7379278990477234,3.532473744297406,(undefined),(undefined),2.4393787491198924,32.55476508226232,4.737269932008393,2.94759793076189,2.7379278990477234,3.532473744297406,(undefined),(undefined),7.700997882646782,32.64426593397331,(undefined),(undefined),7.700997882646782,32.64426593397331,(undefined),(undefined),6.47216061927205,32.567468020591605,6.472160619232389,3.0094884202326555,3.0070004596109614,2.8314596616032217,22.00268116064026,(undefined)
Visibilities kernel pred1,,4.87534368521795,64.99502025817469,21.486173336010367,5.891853241897315,5.472750947384402,7.683190882059348,,,4.87534368521795,64.99502025817469,11.167684602709715,5.891853241897315,5.472750947384402,7.683190882059348,,,4.87534368521795,64.99502025817469,11.167684602709715,5.891853241897315,5.472750947384402,7.683190882059348,,,46.196298590336404,65.24680525561551,,,46.196298590336404,65.24680525561551,,,22.897040539248543,65.03229589341818,22.897040539108225,6.015565276529299,6.010592175644573,5.659709573136346,30.265311527873735,
Visibilities kernel pred2,,11.492778689756719,128.46895627695412,85.93565651025979,20.834921634181203,19.35288141620894,38.41034391617113,,,11.492778689756719,128.46895627695412,66.9955410376164,20.834921634181203,19.35288141620894,38.41034391617113,,,11.492778689756719,128.46895627695412,66.9955410376164,20.834921634181203,19.35288141620894,38.41034391617113,,,92.38290745923359,130.1123252943805,,,92.38290745923359,130.1123252943805,,,91.57853543399504,128.72716167978558,91.57853543343383,21.280145149364923,21.262552736382165,20.02130068964684,75.66327881968434,
Visibilities kernel bw0,(undefined),2.4393787491198924,32.55476508226232,6.075572229656547,2.94759793076189,2.7379278990477234,3.532473744297406,(undefined),(undefined),2.4393787491198924,32.55476508226232,4.737269932008393,2.94759793076189,2.7379278990477234,3.532473744297406,(undefined),(undefined),2.4393787491198924,32.55476508226232,4.737269932008393,2.94759793076189,2.7379278990477234,3.532473744297406,(undefined),(undefined),7.700997882646782,32.64426593397331,(undefined),(undefined),7.700997882646782,32.64426593397331,(undefined),(undefined),6.47216061927205,32.567468020591605,6.472160619232389,3.0094884202326555,3.0070004596109614,2.8314596616032217,22.00268116064026,(undefined)
Visibilities kernel bw1,,4.87534368521795,64.99502025817469,21.486173336010367,5.891853241897315,5.472750947384402,7.683190882059348,,,4.87534368521795,64.99502025817469,11.167684602709715,5.891853241897315,5.472750947384402,7.683190882059348,,,4.87534368521795,64.99502025817469,11.167684602709715,5.891853241897315,5.472750947384402,7.683190882059348,,,46.196298590336404,65.24680525561551,,,46.196298590336404,65.24680525561551,,,22.897040539248543,65.03229589341818,22.897040539108225,6.015565276529299,6.010592175644573,5.659709573136346,30.265311527873735,
Visibilities kernel bw2,,11.492778689756719,128.46895627695412,85.93565651025979,20.834921634181203,19.35288141620894,38.41034391617113,,,11.492778689756719,128.46895627695412,66.9955410376164,20.834921634181203,19.35288141620894,38.41034391617113,,,11.492778689756719,128.46895627695412,66.9955410376164,20.834921634181203,19.35288141620894,38.41034391617113,,,92.38290745923359,130.1123252943805,,,92.38290745923359,130.1123252943805,,,91.57853543399504,128.72716167978558,91.57853543343383,21.280145149364923,21.262552736382165,20.02130068964684,75.66327881968434,
Oversampling used pred0,(undefined),2.4120104902605632,25.671297738388773,5.839710951289881,2.902969829578751,2.7008965359639703,3.4631405968957125,(undefined),(undefined),2.4120104902605632,25.671297738388773,4.600912433578159,2.902969829578751,2.7008965359639703,3.4631405968957125,(undefined),(undefined),2.4120104902605632,25.671297738388773,4.600912433578159,2.902969829578751,2.7008965359639703,3.4631405968957125,(undefined),(undefined),7.309592320525397,25.725283657850348,(undefined),(undefined),7.309592320525397,25.725283657850348,(undefined),(undefined),6.201825763695574,25.678964643980194,6.201825763659471,2.9624904757939348,2.960098900458533,2.7911219075095843,18.74211060651517,(undefined)
Oversampling used pred1,,4.729931551245301,41.00404563732292,18.372474865499377,5.671193738250956,5.284940285317639,7.29369234338931,,,4.729931551245301,41.00404563732292,10.32161536443541,5.671193738250956,5.284940285317639,7.29369234338931,,,4.729931551245301,41.00404563732292,10.32161536443541,5.671193738250956,5.284940285317639,7.29369234338931,,,33.08111128091041,41.09504865417958,,,33.08111128091041,41.09504865417958,,,19.375085888145236,41.01754099116667,19.37508588804662,5.784722865041786,5.7801633726454185,5.457560271118027,24.264136061325374,
Oversampling used pred2,,10.595730177225882,55.536962932842336,47.464035288361124,17.902104414256776,16.81353946094749,29.04773490730944,,,10.595730177225882,55.536962932842336,41.71723771553992,17.902104414256776,16.81353946094749,29.04773490730944,,,10.595730177225882,55.536962932842336,41.71723771553992,17.902104414256776,16.81353946094749,29.04773490730944,,,49.06056921462377,55.75317944602242,,,49.06056921462377,55.75317944602242,,,48.87011969408416,55.57130639940634,48.870119693950436,18.224191118708397,18.211507100653,17.307642835545828,44.56042845102883,
Oversampling used bw0,(undefined),2.4120104902605632,25.671297738388773,5.839710951289881,2.902969829578751,2.7008965359639703,3.4631405968957125,(undefined),(undefined),2.4120104902605632,25.671297738388773,4.600912433578159,2.902969829578751,2.7008965359639703,3.4631405968957125,(undefined),(undefined),2.4120104902605632,25.671297738388773,4.600912433578159,2.902969829578751,2.7008965359639703,3.4631405968957125,(undefined),(undefined),7.309592320525397,25.725283657850348,(undefined),(undefined),7.309592320525397,25.725283657850348,(undefined),(undefined),6.201825763695574,25.678964643980194,6.201825763659471,2.9624904757939348,2.960098900458533,2.7911219075095843,18.74211060651517,(undefined)
Oversampling used bw1,,4.729931551245301,41.00404563732292,18.372474865499377,5.671193738250956,5.284940285317639,7.29369234338931,,,4.729931551245301,41.00404563732292,10.32161536443541,5.671193738250956,5.284940285317639,7.29369234338931,,,4.729931551245301,41.00404563732292,10.32161536443541,5.671193738250956,5.284940285317639,7.29369234338931,,,33.08111128091041,41.09504865417958,,,33.08111128091041,41.09504865417958,,,19.375085888145236,41.01754099116667,19.37508588804662,5.784722865041786,5.7801633726454185,5.457560271118027,24.264136061325374,
Oversampling used bw2,,10.595730177225882,55.536962932842336,47.464035288361124,17.902104414256776,16.81353946094749,29.04773490730944,,,10.595730177225882,55.536962932842336,41.71723771553992,17.902104414256776,16.81353946094749,29.04773490730944,,,10.595730177225882,55.536962932842336,41.71723771553992,17.902104414256776,16.81353946094749,29.04773490730944,,,49.06056921462377,55.75317944602242,,,49.06056921462377,55.75317944602242,,,48.87011969408416,55.57130639940634,48.870119693950436,18.224191118708397,18.211507100653,17.307642835545828,44.56042845102883,
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),494.94943095103616,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),494.94943095103616,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),494.94943095103616,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels predict, no-smear1",,989.2061999638064,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,989.2061999638064,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,989.2061999638064,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,2019.558553451659,1453.9394929925988,,,2019.558553451659,1453.9394929925988,,,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels predict, no-smear2",,1977.719495566752,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,,,1977.719495566752,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,1977.719495566752,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,4038.693502406632,2907.4553987723175,,,4038.693502406632,2907.4553987723175,,,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels backward, no-smear0",(undefined),494.94943095103616,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),494.94943095103616,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),494.94943095103616,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels backward, no-smear1",,989.2061999638064,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,989.2061999638064,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,989.2061999638064,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,2019.558553451659,1453.9394929925988,,,2019.558553451659,1453.9394929925988,,,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels backward, no-smear2",,1977.719495566752,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,,,1977.719495566752,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,1977.719495566752,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,4038.693502406632,2907.4553987723175,,,4038.693502406632,2907.4553987723175,,,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
Frequencies predict ifft,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,(undefined),16384.0,200.0,40.0,(undefined),16384.0,200.0,40.0,200.0,200,200.0,200.0,200.0,16384.0
Frequencies predict kernels0,(undefined),202.89978796019676,364.52288461678205,271.2855698494403,207.24883168075414,223.11991036268043,424.63160622821374,(undefined),(undefined),202.89978796019676,364.52288461678205,231.99881652277017,207.24883168075414,223.11991036268043,424.63160622821374,(undefined),(undefined),202.89978796019676,364.52288461678205,231.99881652277017,207.24883168075414,223.11991036268043,424.63160622821374,(undefined),(undefined),155.03720546483072,222.75933872570835,(undefined),(undefined),155.03720546483072,222.75933872570835,(undefined),(undefined),357.59381768558444,511.6591552951528,357.5938176877758,285.0315609079422,285.26739303002,302.952994028384,744.6365231755801,(undefined)
Frequencies predict kernels1,,202.89978796019676,365.0584953999703,271.2855698494403,207.24883168075414,223.11991036268043,424.63160622821374,,,202.89978796019676,365.0584953999703,231.99881652277017,207.24883168075414,223.11991036268043,424.63160622821374,,,202.89978796019676,365.0584953999703,231.99881652277017,207.24883168075414,223.11991036268043,424.63160622821374,,,155.03720546483072,222.83688638800666,,,155.03720546483072,222.83688638800666,,,357.59381768558444,512.317136997464,357.5938176877758,285.0315609079422,285.26739303002,302.952994028384,744.6365231755801,
Frequencies predict kernels2,,202.89978796019676,369.32687493933844,271.2855698494403,207.24883168075414,223.11991036268043,424.63160622821374,,,202.89978796019676,369.32687493933844,231.99881652277017,207.24883168075414,223.11991036268043,424.63160622821374,,,202.89978796019676,369.32687493933844,231.99881652277017,207.24883168075414,223.11991036268043,424.63160622821374,,,155.03720546483072,223.4573390487157,,,155.03720546483072,223.4573390487157,,,357.59381768558444,517.5643608498468,357.5938176877758,285.0315609079422,285.26739303002,302.952994028384,744.6365231755801,
Frequencies predict de-grid0,16384.0,494.94943095103616,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,494.94943095103616,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,494.94943095103616,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1009.991056768289,727.1815092638062,(undefined),16384.0,1009.991056768289,727.1815092638062,(undefined),16384.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,16384.0,16384.0
Frequencies predict de-grid1,16384.0,989.2061999638064,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,989.2061999638064,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,989.2061999638064,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,2019.558553451659,1453.9394929925988,,16384.0,2019.558553451659,1453.9394929925988,,16384.0,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,16384.0,16384.0
Frequencies predict de-grid2,16384.0,1977.719495566752,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,,16384.0,1977.719495566752,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,16384.0,1977.719495566752,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,16384.0,4038.693502406632,2907.4553987723175,,16384.0,4038.693502406632,2907.4553987723175,,16384.0,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,16384.0,16384.0
Frequencies total0,16384.0,6590.78122076136,4744.703814848597,6590.78122076136,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,4038.693502406632,2907.4553987723175,(undefined),16384.0,4038.693502406632,2907.4553987723175,(undefined),16384.0,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,16384.0,16384.0
Frequencies total1,16384.0,6590.78122076136,4744.703814848597,6590.78122076136,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,4038.693502406632,2907.4553987723175,,16384.0,4038.693502406632,2907.4553987723175,,16384.0,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,16384.0,16384.0
Frequencies total2,16384.0,6590.78122076136,4744.703814848597,6590.78122076136,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,4038.693502406632,2907.4553987723175,,16384.0,4038.693502406632,2907.4553987723175,,16384.0,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,16384.0,16384.0
Frequencies backward kernels0,(undefined),202.89978796019676,364.52288461678205,271.2855698494403,207.24883168075414,223.11991036268043,424.63160622821374,(undefined),(undefined),202.89978796019676,364.52288461678205,231.99881652277017,207.24883168075414,223.11991036268043,424.63160622821374,(undefined),(undefined),202.89978796019676,364.52288461678205,231.99881652277017,207.24883168075414,223.11991036268043,424.63160622821374,(undefined),(undefined),155.03720546483072,222.75933872570835,(undefined),(undefined),155.03720546483072,222.75933872570835,(undefined),(undefined),357.59381768558444,511.6591552951528,357.5938176877758,285.0315609079422,285.26739303002,302.952994028384,744.6365231755801,(undefined)
Frequencies backward kernels1,,202.89978796019676,365.0584953999703,271.2855698494403,207.24883168075414,223.11991036268043,424.63160622821374,,,202.89978796019676,365.0584953999703,231.99881652277017,207.24883168075414,223.11991036268043,424.63160622821374,,,202.89978796019676,365.0584953999703,231.99881652277017,207.24883168075414,223.11991036268043,424.63160622821374,,,155.03720546483072,222.83688638800666,,,155.03720546483072,222.83688638800666,,,357.59381768558444,512.317136997464,357.5938176877758,285.0315609079422,285.26739303002,302.952994028384,744.6365231755801,
Frequencies backward kernels2,,202.89978796019676,369.32687493933844,271.2855698494403,207.24883168075414,223.11991036268043,424.63160622821374,,,202.89978796019676,369.32687493933844,231.99881652277017,207.24883168075414,223.11991036268043,424.63160622821374,,,202.89978796019676,369.32687493933844,231.99881652277017,207.24883168075414,223.11991036268043,424.63160622821374,,,155.03720546483072,223.4573390487157,,,155.03720546483072,223.4573390487157,,,357.59381768558444,517.5643608498468,357.5938176877758,285.0315609079422,285.26739303002,302.952994028384,744.6365231755801,
Frequencies backward grid0,16384.0,494.94943095103616,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,494.94943095103616,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,494.94943095103616,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1009.991056768289,727.1815092638062,(undefined),16384.0,1009.991056768289,727.1815092638062,(undefined),16384.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,16384.0,16384.0
Frequencies backward grid1,16384.0,989.2061999638064,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,989.2061999638064,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,989.2061999638064,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,2019.558553451659,1453.9394929925988,,16384.0,2019.558553451659,1453.9394929925988,,16384.0,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,16384.0,16384.0
