,hpso01 (Ingest) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (RCAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (FastImg) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (ICAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (DPrepA) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (DPrepB) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (DPrepC) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (DPrepD) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (Ingest) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (RCAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (FastImg) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (ICAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (DPrepA) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (DPrepB) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (DPrepC) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (DPrepD) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (Ingest) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (RCAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (FastImg) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (ICAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (DPrepA) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (DPrepB) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (DPrepC) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (DPrepD) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso04a (Ingest) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso04a (RCAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso04a (FastImg) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso04a (PSS) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso05a (Ingest) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso05a (RCAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso05a (FastImg) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso05a (PST) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (Ingest) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (RCAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (FastImg) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (ICAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (DPrepA) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (DPrepA_Image) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (DPrepB) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (DPrepC) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (DPrepD) [Nf_max=16384] [Na=32] [Bmax=16250.0]
Frequencies backward grid2,16384.0,1318.7106453111485,4744.703814848597,1977.719495566752,2441.466451169051,2441.466451169051,4744.703814848597,,16384.0,1318.7106453111485,4744.703814848597,1758.04988218571,2441.466451169051,2441.466451169051,4744.703814848597,,16384.0,1318.7106453111485,4744.703814848597,1758.04988218571,2441.466451169051,2441.466451169051,4744.703814848597,,16384.0,969.6083556181683,2907.4553987723175,,16384.0,969.6083556181683,2907.4553987723175,,16384.0,1851.718229295396,6662.459115881312,2777.0910083918284,3428.279241973887,3428.279241973887,3428.279241973887,16384.0,16384.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],2.316964506057199,2.316964506057199,6.550224480003686,2.316964506057199,2.316964506057199,2.316964506057199,4.503369525627841,4.503369525627841,2.316964506057199,2.316964506057199,6.550224480003686,2.316964506057199,2.316964506057199,2.316964506057199,4.503369525627841,4.503369525627841,2.316964506057199,2.316964506057199,6.550224480003686,2.316964506057199,2.316964506057199,2.316964506057199,4.503369525627841,4.503369525627841,2.3229659603430046,2.3229659603430046,6.550224480003686,(undefined),2.3229659603430046,2.3229659603430046,6.550224480003686,(undefined),2.317808372965438,2.317808372965438,6.550224480003686,2.317808372965438,2.317808372965438,2.317808372965438,2.317808372965438,4.50500970807704,4.50500970807704
Averaged rate0 [M/s],1.3309200633290057,0.5353883642409258,1.0896272172184673,0.5353883642409258,0.19832743431430394,0.19832743431430394,0.7491337158438199,1.293421810859315,1.3309200633290057,0.5353883642409258,1.0896272172184673,0.35694434330417296,0.19832743431430394,0.19832743431430394,0.7491337158438199,1.293421810859315,1.3309200633290057,0.5353883642409258,1.0896272172184673,0.35694434330417296,0.19832743431430394,0.19832743431430394,0.7491337158438199,1.293421810859315,1.3343674428193906,0.32892462897568514,0.6677008005086997,(undefined),1.3343674428193906,0.32892462897568514,0.6677008005086997,(undefined),1.3314048007498933,0.7520600708852896,1.5300421416297019,0.7520600708852896,0.27859054205781486,0.27859054205781486,0.27859054205781486,2.587785781912906,2.587785781912906
Averaged rate1 [M/s],0.37563456005201523,0.15110627467405865,0.30753285012232967,0.15110627467405865,0.05597529152018074,0.05597529152018074,0.2114330691411044,0.3650511749507797,0.37563456005201523,0.15110627467405865,0.30753285012232967,0.10074281322707324,0.05597529152018074,0.05597529152018074,0.2114330691411044,0.3650511749507797,0.37563456005201523,0.15110627467405865,0.30753285012232967,0.10074281322707324,0.05597529152018074,0.05597529152018074,0.2114330691411044,0.3650511749507797,0.3766075372531884,0.09283461997447603,0.18844970735365854,,0.3766075372531884,0.09283461997447603,0.18844970735365854,,0.37577137076879147,0.21225899409245644,0.43183412931242315,0.21225899409245644,0.07862849060880865,0.07862849060880865,0.07862849060880865,0.7303682621376333,0.7303682621376333
Averaged rate2 [M/s],0.4249572022894086,0.17094726248024417,0.34791340706770013,0.17094726248024417,0.06332511917555242,0.06332511917555242,0.23919525807536193,0.4129841673195973,0.4249572022894086,0.17094726248024417,0.34791340706770013,0.11397083392383611,0.06332511917555242,0.06332511917555242,0.23919525807536193,0.4129841673195973,0.4249572022894086,0.17094726248024417,0.34791340706770013,0.11397083392383611,0.06332511917555242,0.06332511917555242,0.23919525807536193,0.4129841673195973,0.42605793612296394,0.10502425648612025,0.21319406925225193,,0.42605793612296394,0.10502425648612025,0.21319406925225193,,0.4251119769178038,0.240129630984444,0.4885360479618242,0.240129630984444,0.08895279333384942,0.08895279333384942,0.08895279333384942,0.826269162443433,0.826269162443433
Predict rate0 [M/s],(undefined),0.007583017304185636,0.2725261618432718,0.01136657612690732,0.014029079284826666,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.007583017304185636,0.2725261618432718,0.010105390161149903,0.014029079284826666,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.007583017304185636,0.2725261618432718,0.010105390161149903,0.014029079284826666,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.005574086111357989,0.1669981510483664,(undefined),(undefined),0.005574086111357989,0.1669981510483664,(undefined),(undefined),0.010647979065545495,0.38267807490900596,0.015960809597283444,0.019699466437482306,0.019699466437482306,0.019699466437482306,0.37626062708146174,(undefined)
Predict rate1 [M/s],,0.004275924405762643,0.1537888853032914,0.006411641567204042,0.007914553474208089,0.007914553474208089,0.021146395259257683,,,0.004275924405762643,0.1537888853032914,0.0056997358903668836,0.007914553474208089,0.007914553474208089,0.021146395259257683,,,0.004275924405762643,0.1537888853032914,0.0056997358903668836,0.007914553474208089,0.007914553474208089,0.021146395259257683,,,0.003143680425769198,0.09423858129692272,,,0.003143680425769198,0.09423858129692272,,,0.006004202427080159,0.21594859159353008,0.00900315232588386,0.01111352423896355,0.01111352423896355,0.01111352423896355,0.14607365242752665,
Predict rate2 [M/s],,0.009669668148954568,0.34791340706770013,0.0170989205678155,0.031662559587776216,0.031662559587776216,0.11959762903768097,,,0.009669668148954568,0.34791340706770013,0.01519970620562467,0.031662559587776216,0.031662559587776216,0.11959762903768097,,,0.009669668148954568,0.34791340706770013,0.01519970620562467,0.031662559587776216,0.031662559587776216,0.11959762903768097,,,0.00710981674912392,0.21319406925225193,,,0.00710981674912392,0.21319406925225193,,,0.013578036126667846,0.4885360479618242,0.024018852715212143,0.04447639666692471,0.04447639666692471,0.04447639666692471,0.4131345812217165,
Backward rate0 [M/s],(undefined),0.007583017304185636,0.2725261618432718,0.01136657612690732,0.014029079284826666,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.007583017304185636,0.2725261618432718,0.010105390161149903,0.014029079284826666,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.007583017304185636,0.2725261618432718,0.010105390161149903,0.014029079284826666,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.005574086111357989,0.1669981510483664,(undefined),(undefined),0.005574086111357989,0.1669981510483664,(undefined),(undefined),0.010647979065545495,0.38267807490900596,0.015960809597283444,0.019699466437482306,0.019699466437482306,0.019699466437482306,0.37626062708146174,(undefined)
Backward rate1 [M/s],,0.004275924405762643,0.1537888853032914,0.006411641567204042,0.007914553474208089,0.007914553474208089,0.021146395259257683,,,0.004275924405762643,0.1537888853032914,0.0056997358903668836,0.007914553474208089,0.007914553474208089,0.021146395259257683,,,0.004275924405762643,0.1537888853032914,0.0056997358903668836,0.007914553474208089,0.007914553474208089,0.021146395259257683,,,0.003143680425769198,0.09423858129692272,,,0.003143680425769198,0.09423858129692272,,,0.006004202427080159,0.21594859159353008,0.00900315232588386,0.01111352423896355,0.01111352423896355,0.01111352423896355,0.14607365242752665,
Backward rate2 [M/s],,0.009669668148954568,0.34791340706770013,0.0170989205678155,0.031662559587776216,0.031662559587776216,0.11959762903768097,,,0.009669668148954568,0.34791340706770013,0.01519970620562467,0.031662559587776216,0.031662559587776216,0.11959762903768097,,,0.009669668148954568,0.34791340706770013,0.01519970620562467,0.031662559587776216,0.031662559587776216,0.11959762903768097,,,0.00710981674912392,0.21319406925225193,,,0.00710981674912392,0.21319406925225193,,,0.013578036126667846,0.4885360479618242,0.024018852715212143,0.04447639666692471,0.04447639666692471,0.04447639666692471,0.4131345812217165,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W stack [lambda],(undefined),35.216504856306706,1.3809921095140292,20.97005516354809,16.514759546894293,27.583059121908864,22.271474310298107,(undefined),(undefined),35.216504856306706,1.3809921095140292,23.028663281586926,16.514759546894293,27.583059121908864,22.271474310298107,(undefined),(undefined),35.216504856306706,1.3809921095140292,23.028663281586926,16.514759546894293,27.583059121908864,22.271474310298107,(undefined),(undefined),202.0113515577077,3.625107380200334,(undefined),(undefined),202.0113515577077,3.625107380200334,(undefined),(undefined),35.69163945977122,1.5104594200270005,21.28467791610821,16.735636770515733,16.65265768148995,28.10210801171288,75.45461196516956,(undefined)
Delta W theory [lambda],(undefined),44.446252284836,12.587303150687525,19.465458608651947,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),44.446252284836,12.587303150687525,24.775168251994984,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),44.446252284836,12.587303150687525,24.775168251994984,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),213.49087800652876,89.35330487828081,(undefined),(undefined),213.49087800652876,89.35330487828081,(undefined),(undefined),53.23162441502024,15.152462172657435,23.371898624330846,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),4.966105869132538,0.18455205923435844,8.340306670856869,9.571666003126353,12.574818499158333,11.995021188247197,(undefined),(undefined),4.966105869132538,0.18455205923435844,7.494098286604837,9.571666003126353,12.574818499158333,11.995021188247197,(undefined),(undefined),4.966105869132538,0.18455205923435844,7.494098286604837,9.571666003126353,12.574818499158333,11.995021188247197,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),4.644705198419369,0.17264561380323334,7.3726305354114485,8.45038794986852,8.418777314205744,11.7585840842431,11.7585840842431,(undefined)
W kernel support pred1 [uv-pixels],,6.690162814453111,0.5223241974335304,8.340306670856869,9.571666003126353,14.098157255282485,11.995021188247197,,,6.690162814453111,0.5223241974335304,7.494098286604837,9.571666003126353,14.098157255282485,11.995021188247197,,,6.690162814453111,0.5223241974335304,7.494098286604837,9.571666003126353,14.098157255282485,11.995021188247197,,,5.345906648726479,0.254136932091098,,,5.345906648726479,0.254136932091098,,,5.90780207980504,0.4886127695866622,7.3726305354114485,8.45038794986852,8.418777314205744,12.494615295567797,19.856457837827552,
W kernel support pred2 [uv-pixels],,6.690162814453111,1.4792303462194571,8.340306670856869,9.571666003126353,14.098157255282485,11.995021188247197,,,6.690162814453111,1.4792303462194571,7.494098286604837,9.571666003126353,14.098157255282485,11.995021188247197,,,6.690162814453111,1.4792303462194571,7.494098286604837,9.571666003126353,14.098157255282485,11.995021188247197,,,7.6995032558705505,0.7193727944119572,,,7.6995032558705505,0.7193727944119572,,,5.90780207980504,1.3836824728917394,7.3726305354114485,8.45038794986852,8.418777314205744,12.494615295567797,26.379793481810875,
AW kernel support pred0 [uv-pixels],(undefined),10.279212397038629,9.001891993496013,12.270318470355186,13.13837090644821,15.463701377315028,14.996017248139559,(undefined),(undefined),10.279212397038629,9.001891993496013,11.71159720658517,13.13837090644821,15.463701377315028,14.996017248139559,(undefined),(undefined),10.279212397038629,9.001891993496013,11.71159720658517,13.13837090644821,15.463701377315028,14.996017248139559,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),10.127847075278334,9.001655764800468,11.634246043972135,12.345406291543553,12.32379046666184,14.807575752506388,14.807575752506388,(undefined)
AW kernel support pred1 [uv-pixels],,11.214199859280695,9.015144068023794,12.270318470355186,13.13837090644821,16.725968970277155,14.996017248139559,,,11.214199859280695,9.015144068023794,11.71159720658517,13.13837090644821,16.725968970277155,14.996017248139559,,,11.214199859280695,9.015144068023794,11.71159720658517,13.13837090644821,16.725968970277155,14.996017248139559,,,10.467985379092672,9.003587372833826,,,10.467985379092672,9.003587372833826,,,10.765784941849281,9.013253709876537,11.634246043972135,12.345406291543553,12.32379046666184,15.398552249618687,21.800892593318814,
AW kernel support pred2 [uv-pixels],,11.214199859280695,9.120752294475306,12.270318470355186,13.13837090644821,16.725968970277155,14.996017248139559,,,11.214199859280695,9.120752294475306,11.71159720658517,13.13837090644821,16.725968970277155,14.996017248139559,,,11.214199859280695,9.120752294475306,11.71159720658517,13.13837090644821,16.725968970277155,14.996017248139559,,,11.844085037990956,9.028704071866574,,,11.844085037990956,9.028704071866574,,,10.765784941849281,9.105744186269884,11.634246043972135,12.345406291543553,12.32379046666184,15.398552249618687,27.872809405278673,
W kernel support bw0 [uv-pixels],(undefined),4.966105869132538,0.18455205923435844,8.340306670856869,9.571666003126353,12.574818499158333,11.995021188247197,(undefined),(undefined),4.966105869132538,0.18455205923435844,7.494098286604837,9.571666003126353,12.574818499158333,11.995021188247197,(undefined),(undefined),4.966105869132538,0.18455205923435844,7.494098286604837,9.571666003126353,12.574818499158333,11.995021188247197,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),4.644705198419369,0.17264561380323334,7.3726305354114485,8.45038794986852,8.418777314205744,11.7585840842431,11.7585840842431,(undefined)
W kernel support bw1 [uv-pixels],,6.690162814453111,0.5223241974335304,8.340306670856869,9.571666003126353,14.098157255282485,11.995021188247197,,,6.690162814453111,0.5223241974335304,7.494098286604837,9.571666003126353,14.098157255282485,11.995021188247197,,,6.690162814453111,0.5223241974335304,7.494098286604837,9.571666003126353,14.098157255282485,11.995021188247197,,,5.345906648726479,0.254136932091098,,,5.345906648726479,0.254136932091098,,,5.90780207980504,0.4886127695866622,7.3726305354114485,8.45038794986852,8.418777314205744,12.494615295567797,19.856457837827552,
W kernel support bw2 [uv-pixels],,6.690162814453111,1.4792303462194571,8.340306670856869,9.571666003126353,14.098157255282485,11.995021188247197,,,6.690162814453111,1.4792303462194571,7.494098286604837,9.571666003126353,14.098157255282485,11.995021188247197,,,6.690162814453111,1.4792303462194571,7.494098286604837,9.571666003126353,14.098157255282485,11.995021188247197,,,7.6995032558705505,0.7193727944119572,,,7.6995032558705505,0.7193727944119572,,,5.90780207980504,1.3836824728917394,7.3726305354114485,8.45038794986852,8.418777314205744,12.494615295567797,26.379793481810875,
AW kernel support bw0 [uv-pixels],(undefined),10.279212397038629,9.001891993496013,12.270318470355186,13.13837090644821,15.463701377315028,14.996017248139559,(undefined),(undefined),10.279212397038629,9.001891993496013,11.71159720658517,13.13837090644821,15.463701377315028,14.996017248139559,(undefined),(undefined),10.279212397038629,9.001891993496013,11.71159720658517,13.13837090644821,15.463701377315028,14.996017248139559,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),10.127847075278334,9.001655764800468,11.634246043972135,12.345406291543553,12.32379046666184,14.807575752506388,14.807575752506388,(undefined)
AW kernel support bw1 [uv-pixels],,11.214199859280695,9.015144068023794,12.270318470355186,13.13837090644821,16.725968970277155,14.996017248139559,,,11.214199859280695,9.015144068023794,11.71159720658517,13.13837090644821,16.725968970277155,14.996017248139559,,,11.214199859280695,9.015144068023794,11.71159720658517,13.13837090644821,16.725968970277155,14.996017248139559,,,10.467985379092672,9.003587372833826,,,10.467985379092672,9.003587372833826,,,10.765784941849281,9.013253709876537,11.634246043972135,12.345406291543553,12.32379046666184,15.398552249618687,21.800892593318814,
AW kernel support bw2 [uv-pixels],,11.214199859280695,9.120752294475306,12.270318470355186,13.13837090644821,16.725968970277155,14.996017248139559,,,11.214199859280695,9.120752294475306,11.71159720658517,13.13837090644821,16.725968970277155,14.996017248139559,,,11.214199859280695,9.120752294475306,11.71159720658517,13.13837090644821,16.725968970277155,14.996017248139559,,,11.844085037990956,9.028704071866574,,,11.844085037990956,9.028704071866574,,,10.765784941849281,9.105744186269884,11.634246043972135,12.345406291543553,12.32379046666184,15.398552249618687,27.872809405278673,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.0005848769809551295,0.3854796222534667,0.0006537763303310805,0.3854796222534667,0.014279575270629886,0.01142366021650391,0.014383367344201344,0.00454718605380228,0.0005848769809551295,0.3854796222534667,0.0006537763303310805,0.25699992717900455,0.014279575270629886,0.01142366021650391,0.014383367344201344,0.00454718605380228,0.0005848769809551295,0.3854796222534667,0.0006537763303310805,0.25699992717900455,0.014279575270629886,0.01142366021650391,0.014383367344201344,0.00454718605380228,0.0005863919426452401,0.23682573286249334,0.0004006204803052199,(undefined),0.0005863919426452401,0.23682573286249334,0.0004006204803052199,(undefined),0.0005850900003295431,0.5414832510374086,0.0009180252849778213,0.5414832510374086,0.02005851902816267,0.10029259514081337,0.01604681522253014,0.0011372105486921952,0.004548842194768781
Snapshot vis size1 [GB],0.00016507378127285827,0.10879651776532226,0.00018451971007339783,0.10879651776532226,0.0040302209894530145,0.0032241767915624116,0.004059514927509205,0.0012833830369363352,0.00016507378127285827,0.10879651776532226,0.00018451971007339783,0.07253482552349273,0.0040302209894530145,0.0032241767915624116,0.004059514927509205,0.0012833830369363352,0.00016507378127285827,0.10879651776532226,0.00018451971007339783,0.07253482552349273,0.0040302209894530145,0.0032241767915624116,0.004059514927509205,0.0012833830369363352,0.00016550135914446758,0.06684092638162276,0.00011306982441219514,,0.00016550135914446758,0.06684092638162276,0.00011306982441219514,,0.00016513390316987906,0.15282647574656866,0.0002591004775874539,0.15282647574656866,0.005661251323834223,0.02830625661917112,0.004529001059067379,0.0003209626151972022,0.0012838504607888088
Snapshot vis size2 [GB],0.00018674877053733777,0.12308202898577583,0.00020874804424062012,0.12308202898577583,0.004559408580639775,0.0036475268645118205,0.004592548955046949,0.0014518974632329598,0.00018674877053733777,0.12308202898577583,0.00020874804424062012,0.08205900042516201,0.004559408580639775,0.0036475268645118205,0.004592548955046949,0.0014518974632329598,0.00018674877053733777,0.12308202898577583,0.00020874804424062012,0.08205900042516201,0.004559408580639775,0.0036475268645118205,0.004592548955046949,0.0014518974632329598,0.00018723249146028692,0.07561746467000659,0.00012791644155135117,,0.00018723249146028692,0.07561746467000659,0.00012791644155135117,,0.00018681678673145675,0.17289333430879972,0.00029312162877709455,0.17289333430879972,0.006404601120037159,0.032023005600185804,0.005123680896029728,0.0003631065655268993,0.0014524262621075973
