,hpso01 (Ingest) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (RCAL) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (FastImg) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (ICAL) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (DPrepA) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (DPrepB) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (DPrepC) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (DPrepD) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (Ingest) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (RCAL) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (FastImg) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (ICAL) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (DPrepA) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (DPrepB) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (DPrepC) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (DPrepD) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (Ingest) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (RCAL) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (FastImg) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (ICAL) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (DPrepA) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (DPrepB) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (DPrepC) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (DPrepD) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso04a (Ingest) [Na=32] [Bmax=8125.0],hpso04a (RCAL) [Na=32] [Bmax=8125.0],hpso04a (FastImg) [Na=32] [Bmax=8125.0],hpso04a (PSS) [Na=32] [Bmax=8125.0],hpso05a (Ingest) [Na=32] [Bmax=8125.0],hpso05a (RCAL) [Na=32] [Bmax=8125.0],hpso05a (FastImg) [Na=32] [Bmax=8125.0],hpso05a (PST) [Na=32] [Bmax=8125.0],max_low (Ingest) [Na=32] [Bmax=8125.0],max_low (RCAL) [Na=32] [Bmax=8125.0],max_low (FastImg) [Na=32] [Bmax=8125.0],max_low (ICAL) [Na=32] [Bmax=8125.0],max_low (DPrepA) [Na=32] [Bmax=8125.0],max_low (DPrepA_Image) [Na=32] [Bmax=8125.0],max_low (DPrepB) [Na=32] [Bmax=8125.0],max_low (DPrepC) [Na=32] [Bmax=8125.0],max_low (DPrepD) [Na=32] [Bmax=8125.0]
Delta W theory [lambda],(undefined),19.465458608651947,12.587303150687525,1.0,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),19.465458608651947,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),19.465458608651947,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),136.45307426027873,89.35330487828081,(undefined),(undefined),136.45307426027873,89.35330487828081,(undefined),(undefined),12.913952720816726,15.152462172657435,1.3581201072478302,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),5.381464422338443,0.18455205923435844,14.962137502940317,6.556166003205936,8.903793545235247,8.587908606932922,(undefined),(undefined),5.381464422338443,0.18455205923435844,10.409990369556535,6.556166003205936,8.903793545235247,8.587908606932922,(undefined),(undefined),5.381464422338443,0.18455205923435844,10.409990369556535,6.556166003205936,8.903793545235247,8.587908606932922,(undefined),(undefined),4.439307211390678,0.08981558727294352,(undefined),(undefined),4.439307211390678,0.08981558727294352,(undefined),(undefined),6.188701409844415,0.17264561380323334,13.262659597988911,5.780475241276917,5.766427228867564,7.872201850573004,9.490053788620257,(undefined)
W kernel support pred1 [uv-pixels],,5.381464422338443,0.5223171648161031,14.962137502940317,6.556166003205936,8.903793545235247,8.587908606932922,,,5.381464422338443,0.5223171648161031,10.409990369556535,6.556166003205936,8.903793545235247,8.587908606932922,,,5.381464422338443,0.5223171648161031,10.409990369556535,6.556166003205936,8.903793545235247,8.587908606932922,,,6.350078779289518,0.2541359910649673,,,6.350078779289518,0.2541359910649673,,,6.188701409844415,0.48860920411313985,13.262659597988911,5.780475241276917,5.766427228867564,7.872201850573004,9.490053788620257,
AW kernel support pred0 [uv-pixels],(undefined),10.486188980220337,9.001891993496013,17.460399727866857,11.13477941683594,12.660076599143183,12.439942694443273,(undefined),(undefined),10.486188980220337,9.001891993496013,13.761100955020272,11.13477941683594,12.660076599143183,12.439942694443273,(undefined),(undefined),10.486188980220337,9.001891993496013,13.761100955020272,11.13477941683594,12.660076599143183,12.439942694443273,(undefined),(undefined),10.03531008574749,9.000448146604544,(undefined),(undefined),10.03531008574749,9.000448146604544,(undefined),(undefined),10.922455087580367,9.001655764800468,16.028042288817666,10.696443054352947,10.688857889682378,11.957071630468933,13.079033638266463,(undefined)
AW kernel support pred1 [uv-pixels],,10.486188980220337,9.01514366056701,17.460399727866857,11.13477941683594,12.660076599143183,12.439942694443273,,,10.486188980220337,9.01514366056701,13.761100955020272,11.13477941683594,12.660076599143183,12.439942694443273,,,10.486188980220337,9.01514366056701,13.761100955020272,11.13477941683594,12.660076599143183,12.439942694443273,,,11.014694753064337,9.003587346272294,,,11.014694753064337,9.003587346272294,,,10.922455087580367,9.013253516591226,16.028042288817666,10.696443054352947,10.688857889682378,11.957071630468933,13.079033638266463,
W kernel support bw0 [uv-pixels],(undefined),5.381464422338443,0.18455205923435844,14.962137502940317,6.556166003205936,8.903793545235247,8.587908606932922,(undefined),(undefined),5.381464422338443,0.18455205923435844,10.409990369556535,6.556166003205936,8.903793545235247,8.587908606932922,(undefined),(undefined),5.381464422338443,0.18455205923435844,10.409990369556535,6.556166003205936,8.903793545235247,8.587908606932922,(undefined),(undefined),4.439307211390678,0.08981558727294352,(undefined),(undefined),4.439307211390678,0.08981558727294352,(undefined),(undefined),6.188701409844415,0.17264561380323334,13.262659597988911,5.780475241276917,5.766427228867564,7.872201850573004,9.490053788620257,(undefined)
W kernel support bw1 [uv-pixels],,5.381464422338443,0.5223171648161031,14.962137502940317,6.556166003205936,8.903793545235247,8.587908606932922,,,5.381464422338443,0.5223171648161031,10.409990369556535,6.556166003205936,8.903793545235247,8.587908606932922,,,5.381464422338443,0.5223171648161031,10.409990369556535,6.556166003205936,8.903793545235247,8.587908606932922,,,6.350078779289518,0.2541359910649673,,,6.350078779289518,0.2541359910649673,,,6.188701409844415,0.48860920411313985,13.262659597988911,5.780475241276917,5.766427228867564,7.872201850573004,9.490053788620257,
AW kernel support bw0 [uv-pixels],(undefined),10.486188980220337,9.001891993496013,17.460399727866857,11.13477941683594,12.660076599143183,12.439942694443273,(undefined),(undefined),10.486188980220337,9.001891993496013,13.761100955020272,11.13477941683594,12.660076599143183,12.439942694443273,(undefined),(undefined),10.486188980220337,9.001891993496013,13.761100955020272,11.13477941683594,12.660076599143183,12.439942694443273,(undefined),(undefined),10.03531008574749,9.000448146604544,(undefined),(undefined),10.03531008574749,9.000448146604544,(undefined),(undefined),10.922455087580367,9.001655764800468,16.028042288817666,10.696443054352947,10.688857889682378,11.957071630468933,13.079033638266463,(undefined)
AW kernel support bw1 [uv-pixels],,10.486188980220337,9.01514366056701,17.460399727866857,11.13477941683594,12.660076599143183,12.439942694443273,,,10.486188980220337,9.01514366056701,13.761100955020272,11.13477941683594,12.660076599143183,12.439942694443273,,,10.486188980220337,9.01514366056701,13.761100955020272,11.13477941683594,12.660076599143183,12.439942694443273,,,11.014694753064337,9.003587346272294,,,11.014694753064337,9.003587346272294,,,10.922455087580367,9.013253516591226,16.028042288817666,10.696443054352947,10.688857889682378,11.957071630468933,13.079033638266463,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.001169753961910259,0.09638003964336907,0.00032693591282784693,0.09638003964336907,0.003570907044599194,0.002856725635679355,0.0035963670708553624,0.00227359302690114,0.001169753961910259,0.09638003964336907,0.00032693591282784693,0.06426011534207171,0.003570907044599194,0.002856725635679355,0.0035963670708553624,0.00227359302690114,0.001169753961910259,0.09638003964336907,0.00032693591282784693,0.06426011534207171,0.003570907044599194,0.002856725635679355,0.0035963670708553624,0.00227359302690114,0.0011727838852904802,0.05921264317221645,0.00020033942335396653,(undefined),0.0011727838852904802,0.05921264317221645,0.00020033942335396653,(undefined),0.0011701800006590861,0.13538504292049663,0.00045907966480987066,0.13538504292049663,0.005016052519007277,0.025080262595036384,0.004012842015205822,0.0022744210973843905,0.0022744210973843905
Snapshot vis size1 [GB],0.00033014756254571653,0.027201989651186975,9.227333118197485e-05,0.027201989651186975,0.0010078412172475266,0.0008062729737980212,0.0010150269724443692,0.0006416915184681676,0.00033014756254571653,0.027201989651186975,9.227333118197485e-05,0.01813656644038721,0.0010078412172475266,0.0008062729737980212,0.0010150269724443692,0.0006416915184681676,0.00033014756254571653,0.027201989651186975,9.227333118197485e-05,0.01813656644038721,0.0010078412172475266,0.0008062729737980212,0.0010150269724443692,0.0006416915184681676,0.00033100271828893517,0.01671198427340422,5.6543148778153646e-05,,0.00033100271828893517,0.01671198427340422,5.6543148778153646e-05,,0.0003302678063397581,0.03821063521114899,0.00012956915495611807,0.03821063521114899,0.0014157143866793773,0.007078571933396886,0.0011325715093435018,0.0006419252303944044,0.0006419252303944044
Facet size [GB],(undefined),0.027598078891866683,0.015142978815839061,0.30664532102074094,0.042063830043997386,0.042063830043997386,0.042063830043997386,(undefined),(undefined),0.027598078891866683,0.015142978815839061,0.1362868093425515,0.042063830043997386,0.042063830043997386,0.042063830043997386,(undefined),(undefined),0.027598078891866683,0.015142978815839061,0.1362868093425515,0.042063830043997386,0.042063830043997386,0.042063830043997386,(undefined),(undefined),0.027885132479218422,0.015300484213562919,(undefined),(undefined),0.027885132479218422,0.015300484213562919,(undefined),(undefined),0.04913476817553021,0.015165051906027833,0.3070923010970638,0.042125144183410665,0.042125144183410665,0.042125144183410665,0.042125144183410665,(undefined)
Image size [GB],0.04206383004399739,0.306645321020741,0.015142978815839057,0.306645321020741,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.306645321020741,0.015142978815839057,0.13628680934255152,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.306645321020741,0.015142978815839057,0.13628680934255152,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.042501345037674755,0.3098348053246491,0.015300484213562915,(undefined),0.042501345037674755,0.3098348053246491,0.015300484213562915,(undefined),0.042125144183410665,0.30709230109706365,0.015165051906027838,0.30709230109706365,0.042125144183410665,0.042125144183410665,0.042125144183410665,0.042125144183410665,0.042125144183410665
Image cube size [GB],22053.561326107305,98.12650272663711,2.4228766105342494,98.12650272663711,6.7302128070395835,168.25532017598957,504.7659605279687,2756.695165763413,22053.561326107305,98.12650272663711,2.4228766105342494,43.61177898961648,6.7302128070395835,168.25532017598957,504.7659605279687,2756.695165763413,22053.561326107305,98.12650272663711,2.4228766105342494,43.61177898961648,6.7302128070395835,168.25532017598957,504.7659605279687,2756.695165763413,11141.472593556211,49.573568851943854,1.2240387370850332,(undefined),11141.472593556211,49.573568851943854,1.2240387370850332,(undefined),11042.853796816005,49.13476817553018,1.213204152482227,49.13476817553018,3.3700115346728534,3.3700115346728534,84.25028836682134,11042.853796816005,2760.7134492040013
Calibration output [GB],0.0,0.147456,0.0,0.7424,0.0,0.0,0.0,0.0,0.0,0.147456,0.0,0.7424,0.0,0.0,0.0,0.0,0.0,0.147456,0.0,0.7424,0.0,0.0,0.0,0.0,0.0,0.0196608,0.0,(undefined),0.0,0.0196608,0.0,(undefined),0.0,0.1769472,0.0,1.2447744,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,0.226150877607936,0.0,70.67214925248,0.0,0.0,0.0,0.0,0.0,0.226150877607936,0.0,70.67214925248,0.0,0.0,0.0,0.0,0.0,0.226150877607936,0.0,70.67214925248,0.0,0.0,0.0,0.0,0.0,0.37691812934656005,0.0,(undefined),0.0,0.37691812934656005,0.0,(undefined),0.0,0.16153634114852575,0.0,69.86446754673737,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.016384,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.016384,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.016384,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.027306666666666667,0.0,(undefined),0.0,0.027306666666666667,0.0,(undefined),0.0,0.011702857142857143,0.0,5.061485714285714,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),9.965972933174081e-05,1.3670744764299153e-05,0.0013670744764299153,0.0041012234292897454,(undefined),(undefined),(undefined),(undefined),4.429321303632924e-05,1.3670744764299153e-05,0.0013670744764299153,0.0041012234292897454,(undefined),(undefined),(undefined),(undefined),4.429321303632924e-05,1.3670744764299153e-05,0.0013670744764299153,0.0041012234292897454,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.00013972699699916404,1.9166940603451856e-05,1.9166940603451856e-05,0.0013690671859608466,0.1794463741982601,(undefined)
Working (cache) memory [TeraBytes],(undefined),0.0002042731785010521,1.1673278265312134e-08,0.00027439163562368896,2.3085525661868783e-05,5.7824939577192925e-05,5.188623826489999e-05,(undefined),(undefined),0.0002042731785010521,1.1673278265312134e-08,9.241467208534548e-05,2.3085525661868783e-05,5.7824939577192925e-05,5.188623826489999e-05,(undefined),(undefined),0.0002042731785010521,1.1673278265312134e-08,9.241467208534548e-05,2.3085525661868783e-05,5.7824939577192925e-05,5.188623826489999e-05,(undefined),(undefined),0.00010068586850625766,4.0337569120069395e-10,(undefined),(undefined),0.00010068586850625766,4.0337569120069395e-10,(undefined),(undefined),0.00012232890313674448,6.6891804943158076e-09,0.00013377650726638572,1.107588963925306e-05,1.0995334113082938e-05,2.79754220675208e-05,4.9011049856659364e-05,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.006538777241821484,0.006538777241821484,0.018485591232277908,0.006538777241821484,0.003269388620910742,0.006538777241821484,0.012709098516056765,0.012709098516056765,0.006538777241821484,0.006538777241821484,0.018485591232277908,0.006538777241821484,0.003269388620910742,0.006538777241821484,0.012709098516056765,0.012709098516056765,0.006538777241821484,0.006538777241821484,0.018485591232277908,0.006538777241821484,0.003269388620910742,0.006538777241821484,0.012709098516056765,0.012709098516056765,0.0004370476087802975,0.0004370476087802975,0.0012323727488185272,0.002102152,0.0004370476087802975,0.0004370476087802975,0.0012323727488185272,0.00077309411328,0.003924695246844374,0.003924695246844374,0.011091354739366744,0.003924695246844374,0.001962347623422187,0.001962347623422187,0.003924695246844374,0.0076282363954258475,0.0076282363954258475
Total buffer ingest rate [TeraBytes/s],0.0003632654023234158,0.0003632654023234158,0.0010269772906821059,0.0003632654023234158,0.0001816327011617079,0.0003632654023234158,0.0007060610286698203,0.0007060610286698203,0.0003632654023234158,0.0003632654023234158,0.0010269772906821059,0.0003632654023234158,0.0001816327011617079,0.0003632654023234158,0.0007060610286698203,0.0007060610286698203,0.0003632654023234158,0.0003632654023234158,0.0010269772906821059,0.0003632654023234158,0.0001816327011617079,0.0003632654023234158,0.0007060610286698203,0.0007060610286698203,0.00018210317032512396,0.00018210317032512396,0.0005134886453410529,(undefined),0.00018210317032512396,0.00018210317032512396,0.0005134886453410529,(undefined),0.00018169885402057287,0.00018169885402057287,0.0005134886453410529,0.00018169885402057287,9.084942701028643e-05,9.084942701028643e-05,0.00018169885402057287,0.0003531590923808263,0.0003531590923808263
Output size [TB],0.0,0.0,0.0,0.0,0.0014840119239522278,0.0742005961976114,0.22260178859283417,0.463156997341053,0.0,0.0,0.0,0.0,0.0014840119239522278,0.0742005961976114,0.22260178859283417,0.463156997341053,0.0,0.0,0.0,0.0,0.0014840119239522278,0.0742005961976114,0.22260178859283417,0.463156997341053,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.0010403225607535096,0.0010403225607535096,0.037154377169768195,4.8698985243958575,0.5557883968092635
Buffer Read Rate [TeraBytes/s],0.0003276584876891561,3.29552078118816e-05,6.707347904157148e-05,0.00016477603905940802,3.662998609477376e-05,7.325997218954752e-05,0.0002766836425979839,0.0009552804398266147,0.0003276584876891561,3.29552078118816e-05,6.707347904157148e-05,0.00010986224237661189,3.662998609477376e-05,7.325997218954752e-05,0.0002766836425979839,0.0009552804398266147,0.0003276584876891561,3.29552078118816e-05,6.707347904157148e-05,0.00010986224237661189,3.662998609477376e-05,7.325997218954752e-05,0.0002766836425979839,0.0009552804398266147,0.0001642535980869676,1.0123283659416088e-05,2.055060577056961e-05,0.0008758966666666667,0.0001642535980869676,1.0123283659416088e-05,2.055060577056961e-05,0.0003221225472,0.00016388891246579376,2.3146090417552746e-05,4.70919055812791e-05,0.00011573045208776373,2.5727067622746618e-05,2.5727067622746618e-05,5.1454135245493236e-05,0.0038225134587462216,0.0009556283646865554
Facet visibility rate [TeraBytes/s],0.0,1.7067088986346909e-06,2.0463122263035034e-05,6.534605518345701e-05,1.1586238096770353e-05,2.3172476193540706e-05,6.429000158700992e-05,(undefined),0.0,1.7067088986346909e-06,2.0463122263035034e-05,4.357090763564778e-05,1.1586238096770353e-05,2.3172476193540706e-05,6.429000158700992e-05,(undefined),0.0,1.7067088986346909e-06,2.0463122263035034e-05,4.357090763564778e-05,1.1586238096770353e-05,2.3172476193540706e-05,6.429000158700992e-05,(undefined),0.0,5.229164307802996e-07,6.2696815762869396e-06,(undefined),0.0,5.229164307802996e-07,6.2696815762869396e-06,(undefined),0.0,1.597235490609508e-06,1.4367039996060862e-05,6.355043120237876e-05,8.134629538581708e-06,8.134629538581708e-06,1.6269259077163415e-05,0.0011802968868047177,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.00023550360654392904,0.00242287661053425,0.0014718975408995567,0.0006169361739786284,0.0030846808698931417,0.009254042609679424,(undefined),0.0,0.00023550360654392904,0.00242287661053425,0.0006541766848442472,0.0006169361739786284,0.0030846808698931417,0.009254042609679424,(undefined),0.0,0.00023550360654392904,0.00242287661053425,0.0006541766848442472,0.0006169361739786284,0.0030846808698931417,0.009254042609679424,(undefined),0.0,0.00011897656524466528,0.0012240387370850334,(undefined),0.0,0.00011897656524466528,0.0012240387370850334,(undefined),0.0,0.0001179234436212725,0.0012132041524822266,0.0007370215226329533,0.0003089177240116782,6.178354480233565e-05,0.001544588620058391,0.20245231960829346,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.0005007008792924204,0.00018172920892615908,0.0002382033354497426,0.002354314259245118,0.0003504995447088634,0.005564105886523947,0.0167516694788551,9.041331329442312e-05,0.0005007008792924204,0.00018172920892615908,0.0002382033354497426,0.0012345790947086578,0.0003504995447088634,0.005564105886523947,0.0167516694788551,9.041331329442312e-05,0.0005007008792924204,0.00018172920892615908,0.0002382033354497426,0.0012345790947086578,0.0003504995447088634,0.005564105886523947,0.0167516694788551,9.041331329442312e-05,0.0002509985115051974,5.113392355044123e-05,7.926693772443468e-05,0.00050088,0.0002509985115051974,5.113392355044123e-05,7.926693772443468e-05,2.755e-07,0.0002504415652917481,0.00011501145571173769,0.00016088232183375783,0.0015142240183202101,0.00023015153135240554,0.00019769914223891175,0.0024120490110276973,0.29931924347230904,9.044624293272962e-05
-> DFT [PetaFLOP/s],,4.827610656771209e-05,0.00019651197107066452,0.0004344849591094088,0.00019675073659752054,0.00019675073659752054,0.0007430757732857211,,,4.827610656771209e-05,0.00019651197107066452,0.00028968709382230285,0.00019675073659752054,0.00019675073659752054,0.0007430757732857211,,,4.827610656771209e-05,0.00019651197107066452,0.00028968709382230285,0.00019675073659752054,0.00019675073659752054,0.0007430757732857211,,,1.482960518855991e-05,6.020919302796001e-05,,,1.482960518855991e-05,6.020919302796001e-05,,,3.390672375674747e-05,0.0001379699296873384,0.0003051605138107272,0.00013818786313958832,0.00013818786313958832,0.00013818786313958832,0.010265938085758104,
-> Subtract Visibility [PetaFLOP/s],,2.7462673176568003e-09,5.589456586797623e-09,2.4716405858911202e-08,5.596247875590436e-09,1.1192495751180872e-08,4.227111206358087e-08,,,2.7462673176568003e-09,5.589456586797623e-09,1.6479336356491785e-08,5.596247875590436e-09,1.1192495751180872e-08,4.227111206358087e-08,,,2.7462673176568003e-09,5.589456586797623e-09,1.6479336356491785e-08,5.596247875590436e-09,1.1192495751180872e-08,4.227111206358087e-08,,,8.436069716180074e-10,1.7125504808808009e-09,,,8.436069716180074e-10,1.7125504808808009e-09,,,1.9288408681293952e-09,3.924325465106591e-09,1.735956781316456e-08,3.930524220141844e-09,3.930524220141844e-09,7.861048440283688e-09,5.83995111752895e-07,
-> Flag [PetaFLOP/s],8.41564848715913e-06,3.8310429081312366e-07,7.797291938582685e-07,3.447938617318113e-06,7.806765786448657e-07,1.5613531572897314e-06,5.8968201328695325e-06,2.0359414373804725e-05,8.41564848715913e-06,3.8310429081312366e-07,7.797291938582685e-07,2.2988674217306036e-06,7.806765786448657e-07,1.5613531572897314e-06,5.8968201328695325e-06,2.0359414373804725e-05,8.41564848715913e-06,3.8310429081312366e-07,7.797291938582685e-07,2.2988674217306036e-06,7.806765786448657e-07,1.5613531572897314e-06,5.8968201328695325e-06,2.0359414373804725e-05,4.218723445865371e-06,1.1768317254071204e-07,2.389007920828717e-07,,4.218723445865371e-06,1.1768317254071204e-07,2.389007920828717e-07,,4.209356784809938e-06,2.690733011040507e-07,5.474434023823696e-07,2.4216597099364562e-06,5.483081287097874e-07,5.483081287097874e-07,1.0966162574195748e-06,8.146731808952884e-05,2.036682952238221e-05
-> Degrid [PetaFLOP/s],,8.007252583334935e-06,1.1066482195890856e-06,5.312469765207677e-05,1.9153335740313895e-05,9.904073248891589e-06,2.6530713406797916e-05,,,8.007252583334935e-06,1.1066482195890856e-06,2.2002483354722733e-05,1.9153335740313895e-05,9.904073248891589e-06,2.6530713406797916e-05,,,8.007252583334935e-06,1.1066482195890856e-06,2.2002483354722733e-05,1.9153335740313895e-05,9.904073248891589e-06,2.6530713406797916e-05,,,2.412779405279092e-06,3.3868174201067376e-07,,,2.412779405279092e-06,3.3868174201067376e-07,,,4.573205620429209e-06,7.768275459958806e-07,4.353596679317226e-05,1.2409528558382683e-05,2.478386973997779e-06,6.202777019885212e-06,0.0005384077559052462,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2871571833819926e-08,,,
-> Visibility Weighting [PetaFLOP/s],,3.640978983754007e-08,2.7284163017380044e-08,8.712807357794269e-08,1.544831746236047e-08,3.089663492472094e-08,8.57200021160132e-08,,,3.640978983754007e-08,2.7284163017380044e-08,5.8094543514197037e-08,1.544831746236047e-08,3.089663492472094e-08,8.57200021160132e-08,,,3.640978983754007e-08,2.7284163017380044e-08,5.8094543514197037e-08,1.544831746236047e-08,3.089663492472094e-08,8.57200021160132e-08,,,1.1155550523313056e-08,8.359575435049253e-09,,,1.1155550523313056e-08,8.359575435049253e-09,,,1.916682588731409e-08,1.9156053328081152e-08,8.473390826983835e-08,1.0846172718108941e-08,1.0846172718108941e-08,2.1692345436217882e-08,1.5737291824062902e-06,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.0004919215126376049,,,,,,,,0.0004919215126376049,,,,,,,,0.0004919215126376049,,,,,,,,0.0002465974579199589,,,,0.0002465974579199589,,,,0.00024605028318779975,,,,,,,,
-> FFT [PetaFLOP/s],,6.4646858301215295e-06,1.5788463220950887e-05,0.00013422122356184833,2.0415520319567014e-05,6.801075413801509e-05,0.00021404370465009578,,,6.4646858301215295e-06,1.5788463220950887e-05,4.087210094641719e-05,2.0415520319567014e-05,6.801075413801509e-05,0.00021404370465009578,,,6.4646858301215295e-06,1.5788463220950887e-05,4.087210094641719e-05,2.0415520319567014e-05,6.801075413801509e-05,0.00021404370465009578,,,1.0045895851894274e-06,7.981947785380368e-06,,,1.0045895851894274e-06,7.981947785380368e-06,,,4.541070324554908e-06,7.906470357068307e-06,7.213749903644893e-05,1.105612649076443e-05,2.2183810354857744e-06,3.669010352323092e-05,0.0037532801191405398,
-> Grid [PetaFLOP/s],,8.007252583334935e-06,1.1066482195890856e-06,5.312469765207677e-05,1.9153335740313895e-05,9.904073248891589e-06,2.6530713406797916e-05,,,8.007252583334935e-06,1.1066482195890856e-06,2.2002483354722733e-05,1.9153335740313895e-05,9.904073248891589e-06,2.6530713406797916e-05,,,8.007252583334935e-06,1.1066482195890856e-06,2.2002483354722733e-05,1.9153335740313895e-05,9.904073248891589e-06,2.6530713406797916e-05,,,2.412779405279092e-06,3.3868174201067376e-07,,,2.412779405279092e-06,3.3868174201067376e-07,,,4.573205620429209e-06,7.768275459958806e-07,4.353596679317226e-05,1.2409528558382683e-05,2.478386973997779e-06,6.202777019885212e-06,0.0005384077559052462,
-> Gridding Kernel Update [PetaFLOP/s],,3.3388823280271836e-05,3.208901947059972e-06,0.0002553101150509672,1.6317505325004578e-05,4.4584428314576886e-05,0.00011674806026218472,,,3.3388823280271836e-05,3.208901947059972e-06,9.80901992318551e-05,1.6317505325004578e-05,4.4584428314576886e-05,0.00011674806026218472,,,3.3388823280271836e-05,3.208901947059972e-06,9.80901992318551e-05,1.6317505325004578e-05,4.4584428314576886e-05,0.00011674806026218472,,,1.0026157392191055e-05,9.810033329940493e-07,,,1.0026157392191055e-05,9.810033329940493e-07,,,1.9270624005155914e-05,2.252176751651347e-06,0.00020035446176507426,1.0384105303028673e-05,1.036606730975303e-05,2.7254754144238414e-05,0.0012280460097532945,
-> Correct [PetaFLOP/s],,1.3182083124752643e-06,6.707347904157149e-07,1.1863874812277378e-05,2.6861989802834087e-06,5.372397960566817e-06,2.029013379051882e-05,7.00538989206184e-05,,1.3182083124752643e-06,6.707347904157149e-07,7.910081451116057e-06,2.6861989802834087e-06,5.372397960566817e-06,2.029013379051882e-05,7.00538989206184e-05,,1.3182083124752643e-06,6.707347904157149e-07,7.910081451116057e-06,2.6861989802834087e-06,5.372397960566817e-06,2.029013379051882e-05,7.00538989206184e-05,,4.049313463766436e-07,2.055060577056961e-07,,,4.049313463766436e-07,2.055060577056961e-07,,,9.258436167021098e-07,4.70919055812791e-07,8.332592550318988e-06,1.8866516256680854e-06,1.8866516256680854e-06,3.773303251336171e-06,0.0002803176536413896,7.00794134103474e-05
