,hpso01 (Ingest) [Nf_max=8192] [Na=64],hpso01 (RCAL) [Nf_max=8192] [Na=64],hpso01 (FastImg) [Nf_max=8192] [Na=64],hpso01 (ICAL) [Nf_max=8192] [Na=64],hpso01 (DPrepA) [Nf_max=8192] [Na=64],hpso01 (DPrepB) [Nf_max=8192] [Na=64],hpso01 (DPrepC) [Nf_max=8192] [Na=64],hpso01 (DPrepD) [Nf_max=8192] [Na=64],hpso02a (Ingest) [Nf_max=8192] [Na=64],hpso02a (RCAL) [Nf_max=8192] [Na=64],hpso02a (FastImg) [Nf_max=8192] [Na=64],hpso02a (ICAL) [Nf_max=8192] [Na=64],hpso02a (DPrepA) [Nf_max=8192] [Na=64],hpso02a (DPrepB) [Nf_max=8192] [Na=64],hpso02a (DPrepC) [Nf_max=8192] [Na=64],hpso02a (DPrepD) [Nf_max=8192] [Na=64],hpso02b (Ingest) [Nf_max=8192] [Na=64],hpso02b (RCAL) [Nf_max=8192] [Na=64],hpso02b (FastImg) [Nf_max=8192] [Na=64],hpso02b (ICAL) [Nf_max=8192] [Na=64],hpso02b (DPrepA) [Nf_max=8192] [Na=64],hpso02b (DPrepB) [Nf_max=8192] [Na=64],hpso02b (DPrepC) [Nf_max=8192] [Na=64],hpso02b (DPrepD) [Nf_max=8192] [Na=64],hpso04a (Ingest) [Nf_max=8192] [Na=64],hpso04a (RCAL) [Nf_max=8192] [Na=64],hpso04a (FastImg) [Nf_max=8192] [Na=64],hpso04a (PSS) [Nf_max=8192] [Na=64],hpso05a (Ingest) [Nf_max=8192] [Na=64],hpso05a (RCAL) [Nf_max=8192] [Na=64],hpso05a (FastImg) [Nf_max=8192] [Na=64],hpso05a (PST) [Nf_max=8192] [Na=64],max_low (Ingest) [Nf_max=8192] [Na=64],max_low (RCAL) [Nf_max=8192] [Na=64],max_low (FastImg) [Nf_max=8192] [Na=64],max_low (ICAL) [Nf_max=8192] [Na=64],max_low (DPrepA) [Nf_max=8192] [Na=64],max_low (DPrepA_Image) [Nf_max=8192] [Na=64],max_low (DPrepB) [Nf_max=8192] [Na=64],max_low (DPrepC) [Nf_max=8192] [Na=64],max_low (DPrepD) [Nf_max=8192] [Na=64]
Frequencies predict ifft,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,200.0,200,200.0,200.0,200.0,8192.0
Frequencies predict kernels0,(undefined),192.3867842059064,364.52288461678205,193.87121309920514,192.64130052215603,199.05237204583554,625.6905261468467,(undefined),(undefined),192.3867842059064,364.52288461678205,196.07115992175898,192.64130052215603,199.05237204583554,625.6905261468467,(undefined),(undefined),192.3867842059064,364.52288461678205,196.07115992175898,192.64130052215603,199.05237204583554,625.6905261468467,(undefined),(undefined),115.6899113398451,222.75933872570835,(undefined),(undefined),115.6899113398451,222.75933872570835,(undefined),(undefined),269.259518007746,511.6591552951528,271.08861703840586,269.57301555724183,269.57301555724183,277.48520338519785,841.0439984309672,(undefined)
Frequencies predict kernels1,,200.4605351511323,365.0584953999703,204.4791140771325,201.15295772586504,218.15734719428568,827.7186700377788,,,200.4605351511323,365.0584953999703,210.3501053290118,201.15295772586504,218.15734719428568,827.7186700377788,,,200.4605351511323,365.0584953999703,210.3501053290118,201.15295772586504,218.15734719428568,827.7186700377788,,,117.28888708187841,222.83688638800666,,,117.28888708187841,222.83688638800666,,,279.2269356912251,512.317136997464,284.2047257022032,280.08387328371566,280.08387328371566,301.22257589075963,1237.7927625562772,
Frequencies predict kernels2,,221.79005112820772,369.3268941633874,228.6604302698459,223.5641243989481,265.056189563791,827.7186700377788,,,221.79005112820772,369.3268941633874,234.38188913035688,223.5641243989481,265.056189563791,827.7186700377788,,,221.79005112820772,369.3268941633874,234.38188913035688,223.5641243989481,265.056189563791,827.7186700377788,,,121.7097560834995,223.45734073105942,,,121.7097560834995,223.45734073105942,,,303.77964390829305,517.5643890331957,309.2777409115847,304.8615171034929,305.0725578745798,360.2545022701573,1973.620379632879,
Frequencies predict kernels3,,227.2613164561689,402.0118333134956,228.6604302698459,228.38760577618143,286.36479909468125,827.7186700377788,,,227.2613164561689,402.0118333134956,234.38188913035688,228.38760577618143,286.36479909468125,827.7186700377788,,,227.2613164561689,402.0118333134956,234.38188913035688,228.38760577618143,286.36479909468125,827.7186700377788,,,133.46572489358715,228.37652250683485,,,133.46572489358715,228.37652250683485,,,303.77964390829305,557.966411514353,309.2777409115847,304.8615171034929,305.0725578745798,376.5333487177045,2891.7024635267676,
Frequencies predict kernels4,,227.2613164561689,604.4805312674933,228.6604302698459,228.38760577618143,286.36479909468125,827.7186700377788,,,227.2613164561689,604.4805312674933,234.38188913035688,228.38760577618143,286.36479909468125,827.7186700377788,,,227.2613164561689,604.4805312674933,234.38188913035688,228.38760577618143,286.36479909468125,827.7186700377788,,,143.32767921693645,264.6765079400763,,,143.32767921693645,264.6765079400763,,,303.77964390829305,813.8877116448836,309.2777409115847,304.8615171034929,305.0725578745798,376.5333487177045,2891.7024635267676,
Frequencies predict de-grid0,8192.0,180.42193493103704,1186.6956875807953,198.39498288443403,183.75027833146083,500.0,1500.0,8192.0,8192.0,180.42193493103704,1186.6956875807953,220.3620236804831,183.75027833146083,500.0,1500.0,8192.0,8192.0,180.42193493103704,1186.6956875807953,220.3620236804831,183.75027833146083,500.0,1500.0,8192.0,8192.0,121.57125287166222,727.1815092638062,(undefined),8192.0,121.57125287166222,727.1815092638062,(undefined),8192.0,253.34608837042035,1666.3443177517802,278.5836390858683,258.01971053861473,258.01971053861473,500.0,8192.0,8192.0
Frequencies predict de-grid1,8192.0,360.1520532979532,2372.6984303939844,396.0980287317132,366.8087160120356,500.0,2372.6984303939844,8192.0,8192.0,360.1520532979532,2372.6984303939844,440.0319897527685,366.8087160120356,500.0,2372.6984303939844,8192.0,8192.0,360.1520532979532,2372.6984303939844,440.0319897527685,366.8087160120356,500.0,2372.6984303939844,8192.0,8192.0,242.71959454507825,1453.9394929925988,,8192.0,242.71959454507825,1453.9394929925988,,8192.0,505.72108874567516,3331.7159644487933,556.1960211322845,515.0682992841859,515.0682992841859,686.4337711722908,8192.0,8192.0
Frequencies predict de-grid2,8192.0,719.611626215311,4744.703814848597,791.5035165883376,732.92493954654,977.0023310935779,4744.703814848597,8192.0,8192.0,719.611626215311,4744.703814848597,879.3713781111805,732.92493954654,977.0023310935779,4744.703814848597,8192.0,8192.0,719.611626215311,4744.703814848597,879.3713781111805,732.92493954654,977.0023310935779,4744.703814848597,8192.0,8192.0,485.0159097761033,2907.4553987723175,,8192.0,485.0159097761033,2907.4553987723175,,8192.0,1010.4701580488418,6662.459115881312,1111.4199379380743,1029.1645621519401,1029.1645621519401,1371.8952766430345,8192.0,8192.0
Frequencies predict de-grid3,8192.0,1438.530439024606,8192.0,1582.3141894581538,1465.1570596251374,1953.3117608590187,8192.0,8192.0,8192.0,1438.530439024606,8192.0,1758.04988218571,1465.1570596251374,1953.3117608590187,8192.0,8192.0,8192.0,1438.530439024606,8192.0,1758.04988218571,1465.1570596251374,1953.3117608590187,8192.0,8192.0,8192.0,969.6083556181683,5814.487179478897,,8192.0,969.6083556181683,5814.487179478897,,8192.0,2019.967829364343,8192.0,2221.867346610081,2057.3566290643917,2057.3566290643917,2742.8179431826493,8192.0,8192.0
Frequencies predict de-grid4,8192.0,2876.367897849623,8192.0,3163.935383545188,2929.621136016344,3905.930497514414,8192.0,8192.0,8192.0,2876.367897849623,8192.0,3515.4067538246277,2929.621136016344,3905.930497514414,8192.0,8192.0,8192.0,2876.367897849623,8192.0,3515.4067538246277,2929.621136016344,3905.930497514414,8192.0,8192.0,8192.0,1938.7931548514175,8192.0,,8192.0,1938.7931548514175,8192.0,,8192.0,4038.962937957228,8192.0,4442.761951158458,4113.740533099671,4113.740533099671,5484.663103847904,8192.0,8192.0
Frequencies total0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,(undefined),8192.0,8192.0,8192.0,(undefined),8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies total1,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies total2,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies total3,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies total4,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies backward kernels0,(undefined),192.3867842059064,364.52288461678205,193.87121309920514,192.64130052215603,199.05237204583554,625.6905261468467,(undefined),(undefined),192.3867842059064,364.52288461678205,196.07115992175898,192.64130052215603,199.05237204583554,625.6905261468467,(undefined),(undefined),192.3867842059064,364.52288461678205,196.07115992175898,192.64130052215603,199.05237204583554,625.6905261468467,(undefined),(undefined),115.6899113398451,222.75933872570835,(undefined),(undefined),115.6899113398451,222.75933872570835,(undefined),(undefined),269.259518007746,511.6591552951528,271.08861703840586,269.57301555724183,269.57301555724183,277.48520338519785,841.0439984309672,(undefined)
Frequencies backward kernels1,,200.4605351511323,365.0584953999703,204.4791140771325,201.15295772586504,218.15734719428568,827.7186700377788,,,200.4605351511323,365.0584953999703,210.3501053290118,201.15295772586504,218.15734719428568,827.7186700377788,,,200.4605351511323,365.0584953999703,210.3501053290118,201.15295772586504,218.15734719428568,827.7186700377788,,,117.28888708187841,222.83688638800666,,,117.28888708187841,222.83688638800666,,,279.2269356912251,512.317136997464,284.2047257022032,280.08387328371566,280.08387328371566,301.22257589075963,1237.7927625562772,
Frequencies backward kernels2,,221.79005112820772,369.3268941633874,228.6604302698459,223.5641243989481,265.056189563791,827.7186700377788,,,221.79005112820772,369.3268941633874,234.38188913035688,223.5641243989481,265.056189563791,827.7186700377788,,,221.79005112820772,369.3268941633874,234.38188913035688,223.5641243989481,265.056189563791,827.7186700377788,,,121.7097560834995,223.45734073105942,,,121.7097560834995,223.45734073105942,,,303.77964390829305,517.5643890331957,309.2777409115847,304.8615171034929,305.0725578745798,360.2545022701573,1973.620379632879,
Frequencies backward kernels3,,227.2613164561689,402.0118333134956,228.6604302698459,228.38760577618143,286.36479909468125,827.7186700377788,,,227.2613164561689,402.0118333134956,234.38188913035688,228.38760577618143,286.36479909468125,827.7186700377788,,,227.2613164561689,402.0118333134956,234.38188913035688,228.38760577618143,286.36479909468125,827.7186700377788,,,133.46572489358715,228.37652250683485,,,133.46572489358715,228.37652250683485,,,303.77964390829305,557.966411514353,309.2777409115847,304.8615171034929,305.0725578745798,376.5333487177045,2891.7024635267676,
Frequencies backward kernels4,,227.2613164561689,604.4805312674933,228.6604302698459,228.38760577618143,286.36479909468125,827.7186700377788,,,227.2613164561689,604.4805312674933,234.38188913035688,228.38760577618143,286.36479909468125,827.7186700377788,,,227.2613164561689,604.4805312674933,234.38188913035688,228.38760577618143,286.36479909468125,827.7186700377788,,,143.32767921693645,264.6765079400763,,,143.32767921693645,264.6765079400763,,,303.77964390829305,813.8877116448836,309.2777409115847,304.8615171034929,305.0725578745798,376.5333487177045,2891.7024635267676,
Frequencies backward grid0,8192.0,180.42193493103704,1186.6956875807953,198.39498288443403,183.75027833146083,500.0,1500.0,8192.0,8192.0,180.42193493103704,1186.6956875807953,220.3620236804831,183.75027833146083,500.0,1500.0,8192.0,8192.0,180.42193493103704,1186.6956875807953,220.3620236804831,183.75027833146083,500.0,1500.0,8192.0,8192.0,121.57125287166222,727.1815092638062,(undefined),8192.0,121.57125287166222,727.1815092638062,(undefined),8192.0,253.34608837042035,1666.3443177517802,278.5836390858683,258.01971053861473,258.01971053861473,500.0,8192.0,8192.0
Frequencies backward grid1,8192.0,360.1520532979532,2372.6984303939844,396.0980287317132,366.8087160120356,500.0,2372.6984303939844,8192.0,8192.0,360.1520532979532,2372.6984303939844,440.0319897527685,366.8087160120356,500.0,2372.6984303939844,8192.0,8192.0,360.1520532979532,2372.6984303939844,440.0319897527685,366.8087160120356,500.0,2372.6984303939844,8192.0,8192.0,242.71959454507825,1453.9394929925988,,8192.0,242.71959454507825,1453.9394929925988,,8192.0,505.72108874567516,3331.7159644487933,556.1960211322845,515.0682992841859,515.0682992841859,686.4337711722908,8192.0,8192.0
Frequencies backward grid2,8192.0,719.611626215311,4744.703814848597,791.5035165883376,732.92493954654,977.0023310935779,4744.703814848597,8192.0,8192.0,719.611626215311,4744.703814848597,879.3713781111805,732.92493954654,977.0023310935779,4744.703814848597,8192.0,8192.0,719.611626215311,4744.703814848597,879.3713781111805,732.92493954654,977.0023310935779,4744.703814848597,8192.0,8192.0,485.0159097761033,2907.4553987723175,,8192.0,485.0159097761033,2907.4553987723175,,8192.0,1010.4701580488418,6662.459115881312,1111.4199379380743,1029.1645621519401,1029.1645621519401,1371.8952766430345,8192.0,8192.0
Frequencies backward grid3,8192.0,1438.530439024606,8192.0,1582.3141894581538,1465.1570596251374,1953.3117608590187,8192.0,8192.0,8192.0,1438.530439024606,8192.0,1758.04988218571,1465.1570596251374,1953.3117608590187,8192.0,8192.0,8192.0,1438.530439024606,8192.0,1758.04988218571,1465.1570596251374,1953.3117608590187,8192.0,8192.0,8192.0,969.6083556181683,5814.487179478897,,8192.0,969.6083556181683,5814.487179478897,,8192.0,2019.967829364343,8192.0,2221.867346610081,2057.3566290643917,2057.3566290643917,2742.8179431826493,8192.0,8192.0
Frequencies backward grid4,8192.0,2876.367897849623,8192.0,3163.935383545188,2929.621136016344,3905.930497514414,8192.0,8192.0,8192.0,2876.367897849623,8192.0,3515.4067538246277,2929.621136016344,3905.930497514414,8192.0,8192.0,8192.0,2876.367897849623,8192.0,3515.4067538246277,2929.621136016344,3905.930497514414,8192.0,8192.0,8192.0,1938.7931548514175,8192.0,,8192.0,1938.7931548514175,8192.0,,8192.0,4038.962937957228,8192.0,4442.761951158458,4113.740533099671,4113.740533099671,5484.663103847904,8192.0,8192.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,(undefined),18.932622222222225,18.932622222222225,18.932622222222225,(undefined),18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225,18.932622222222225
Averaged rate0 [M/s],8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,(undefined),8.496207708291072,8.496207708291072,8.496207708291072,(undefined),8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072,8.496207708291072
Averaged rate1 [M/s],2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,,2.3979420947578878,2.3979420947578878,2.3979420947578878,,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878,2.3979420947578878
Averaged rate2 [M/s],2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,,2.7128035388948484,2.7128035388948484,2.7128035388948484,,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484,2.7128035388948484
Averaged rate3 [M/s],3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,,3.410858653253632,3.410858653253632,3.410858653253632,,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632,3.410858653253632
Averaged rate4 [M/s],1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,,1.3322680048025597,1.3322680048025597,1.3322680048025597,,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597,1.3322680048025597
Predict rate0 [M/s],(undefined),0.016840966929629886,1.1076869803952336,0.018518609430933877,0.017151641577689804,0.046671062850719994,0.14001318855216,(undefined),(undefined),0.016840966929629886,1.1076869803952336,0.020569059714207354,0.017151641577689804,0.046671062850719994,0.14001318855216,(undefined),(undefined),0.016840966929629886,1.1076869803952336,0.020569059714207354,0.017151641577689804,0.046671062850719994,0.14001318855216,(undefined),(undefined),0.011347719167228243,0.6787666784546506,(undefined),(undefined),0.011347719167228243,0.6787666784546506,(undefined),(undefined),0.0236478624266399,1.5554012076946693,0.02600358905791771,0.024084108254544538,0.024084108254544538,0.046671062850719994,0.7646586937461964,(undefined)
Predict rate1 [M/s],,0.009488054104064742,0.6250774047811198,0.010435035682028259,0.009663421078667194,0.013172289338879999,0.08681630621959997,,,0.009488054104064742,0.6250774047811198,0.011592457374773091,0.009663421078667194,0.013172289338879999,0.08681630621959997,,,0.009488054104064742,0.6250774047811198,0.011592457374773091,0.009663421078667194,0.013172289338879999,0.08681630621959997,,,0.006394345455126821,0.38303423365846007,,,0.006394345455126821,0.38303423365846007,,,0.013323009011462886,0.8777265335737028,0.014652749838976532,0.013569257334912268,0.013569257334912268,0.018083808491719918,0.29974276184473597,
Predict rate2 [M/s],,0.021447124873096867,1.414099654533233,0.023589772787642863,0.02184391153285561,0.02911833304649972,0.39280545959256474,,,0.021447124873096867,1.414099654533233,0.026208564549420964,0.02184391153285561,0.02911833304649972,0.39280545959256474,,,0.021447124873096867,1.414099654533233,0.026208564549420964,0.02184391153285561,0.02911833304649972,0.39280545959256474,,,0.014455292832212228,0.8665307330897983,,,0.014455292832212228,0.8665307330897983,,,0.030115799787991712,1.9856626465545115,0.03312448177188758,0.030672963130857604,0.030672963130857604,0.04088762360013813,0.6782008847237121,
Predict rate3 [M/s],,0.0539057812051299,3.069772787928269,0.059293762704485053,0.05490355556247855,0.08132898342319424,1.705429326626816,,,0.0539057812051299,3.069772787928269,0.06654451852699592,0.05490355556247855,0.08132898342319424,1.705429326626816,,,0.0539057812051299,3.069772787928269,0.06654451852699592,0.05490355556247855,0.08132898342319424,1.705429326626816,,,0.03633395196563145,2.178851870034437,,,0.03633395196563145,2.178851870034437,,,0.07569387542813956,3.069772787928269,0.0832596181519777,0.07709493890338992,0.07709493890338992,0.11420122455815267,1.705429326626816,
Predict rate4 [M/s],,0.06682639718795777,1.3322680048025597,0.08575866456624286,0.06806362489027454,0.12704458571340327,1.3322680048025597,,,0.06682639718795777,1.3322680048025597,0.11434238139617627,0.06806362489027454,0.12704458571340327,1.3322680048025597,,,0.06682639718795777,1.3322680048025597,0.11434238139617627,0.06806362489027454,0.12704458571340327,1.3322680048025597,,,0.052551108564020954,1.3322680048025597,,,0.052551108564020954,1.3322680048025597,,,0.09383686340024694,1.3322680048025597,0.12042133790044364,0.09557416455615439,0.09557416455615439,0.17839455982367336,1.3322680048025597,
Backward rate0 [M/s],(undefined),0.016840966929629886,1.1076869803952336,0.018518609430933877,0.017151641577689804,0.046671062850719994,0.14001318855216,(undefined),(undefined),0.016840966929629886,1.1076869803952336,0.020569059714207354,0.017151641577689804,0.046671062850719994,0.14001318855216,(undefined),(undefined),0.016840966929629886,1.1076869803952336,0.020569059714207354,0.017151641577689804,0.046671062850719994,0.14001318855216,(undefined),(undefined),0.011347719167228243,0.6787666784546506,(undefined),(undefined),0.011347719167228243,0.6787666784546506,(undefined),(undefined),0.0236478624266399,1.5554012076946693,0.02600358905791771,0.024084108254544538,0.024084108254544538,0.046671062850719994,0.7646586937461964,(undefined)
Backward rate1 [M/s],,0.009488054104064742,0.6250774047811198,0.010435035682028259,0.009663421078667194,0.013172289338879999,0.08681630621959997,,,0.009488054104064742,0.6250774047811198,0.011592457374773091,0.009663421078667194,0.013172289338879999,0.08681630621959997,,,0.009488054104064742,0.6250774047811198,0.011592457374773091,0.009663421078667194,0.013172289338879999,0.08681630621959997,,,0.006394345455126821,0.38303423365846007,,,0.006394345455126821,0.38303423365846007,,,0.013323009011462886,0.8777265335737028,0.014652749838976532,0.013569257334912268,0.013569257334912268,0.018083808491719918,0.29974276184473597,
Backward rate2 [M/s],,0.021447124873096867,1.414099654533233,0.023589772787642863,0.02184391153285561,0.02911833304649972,0.39280545959256474,,,0.021447124873096867,1.414099654533233,0.026208564549420964,0.02184391153285561,0.02911833304649972,0.39280545959256474,,,0.021447124873096867,1.414099654533233,0.026208564549420964,0.02184391153285561,0.02911833304649972,0.39280545959256474,,,0.014455292832212228,0.8665307330897983,,,0.014455292832212228,0.8665307330897983,,,0.030115799787991712,1.9856626465545115,0.03312448177188758,0.030672963130857604,0.030672963130857604,0.04088762360013813,0.6782008847237121,
Backward rate3 [M/s],,0.0539057812051299,3.069772787928269,0.059293762704485053,0.05490355556247855,0.08132898342319424,1.705429326626816,,,0.0539057812051299,3.069772787928269,0.06654451852699592,0.05490355556247855,0.08132898342319424,1.705429326626816,,,0.0539057812051299,3.069772787928269,0.06654451852699592,0.05490355556247855,0.08132898342319424,1.705429326626816,,,0.03633395196563145,2.178851870034437,,,0.03633395196563145,2.178851870034437,,,0.07569387542813956,3.069772787928269,0.0832596181519777,0.07709493890338992,0.07709493890338992,0.11420122455815267,1.705429326626816,
Backward rate4 [M/s],,0.06682639718795777,1.3322680048025597,0.08575866456624286,0.06806362489027454,0.12704458571340327,1.3322680048025597,,,0.06682639718795777,1.3322680048025597,0.11434238139617627,0.06806362489027454,0.12704458571340327,1.3322680048025597,,,0.06682639718795777,1.3322680048025597,0.11434238139617627,0.06806362489027454,0.12704458571340327,1.3322680048025597,,,0.052551108564020954,1.3322680048025597,,,0.052551108564020954,1.3322680048025597,,,0.09383686340024694,1.3322680048025597,0.12042133790044364,0.09557416455615439,0.09557416455615439,0.17839455982367336,1.3322680048025597,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
