,hpso01 (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0]
Frequencies predict kernels1,,228.49946905631595,365.0584953999703,228.49946905629932,194.48350847790317,201.01023571498357,389.2257056706339,,,228.49946905631595,365.0584953999703,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,,,228.49946905631595,365.0584953999703,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,,,132.88286658704135,222.83688638800666,,,132.88286658704135,222.83688638800666,,,311.38633879667384,512.317136997464,311.38633879631107,270.9216179026776,271.4392963107915,278.14587339960946,690.3478628177198,
Frequencies predict kernels2,,228.49946905631595,369.3268941633874,228.49946905629932,194.48350847790317,201.01023571498357,389.2257056706339,,,228.49946905631595,369.3268941633874,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,,,228.49946905631595,369.3268941633874,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,,,132.88286658704135,223.45734073105942,,,132.88286658704135,223.45734073105942,,,311.38633879667384,517.5643890331957,311.38633879631107,270.9216179026776,271.4392963107915,278.14587339960946,690.3478628177198,
Frequencies predict kernels3,,228.49946905631595,392.29003932909177,228.49946905629932,194.48350847790317,201.01023571498357,389.2257056706339,,,228.49946905631595,392.29003932909177,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,,,228.49946905631595,392.29003932909177,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,,,132.88286658704135,228.37652039260337,,,132.88286658704135,228.37652039260337,,,311.38633879667384,545.4514905838623,311.38633879631107,270.9216179026776,271.4392963107915,278.14587339960946,690.3478628177198,
Frequencies predict de-grid0,8192.0,1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,1009.991056768289,727.1815092638062,(undefined),8192.0,1009.991056768289,727.1815092638062,(undefined),8192.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,8192.0,8192.0
Frequencies predict de-grid1,8192.0,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,2019.558553451659,1453.9394929925988,,8192.0,2019.558553451659,1453.9394929925988,,8192.0,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,8192.0,8192.0
Frequencies predict de-grid2,8192.0,6590.78122076136,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,4038.693502406632,2907.4553987723175,,8192.0,4038.693502406632,2907.4553987723175,,8192.0,8192.0,6662.459115881312,8192.0,3428.279241973887,3428.279241973887,3428.279241973887,8192.0,8192.0
Frequencies predict de-grid3,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093995,5814.487179478897,,8192.0,8076.963378093995,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,(undefined),8192.0,8076.963378093996,5814.487179478897,(undefined),8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total1,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total2,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total3,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies backward kernels0,(undefined),228.49946905631595,364.52288461678205,228.49946905629932,194.48350847790317,201.01023571498357,389.2257056706339,(undefined),(undefined),228.49946905631595,364.52288461678205,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,(undefined),(undefined),228.49946905631595,364.52288461678205,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,(undefined),(undefined),132.88286658704135,222.75933872570835,(undefined),(undefined),132.88286658704135,222.75933872570835,(undefined),(undefined),311.38633879667384,511.6591552951528,311.38633879631107,270.9216179026776,271.4392963107915,278.14587339960946,690.3478628177198,(undefined)
Frequencies backward kernels1,,228.49946905631595,365.0584953999703,228.49946905629932,194.48350847790317,201.01023571498357,389.2257056706339,,,228.49946905631595,365.0584953999703,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,,,228.49946905631595,365.0584953999703,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,,,132.88286658704135,222.83688638800666,,,132.88286658704135,222.83688638800666,,,311.38633879667384,512.317136997464,311.38633879631107,270.9216179026776,271.4392963107915,278.14587339960946,690.3478628177198,
Frequencies backward kernels2,,228.49946905631595,369.3268941633874,228.49946905629932,194.48350847790317,201.01023571498357,389.2257056706339,,,228.49946905631595,369.3268941633874,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,,,228.49946905631595,369.3268941633874,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,,,132.88286658704135,223.45734073105942,,,132.88286658704135,223.45734073105942,,,311.38633879667384,517.5643890331957,311.38633879631107,270.9216179026776,271.4392963107915,278.14587339960946,690.3478628177198,
Frequencies backward kernels3,,228.49946905631595,392.29003932909177,228.49946905629932,194.48350847790317,201.01023571498357,389.2257056706339,,,228.49946905631595,392.29003932909177,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,,,228.49946905631595,392.29003932909177,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,,,132.88286658704135,228.37652039260337,,,132.88286658704135,228.37652039260337,,,311.38633879667384,545.4514905838623,311.38633879631107,270.9216179026776,271.4392963107915,278.14587339960946,690.3478628177198,
Frequencies backward grid0,8192.0,1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,1009.991056768289,727.1815092638062,(undefined),8192.0,1009.991056768289,727.1815092638062,(undefined),8192.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,8192.0,8192.0
Frequencies backward grid1,8192.0,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,2019.558553451659,1453.9394929925988,,8192.0,2019.558553451659,1453.9394929925988,,8192.0,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,8192.0,8192.0
Frequencies backward grid2,8192.0,6590.78122076136,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,4038.693502406632,2907.4553987723175,,8192.0,4038.693502406632,2907.4553987723175,,8192.0,8192.0,6662.459115881312,8192.0,3428.279241973887,3428.279241973887,3428.279241973887,8192.0,8192.0
Frequencies backward grid3,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093995,5814.487179478897,,8192.0,8076.963378093995,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],706.0553653361584,706.0553653361584,1108.927249466145,706.0553653361584,706.0553653361584,706.0553653361584,1108.927249466145,1108.927249466145,706.0553653361584,706.0553653361584,1108.927249466145,706.0553653361584,706.0553653361584,706.0553653361584,1108.927249466145,1108.927249466145,706.0553653361584,706.0553653361584,1108.927249466145,706.0553653361584,706.0553653361584,706.0553653361584,1108.927249466145,1108.927249466145,707.8842060401206,707.8842060401206,1108.927249466145,(undefined),707.8842060401206,707.8842060401206,1108.927249466145,(undefined),706.312519365335,706.312519365335,1108.927249466145,706.312519365335,706.312519365335,706.312519365335,706.312519365335,1108.927249466145,1108.927249466145
Averaged rate0 [M/s],351.01943347670806,351.01943347670806,551.3094779602206,351.01943347670806,209.199349058702,209.199349058702,551.3094779602206,551.3094779602206,351.01943347670806,351.01943347670806,551.3094779602206,351.01943347670806,209.199349058702,209.199349058702,551.3094779602206,551.3094779602206,351.01943347670806,351.01943347670806,551.3094779602206,351.01943347670806,209.199349058702,209.199349058702,551.3094779602206,551.3094779602206,351.92865201584954,346.98667407641625,391.3063832427864,(undefined),351.92865201584954,346.98667407641625,391.3063832427864,(undefined),351.14727906229444,351.14727906229444,551.3094779602206,351.14727906229444,293.8623356104819,293.8623356104819,293.8623356104819,551.3094779602206,551.3094779602206
Averaged rate1 [M/s],99.07058590275084,99.07058590275084,155.59979814873407,99.07058590275084,59.04374546002149,59.04374546002149,155.59979814873407,155.59979814873407,99.07058590275084,99.07058590275084,155.59979814873407,99.07058590275084,59.04374546002149,59.04374546002149,155.59979814873407,155.59979814873407,99.07058590275084,99.07058590275084,155.59979814873407,99.07058590275084,59.04374546002149,59.04374546002149,155.59979814873407,155.59979814873407,99.32720079296993,97.9323929752694,110.44104388004375,,99.32720079296993,97.9323929752694,110.44104388004375,,99.10666862598833,99.10666862598833,155.59979814873407,99.10666862598833,82.93875206659477,82.93875206659477,82.93875206659477,155.59979814873407,155.59979814873407
Averaged rate2 [M/s],112.07903502961952,112.07903502961952,176.03080741273237,112.07903502961952,66.79647602154678,66.79647602154678,176.03080741273237,176.03080741273237,112.07903502961952,112.07903502961952,176.03080741273237,112.07903502961952,66.79647602154678,66.79647602154678,176.03080741273237,176.03080741273237,112.07903502961952,112.07903502961952,176.03080741273237,112.07903502961952,66.79647602154678,66.79647602154678,176.03080741273237,176.03080741273237,112.36934470133399,110.79139184241882,124.94248936702284,,112.36934470133399,110.79139184241882,124.94248936702284,,112.11985558967626,112.11985558967626,176.03080741273237,112.11985558967626,93.82901305650495,93.82901305650495,93.82901305650495,176.03080741273237,176.03080741273237
Averaged rate3 [M/s],140.9190680408916,140.9190680408916,221.3268281666801,140.9190680408916,83.98445924239583,83.98445924239583,221.3268281666801,221.3268281666801,140.9190680408916,140.9190680408916,221.3268281666801,140.9190680408916,83.98445924239583,83.98445924239583,221.3268281666801,221.3268281666801,140.9190680408916,140.9190680408916,221.3268281666801,140.9190680408916,83.98445924239583,83.98445924239583,221.3268281666801,221.3268281666801,141.28407982360767,139.30009016638036,157.09252988890262,,141.28407982360767,139.30009016638036,157.09252988890262,,140.97039249491266,140.97039249491266,221.3268281666801,140.97039249491266,117.97297390743081,117.97297390743081,117.97297390743081,221.3268281666801,221.3268281666801
Predict rate0 [M/s],(undefined),9.98301920229312,71.87657739453515,9.98301920229312,3.700056523636865,3.700056523636865,9.085300234940158,(undefined),(undefined),9.98301920229312,71.87657739453515,6.656745077999149,3.700056523636865,3.700056523636865,9.085300234940158,(undefined),(undefined),9.98301920229312,71.87657739453515,6.656745077999149,3.700056523636865,3.700056523636865,9.085300234940158,(undefined),(undefined),6.198465247567789,44.04441557972399,(undefined),(undefined),6.198465247567789,44.04441557972399,(undefined),(undefined),14.018040585930818,100.92825614374298,14.018040585930818,5.195575406221139,5.195575406221139,5.195575406221139,49.61785301641986,(undefined)
Predict rate1 [M/s],,9.964313055022608,40.560578265797105,9.964313055022608,2.0873996517782367,2.0873996517782367,5.633413648027376,,,9.964313055022608,40.560578265797105,4.429049200018094,2.0873996517782367,2.0873996517782367,5.633413648027376,,,9.964313055022608,40.560578265797105,4.429049200018094,2.0873996517782367,2.0873996517782367,5.633413648027376,,,8.162316811191927,24.85466582850452,,,8.162316811191927,24.85466582850452,,,13.996870675911918,56.9546995118936,13.996870675911918,2.93110239283116,2.93110239283116,2.93110239283116,19.44997476859176,
Predict rate2 [M/s],,45.08596187220892,91.75935536082312,45.08596187220892,6.680595798442797,6.680595798442797,25.488709822450865,,,45.08596187220892,91.75935536082312,20.039258885188904,6.680595798442797,6.680595798442797,25.488709822450865,,,45.08596187220892,91.75935536082312,20.039258885188904,6.680595798442797,6.680595798442797,25.488709822450865,,,55.3986013568077,56.228216458271355,,,55.3986013568077,56.228216458271355,,,56.05992779483813,128.84744284309275,56.05992779483813,9.38423275222649,9.38423275222649,9.38423275222649,44.00770185318309,
Predict rate3 [M/s],,140.9190680408916,199.1941453500121,140.9190680408916,41.992229621197914,41.992229621197914,110.66341408334004,,,140.9190680408916,199.1941453500121,140.9190680408916,41.992229621197914,41.992229621197914,110.66341408334004,,,140.9190680408916,199.1941453500121,140.9190680408916,41.992229621197914,41.992229621197914,110.66341408334004,,,139.30009016638036,141.38327690001233,,,139.30009016638036,141.38327690001233,,,140.97039249491266,199.1941453500121,140.97039249491266,58.986486953715406,58.986486953715406,58.986486953715406,110.66341408334004,
Backward rate0 [M/s],(undefined),9.98301920229312,71.87657739453515,9.98301920229312,3.700056523636865,3.700056523636865,9.085300234940158,(undefined),(undefined),9.98301920229312,71.87657739453515,6.656745077999149,3.700056523636865,3.700056523636865,9.085300234940158,(undefined),(undefined),9.98301920229312,71.87657739453515,6.656745077999149,3.700056523636865,3.700056523636865,9.085300234940158,(undefined),(undefined),6.198465247567789,44.04441557972399,(undefined),(undefined),6.198465247567789,44.04441557972399,(undefined),(undefined),14.018040585930818,100.92825614374298,14.018040585930818,5.195575406221139,5.195575406221139,5.195575406221139,49.61785301641986,(undefined)
Backward rate1 [M/s],,9.964313055022608,40.560578265797105,9.964313055022608,2.0873996517782367,2.0873996517782367,5.633413648027376,,,9.964313055022608,40.560578265797105,4.429049200018094,2.0873996517782367,2.0873996517782367,5.633413648027376,,,9.964313055022608,40.560578265797105,4.429049200018094,2.0873996517782367,2.0873996517782367,5.633413648027376,,,8.162316811191927,24.85466582850452,,,8.162316811191927,24.85466582850452,,,13.996870675911918,56.9546995118936,13.996870675911918,2.93110239283116,2.93110239283116,2.93110239283116,19.44997476859176,
Backward rate2 [M/s],,45.08596187220892,91.75935536082312,45.08596187220892,6.680595798442797,6.680595798442797,25.488709822450865,,,45.08596187220892,91.75935536082312,20.039258885188904,6.680595798442797,6.680595798442797,25.488709822450865,,,45.08596187220892,91.75935536082312,20.039258885188904,6.680595798442797,6.680595798442797,25.488709822450865,,,55.3986013568077,56.228216458271355,,,55.3986013568077,56.228216458271355,,,56.05992779483813,128.84744284309275,56.05992779483813,9.38423275222649,9.38423275222649,9.38423275222649,44.00770185318309,
Backward rate3 [M/s],,140.9190680408916,199.1941453500121,140.9190680408916,41.992229621197914,41.992229621197914,110.66341408334004,,,140.9190680408916,199.1941453500121,140.9190680408916,41.992229621197914,41.992229621197914,110.66341408334004,,,140.9190680408916,199.1941453500121,140.9190680408916,41.992229621197914,41.992229621197914,110.66341408334004,,,139.30009016638036,141.38327690001233,,,139.30009016638036,141.38327690001233,,,140.97039249491266,199.1941453500121,140.97039249491266,58.986486953715406,58.986486953715406,58.986486953715406,110.66341408334004,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
Delta W earth3 [lambda],5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,14.500452378669118,14.500452378669118,14.500452378669118,,14.500452378669118,14.500452378669118,14.500452378669118,,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W snapshot3 [lambda],189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,0.8300523162409335,,497.87250865477796,497.87250865477796,0.8300523162409335,,207.4468786061575,207.4468786061575,0.3458551317670556,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
