,hpso01 (Ingest) [Nf_max=8192] [Na=32],hpso01 (RCAL) [Nf_max=8192] [Na=32],hpso01 (FastImg) [Nf_max=8192] [Na=32],hpso01 (ICAL) [Nf_max=8192] [Na=32],hpso01 (DPrepA) [Nf_max=8192] [Na=32],hpso01 (DPrepB) [Nf_max=8192] [Na=32],hpso01 (DPrepC) [Nf_max=8192] [Na=32],hpso01 (DPrepD) [Nf_max=8192] [Na=32],hpso02a (Ingest) [Nf_max=8192] [Na=32],hpso02a (RCAL) [Nf_max=8192] [Na=32],hpso02a (FastImg) [Nf_max=8192] [Na=32],hpso02a (ICAL) [Nf_max=8192] [Na=32],hpso02a (DPrepA) [Nf_max=8192] [Na=32],hpso02a (DPrepB) [Nf_max=8192] [Na=32],hpso02a (DPrepC) [Nf_max=8192] [Na=32],hpso02a (DPrepD) [Nf_max=8192] [Na=32],hpso02b (Ingest) [Nf_max=8192] [Na=32],hpso02b (RCAL) [Nf_max=8192] [Na=32],hpso02b (FastImg) [Nf_max=8192] [Na=32],hpso02b (ICAL) [Nf_max=8192] [Na=32],hpso02b (DPrepA) [Nf_max=8192] [Na=32],hpso02b (DPrepB) [Nf_max=8192] [Na=32],hpso02b (DPrepC) [Nf_max=8192] [Na=32],hpso02b (DPrepD) [Nf_max=8192] [Na=32],hpso04a (Ingest) [Nf_max=8192] [Na=32],hpso04a (RCAL) [Nf_max=8192] [Na=32],hpso04a (FastImg) [Nf_max=8192] [Na=32],hpso04a (PSS) [Nf_max=8192] [Na=32],hpso05a (Ingest) [Nf_max=8192] [Na=32],hpso05a (RCAL) [Nf_max=8192] [Na=32],hpso05a (FastImg) [Nf_max=8192] [Na=32],hpso05a (PST) [Nf_max=8192] [Na=32],max_low (Ingest) [Nf_max=8192] [Na=32],max_low (RCAL) [Nf_max=8192] [Na=32],max_low (FastImg) [Nf_max=8192] [Na=32],max_low (ICAL) [Nf_max=8192] [Na=32],max_low (DPrepA) [Nf_max=8192] [Na=32],max_low (DPrepA_Image) [Nf_max=8192] [Na=32],max_low (DPrepB) [Nf_max=8192] [Na=32],max_low (DPrepC) [Nf_max=8192] [Na=32],max_low (DPrepD) [Nf_max=8192] [Na=32]
Coalesce time pred3 [s],,10.0,1.0,10.0,10.0,9.0,1.8,,,10.0,1.0,10.0,10.0,9.0,1.8,,,10.0,1.0,10.0,10.0,9.0,1.8,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,10.0,10.0,9.0,1.8,
Coalesce time pred4 [s],,9.9,0.9,6.3,7.2,4.5,0.9,,,9.9,0.9,6.3,7.2,4.5,0.9,,,9.9,0.9,6.3,7.2,4.5,0.9,,,6.3,0.9,,,6.3,0.9,,,9.9,0.9,5.4,7.2,7.2,4.5,0.9,
Coalesce time bw0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time bw1 [s],,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,10.0,10.0,10.0,7.2,
Coalesce time bw2 [s],,10.0,1.0,10.0,10.0,10.0,3.6,,,10.0,1.0,10.0,10.0,10.0,3.6,,,10.0,1.0,10.0,10.0,10.0,3.6,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,10.0,10.0,10.0,3.6,
Coalesce time bw3 [s],,10.0,1.0,10.0,10.0,9.0,1.8,,,10.0,1.0,10.0,10.0,9.0,1.8,,,10.0,1.0,10.0,10.0,9.0,1.8,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,10.0,10.0,9.0,1.8,
Coalesce time bw4 [s],,9.9,0.9,6.3,7.2,4.5,0.9,,,9.9,0.9,6.3,7.2,4.5,0.9,,,9.9,0.9,6.3,7.2,4.5,0.9,,,6.3,0.9,,,6.3,0.9,,,9.9,0.9,5.4,7.2,7.2,4.5,0.9,
Combined samples full0,33.0,12.0,1.1111111111111112,12.0,33.0,33.0,17.0,17.0,33.0,12.0,1.1111111111111112,18.0,33.0,33.0,17.0,17.0,33.0,12.0,1.1111111111111112,18.0,33.0,33.0,17.0,17.0,33.0,12.0,1.1111111111111112,(undefined),33.0,12.0,1.1111111111111112,(undefined),33.0,12.0,1.1111111111111112,12.0,33.0,33.0,33.0,17.0,17.0
Combined samples full1,16.0,6.0,1.1111111111111112,6.0,16.0,16.0,8.0,8.0,16.0,6.0,1.1111111111111112,9.0,16.0,16.0,8.0,8.0,16.0,6.0,1.1111111111111112,9.0,16.0,16.0,8.0,8.0,16.0,6.0,1.1111111111111112,,16.0,6.0,1.1111111111111112,,16.0,6.0,1.1111111111111112,6.0,16.0,16.0,16.0,8.0,8.0
Combined samples full2,8.0,3.0,1.1111111111111112,3.0,8.0,8.0,4.0,4.0,8.0,3.0,1.1111111111111112,4.0,8.0,8.0,4.0,4.0,8.0,3.0,1.1111111111111112,4.0,8.0,8.0,4.0,4.0,8.0,3.0,1.1111111111111112,,8.0,3.0,1.1111111111111112,,8.0,3.0,1.1111111111111112,3.0,8.0,8.0,8.0,4.0,4.0
Combined samples full3,4.0,1.0,1.1111111111111112,1.0,4.0,4.0,2.0,2.0,4.0,1.0,1.1111111111111112,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.1111111111111112,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.1111111111111112,,4.0,1.0,1.1111111111111112,,4.0,1.0,1.1111111111111112,1.0,4.0,4.0,4.0,2.0,2.0
Combined samples full4,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
Combined samples facet0,(undefined),178.0,1.1111111111111112,115.0,141.0,84.0,17.0,(undefined),(undefined),178.0,1.1111111111111112,125.0,141.0,84.0,17.0,(undefined),(undefined),178.0,1.1111111111111112,125.0,141.0,84.0,17.0,(undefined),(undefined),114.0,1.1111111111111112,(undefined),(undefined),114.0,1.1111111111111112,(undefined),(undefined),177.0,1.1111111111111112,104.0,141.0,141.0,84.0,17.0,(undefined)
Combined samples facet1,,89.0,1.1111111111111112,57.0,70.0,42.0,8.0,,,89.0,1.1111111111111112,62.0,70.0,42.0,8.0,,,89.0,1.1111111111111112,62.0,70.0,42.0,8.0,,,57.0,1.1111111111111112,,,57.0,1.1111111111111112,,,88.0,1.1111111111111112,52.0,70.0,70.0,42.0,8.0,
Combined samples facet2,,44.0,1.1111111111111112,28.0,35.0,21.0,4.0,,,44.0,1.1111111111111112,31.0,35.0,21.0,4.0,,,44.0,1.1111111111111112,31.0,35.0,21.0,4.0,,,28.0,1.1111111111111112,,,28.0,1.1111111111111112,,,44.0,1.1111111111111112,26.0,35.0,35.0,21.0,4.0,
Combined samples facet3,,22.0,1.1111111111111112,14.0,17.0,10.0,2.0,,,22.0,1.1111111111111112,15.0,17.0,10.0,2.0,,,22.0,1.1111111111111112,15.0,17.0,10.0,2.0,,,14.0,1.1111111111111112,,,14.0,1.1111111111111112,,,22.0,1.1111111111111112,13.0,17.0,17.0,10.0,2.0,
Combined samples facet4,,11.0,1.0,7.0,8.0,5.0,1.0,,,11.0,1.0,7.0,8.0,5.0,1.0,,,11.0,1.0,7.0,8.0,5.0,1.0,,,7.0,1.0,,,7.0,1.0,,,11.0,1.0,6.0,8.0,8.0,5.0,1.0,
Kernel time pred0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred4 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward4 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Visibilities kernel pred0,(undefined),0.6187147609132078,32.55476508226232,0.9378083618152082,0.7731460517120633,2.5119017415419984,2.397351305984066,(undefined),(undefined),0.6187147609132078,32.55476508226232,0.8646145768378367,0.7731460517120633,2.5119017415419984,2.397351305984066,(undefined),(undefined),0.6187147609132078,32.55476508226232,0.8646145768378367,0.7731460517120633,2.5119017415419984,2.397351305984066,(undefined),(undefined),0.9574498181884153,32.64426593397331,(undefined),(undefined),0.9574498181884153,32.64426593397331,(undefined),(undefined),0.6194447321703086,32.567468020591605,1.0276478670677662,0.7746757042985002,0.7746757042985002,1.8018978810409318,9.7402751999691,(undefined)
Visibilities kernel pred1,,1.2192594076283547,64.99502025817469,1.7966232257457833,1.5074275096577814,2.2919237258358853,3.532105786577506,,,1.2192594076283547,64.99502025817469,1.67081707576392,1.5074275096577814,2.2919237258358853,3.532105786577506,,,1.2192594076283547,64.99502025817469,1.67081707576392,1.5074275096577814,2.2919237258358853,3.532105786577506,,,1.8915006734369024,65.24680525561551,,,1.8915006734369024,65.24680525561551,,,1.222468148733917,65.03229589341818,1.9570259423310246,1.5145989183118262,1.5145989183118262,2.278825779051935,9.191989258590029,
Visibilities kernel pred2,,2.3579500772986552,128.46894958994176,3.2445622450365597,2.8351366903916477,3.686019680209894,11.435794608953247,,,2.3579500772986552,128.46894958994176,3.076355509172883,2.8351366903916477,3.686019680209894,11.435794608953247,,,2.3579500772986552,128.46894958994176,3.076355509172883,2.8351366903916477,3.686019680209894,11.435794608953247,,,3.673863748907369,130.1123243148036,,,3.673863748907369,130.1123243148036,,,2.373118965616043,128.72715467010218,3.489281640529314,2.8678325170619248,2.8678325170619248,3.8081280539118456,11.529854368340283,
Visibilities kernel pred3,,4.344391339469488,203.77509618259774,5.259699884767825,4.927407341326682,5.910880427502227,39.48909482752798,,,4.344391339469488,203.77509618259774,5.145440388049877,4.927407341326682,5.910880427502227,39.48909482752798,,,4.344391339469488,203.77509618259774,5.145440388049877,4.927407341326682,5.910880427502227,39.48909482752798,,,6.829927828536845,254.60091587588127,,,6.829927828536845,254.60091587588127,,,4.4104474297732565,146.81887351904282,6.071769474123094,5.049802216234254,5.049802216234254,6.207949077841226,13.912322982717109,
Visibilities kernel pred4,,7.345264491542923,150.579244886567,15.452025576021347,11.941813859588152,20.872961795583407,78.97818965505596,,,7.345264491542923,150.579244886567,14.820545593701484,11.941813859588152,20.872961795583407,78.97818965505596,,,7.345264491542923,150.579244886567,14.820545593701484,11.941813859588152,20.872961795583407,78.97818965505596,,,18.42559005802974,343.8998909416171,,,18.42559005802974,343.8998909416171,,,7.7438733332275955,111.83633904279121,22.48311241525944,12.70376773768266,12.720987680393572,22.89748063194871,16.97433122726528,
Visibilities kernel bw0,(undefined),0.6187147609132078,32.55476508226232,0.9378083618152082,0.7731460517120633,2.5119017415419984,2.397351305984066,(undefined),(undefined),0.6187147609132078,32.55476508226232,0.8646145768378367,0.7731460517120633,2.5119017415419984,2.397351305984066,(undefined),(undefined),0.6187147609132078,32.55476508226232,0.8646145768378367,0.7731460517120633,2.5119017415419984,2.397351305984066,(undefined),(undefined),0.9574498181884153,32.64426593397331,(undefined),(undefined),0.9574498181884153,32.64426593397331,(undefined),(undefined),0.6194447321703086,32.567468020591605,1.0276478670677662,0.7746757042985002,0.7746757042985002,1.8018978810409318,9.7402751999691,(undefined)
Visibilities kernel bw1,,1.2192594076283547,64.99502025817469,1.7966232257457833,1.5074275096577814,2.2919237258358853,3.532105786577506,,,1.2192594076283547,64.99502025817469,1.67081707576392,1.5074275096577814,2.2919237258358853,3.532105786577506,,,1.2192594076283547,64.99502025817469,1.67081707576392,1.5074275096577814,2.2919237258358853,3.532105786577506,,,1.8915006734369024,65.24680525561551,,,1.8915006734369024,65.24680525561551,,,1.222468148733917,65.03229589341818,1.9570259423310246,1.5145989183118262,1.5145989183118262,2.278825779051935,9.191989258590029,
Visibilities kernel bw2,,2.3579500772986552,128.46894958994176,3.2445622450365597,2.8351366903916477,3.686019680209894,11.435794608953247,,,2.3579500772986552,128.46894958994176,3.076355509172883,2.8351366903916477,3.686019680209894,11.435794608953247,,,2.3579500772986552,128.46894958994176,3.076355509172883,2.8351366903916477,3.686019680209894,11.435794608953247,,,3.673863748907369,130.1123243148036,,,3.673863748907369,130.1123243148036,,,2.373118965616043,128.72715467010218,3.489281640529314,2.8678325170619248,2.8678325170619248,3.8081280539118456,11.529854368340283,
Visibilities kernel bw3,,4.344391339469488,203.77509618259774,5.259699884767825,4.927407341326682,5.910880427502227,39.48909482752798,,,4.344391339469488,203.77509618259774,5.145440388049877,4.927407341326682,5.910880427502227,39.48909482752798,,,4.344391339469488,203.77509618259774,5.145440388049877,4.927407341326682,5.910880427502227,39.48909482752798,,,6.829927828536845,254.60091587588127,,,6.829927828536845,254.60091587588127,,,4.4104474297732565,146.81887351904282,6.071769474123094,5.049802216234254,5.049802216234254,6.207949077841226,13.912322982717109,
Visibilities kernel bw4,,7.345264491542923,150.579244886567,15.452025576021347,11.941813859588152,20.872961795583407,78.97818965505596,,,7.345264491542923,150.579244886567,14.820545593701484,11.941813859588152,20.872961795583407,78.97818965505596,,,7.345264491542923,150.579244886567,14.820545593701484,11.941813859588152,20.872961795583407,78.97818965505596,,,18.42559005802974,343.8998909416171,,,18.42559005802974,343.8998909416171,,,7.7438733332275955,111.83633904279121,22.48311241525944,12.70376773768266,12.720987680393572,22.89748063194871,16.97433122726528,
Oversampling used pred0,(undefined),0.6205711665412679,25.671297738388773,0.9382665581010698,0.7745251283435337,2.482311086575173,2.3712341751788273,(undefined),(undefined),0.6205711665412679,25.671297738388773,0.8655345319111589,0.7745251283435337,2.482311086575173,2.3712341751788273,(undefined),(undefined),0.6205711665412679,25.671297738388773,0.8655345319111589,0.7745251283435337,2.482311086575173,2.3712341751788273,(undefined),(undefined),0.9577698389704139,25.725283657850348,(undefined),(undefined),0.9577698389704139,25.725283657850348,(undefined),(undefined),0.6212997626293131,25.678964643980194,1.0274247633188978,0.776048181021963,0.776048181021963,1.7905975999528536,9.101295403625677,(undefined)
Oversampling used pred1,,1.2171623076323925,41.00404563732292,1.7854298272809714,1.501436227770732,2.268826256124001,3.462789801152965,,,1.2171623076323925,41.00404563732292,1.6620456359010873,1.501436227770732,2.268826256124001,3.462789801152965,,,1.2171623076323925,41.00404563732292,1.6620456359010873,1.501436227770732,2.268826256124001,3.462789801152965,,,1.8783191797463061,41.09504865417958,,,1.8783191797463061,41.09504865417958,,,1.220334794964316,41.01754099116667,1.9423904304598452,1.508494285963046,1.508494285963046,2.2560915830968966,8.625214472342364,
Oversampling used pred2,,2.3329813748174004,55.53696204160445,3.1880352100831004,2.7946662373035593,3.6093477045008626,10.547783373318225,,,2.3329813748174004,55.53696204160445,3.026731998425994,2.7946662373035593,3.6093477045008626,10.547783373318225,,,2.3329813748174004,55.53696204160445,3.026731998425994,2.7946662373035593,3.6093477045008626,10.547783373318225,,,3.5977856562228894,55.753179318800974,,,3.5977856562228894,55.753179318800974,,,2.347710945349732,55.57130546895441,3.421949134798581,2.8261730911105687,2.8261730911105687,3.7253677174226993,10.626902815383332,
Oversampling used pred3,,4.232259568100112,61.414910507046415,5.087608411907041,4.778508173293858,5.688669166510103,29.636508002994034,,,4.232259568100112,61.414910507046415,4.981506061667133,4.778508173293858,5.688669166510103,29.636508002994034,,,4.232259568100112,61.414910507046415,4.981506061667133,4.778508173293858,5.688669166510103,29.636508002994034,,,6.526559206630161,62.838935826255636,,,6.526559206630161,62.838935826255636,,,4.2944021194329025,57.66096179967834,5.836227792945152,4.8925487325687556,4.8925487325687556,5.960832448644119,12.592357161067817,
Oversampling used pred4,,6.991109114316245,58.02545835409179,13.823887405946799,10.972049850793198,17.929712012182087,45.54922527768292,,,6.991109114316245,58.02545835409179,13.322407980969949,10.972049850793198,17.929712012182087,45.54922527768292,,,6.991109114316245,58.02545835409179,13.322407980969949,10.972049850793198,17.929712012182087,45.54922527768292,,,16.119404700072145,63.71548666661706,,,16.119404700072145,63.71548666661706,,,7.3478577783859365,53.00275821977272,19.08323980917345,11.604557403973821,11.618764377789276,19.37539517061419,15.012495474950128,
Oversampling used bw0,(undefined),0.6205711665412679,25.671297738388773,0.9382665581010698,0.7745251283435337,2.482311086575173,2.3712341751788273,(undefined),(undefined),0.6205711665412679,25.671297738388773,0.8655345319111589,0.7745251283435337,2.482311086575173,2.3712341751788273,(undefined),(undefined),0.6205711665412679,25.671297738388773,0.8655345319111589,0.7745251283435337,2.482311086575173,2.3712341751788273,(undefined),(undefined),0.9577698389704139,25.725283657850348,(undefined),(undefined),0.9577698389704139,25.725283657850348,(undefined),(undefined),0.6212997626293131,25.678964643980194,1.0274247633188978,0.776048181021963,0.776048181021963,1.7905975999528536,9.101295403625677,(undefined)
Oversampling used bw1,,1.2171623076323925,41.00404563732292,1.7854298272809714,1.501436227770732,2.268826256124001,3.462789801152965,,,1.2171623076323925,41.00404563732292,1.6620456359010873,1.501436227770732,2.268826256124001,3.462789801152965,,,1.2171623076323925,41.00404563732292,1.6620456359010873,1.501436227770732,2.268826256124001,3.462789801152965,,,1.8783191797463061,41.09504865417958,,,1.8783191797463061,41.09504865417958,,,1.220334794964316,41.01754099116667,1.9423904304598452,1.508494285963046,1.508494285963046,2.2560915830968966,8.625214472342364,
Oversampling used bw2,,2.3329813748174004,55.53696204160445,3.1880352100831004,2.7946662373035593,3.6093477045008626,10.547783373318225,,,2.3329813748174004,55.53696204160445,3.026731998425994,2.7946662373035593,3.6093477045008626,10.547783373318225,,,2.3329813748174004,55.53696204160445,3.026731998425994,2.7946662373035593,3.6093477045008626,10.547783373318225,,,3.5977856562228894,55.753179318800974,,,3.5977856562228894,55.753179318800974,,,2.347710945349732,55.57130546895441,3.421949134798581,2.8261730911105687,2.8261730911105687,3.7253677174226993,10.626902815383332,
Oversampling used bw3,,4.232259568100112,61.414910507046415,5.087608411907041,4.778508173293858,5.688669166510103,29.636508002994034,,,4.232259568100112,61.414910507046415,4.981506061667133,4.778508173293858,5.688669166510103,29.636508002994034,,,4.232259568100112,61.414910507046415,4.981506061667133,4.778508173293858,5.688669166510103,29.636508002994034,,,6.526559206630161,62.838935826255636,,,6.526559206630161,62.838935826255636,,,4.2944021194329025,57.66096179967834,5.836227792945152,4.8925487325687556,4.8925487325687556,5.960832448644119,12.592357161067817,
Oversampling used bw4,,6.991109114316245,58.02545835409179,13.823887405946799,10.972049850793198,17.929712012182087,45.54922527768292,,,6.991109114316245,58.02545835409179,13.322407980969949,10.972049850793198,17.929712012182087,45.54922527768292,,,6.991109114316245,58.02545835409179,13.322407980969949,10.972049850793198,17.929712012182087,45.54922527768292,,,16.119404700072145,63.71548666661706,,,16.119404700072145,63.71548666661706,,,7.3478577783859365,53.00275821977272,19.08323980917345,11.604557403973821,11.618764377789276,19.37539517061419,15.012495474950128,
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),116.98745054042826,1186.6956875807953,180.42193493103704,147.1384609198426,244.76982984711475,1186.6956875807953,(undefined),(undefined),116.98745054042826,1186.6956875807953,165.44438162355792,147.1384609198426,244.76982984711475,1186.6956875807953,(undefined),(undefined),116.98745054042826,1186.6956875807953,165.44438162355792,147.1384609198426,244.76982984711475,1186.6956875807953,(undefined),(undefined),110.55774057199137,727.1815092638062,(undefined),(undefined),110.55774057199137,727.1815092638062,(undefined),(undefined),164.272102841524,1666.3443177517802,278.5836390858683,206.60981055187344,206.60981055187344,343.7026748873344,1666.3443177517802,(undefined)
"Channels predict, no-smear1",,233.283805304801,2372.6984303939844,360.1520532979532,293.5854060303608,488.8474934882089,2372.6984303939844,,,233.283805304801,2372.6984303939844,330.1970670581991,293.5854060303608,488.8474934882089,2372.6984303939844,,,233.283805304801,2372.6984303939844,330.1970670581991,293.5854060303608,488.8474934882089,2372.6984303939844,,,220.69264338979204,1453.9394929925988,,,220.69264338979204,1453.9394929925988,,,327.57412907764234,3331.7159644487933,556.1960211322845,412.2489551190896,412.2489551190896,686.4337711722908,3331.7159644487933,
"Channels predict, no-smear2",,465.87549267909014,4744.703814848597,719.611626215311,586.4784828086504,977.0023310935779,4744.703814848597,,,465.87549267909014,4744.703814848597,659.7017142056897,586.4784828086504,977.0023310935779,4744.703814848597,,,465.87549267909014,4744.703814848597,659.7017142056897,586.4784828086504,977.0023310935779,4744.703814848597,,,440.96204434445104,2907.4553987723175,,,440.96204434445104,2907.4553987723175,,,654.1767472916724,6662.459115881312,1111.4199379380743,823.5261028545824,823.5261028545824,1371.8952766430345,6662.459115881312,
"Channels predict, no-smear3",,931.0583536950259,9488.714533153065,1438.530439024606,1172.2642279642882,1953.3117608590187,9488.714533153065,,,931.0583536950259,9488.714533153065,1318.7106453111485,1172.2642279642882,1953.3117608590187,9488.714533153065,,,931.0583536950259,9488.714533153065,1318.7106453111485,1172.2642279642882,1953.3117608590187,9488.714533153065,,,881.5006432339914,5814.487179478897,,,881.5006432339914,5814.487179478897,,,1307.3812628659814,13323.945347729323,2221.867346610081,1646.0798252703783,1646.0798252703783,2742.8179431826493,13323.945347729323,
"Channels predict, no-smear4",,1861.4238181919134,18976.73594444234,2876.367897849623,2343.835513653477,3905.930497514414,18976.73594444234,,,1861.4238181919134,18976.73594444234,2636.728325593491,2343.835513653477,3905.930497514414,18976.73594444234,,,1861.4238181919134,18976.73594444234,2636.728325593491,2343.835513653477,3905.930497514414,18976.73594444234,,,1762.5777393319966,11628.550725478857,,,1762.5777393319966,11628.550725478857,,,2613.789932649429,26646.917775907757,4442.761951158458,3291.1869829821444,3291.1869829821444,5484.663103847904,26646.917775907757,
"Channels backward, no-smear0",(undefined),116.98745054042826,1186.6956875807953,180.42193493103704,147.1384609198426,244.76982984711475,1186.6956875807953,(undefined),(undefined),116.98745054042826,1186.6956875807953,165.44438162355792,147.1384609198426,244.76982984711475,1186.6956875807953,(undefined),(undefined),116.98745054042826,1186.6956875807953,165.44438162355792,147.1384609198426,244.76982984711475,1186.6956875807953,(undefined),(undefined),110.55774057199137,727.1815092638062,(undefined),(undefined),110.55774057199137,727.1815092638062,(undefined),(undefined),164.272102841524,1666.3443177517802,278.5836390858683,206.60981055187344,206.60981055187344,343.7026748873344,1666.3443177517802,(undefined)
"Channels backward, no-smear1",,233.283805304801,2372.6984303939844,360.1520532979532,293.5854060303608,488.8474934882089,2372.6984303939844,,,233.283805304801,2372.6984303939844,330.1970670581991,293.5854060303608,488.8474934882089,2372.6984303939844,,,233.283805304801,2372.6984303939844,330.1970670581991,293.5854060303608,488.8474934882089,2372.6984303939844,,,220.69264338979204,1453.9394929925988,,,220.69264338979204,1453.9394929925988,,,327.57412907764234,3331.7159644487933,556.1960211322845,412.2489551190896,412.2489551190896,686.4337711722908,3331.7159644487933,
"Channels backward, no-smear2",,465.87549267909014,4744.703814848597,719.611626215311,586.4784828086504,977.0023310935779,4744.703814848597,,,465.87549267909014,4744.703814848597,659.7017142056897,586.4784828086504,977.0023310935779,4744.703814848597,,,465.87549267909014,4744.703814848597,659.7017142056897,586.4784828086504,977.0023310935779,4744.703814848597,,,440.96204434445104,2907.4553987723175,,,440.96204434445104,2907.4553987723175,,,654.1767472916724,6662.459115881312,1111.4199379380743,823.5261028545824,823.5261028545824,1371.8952766430345,6662.459115881312,
"Channels backward, no-smear3",,931.0583536950259,9488.714533153065,1438.530439024606,1172.2642279642882,1953.3117608590187,9488.714533153065,,,931.0583536950259,9488.714533153065,1318.7106453111485,1172.2642279642882,1953.3117608590187,9488.714533153065,,,931.0583536950259,9488.714533153065,1318.7106453111485,1172.2642279642882,1953.3117608590187,9488.714533153065,,,881.5006432339914,5814.487179478897,,,881.5006432339914,5814.487179478897,,,1307.3812628659814,13323.945347729323,2221.867346610081,1646.0798252703783,1646.0798252703783,2742.8179431826493,13323.945347729323,
"Channels backward, no-smear4",,1861.4238181919134,18976.73594444234,2876.367897849623,2343.835513653477,3905.930497514414,18976.73594444234,,,1861.4238181919134,18976.73594444234,2636.728325593491,2343.835513653477,3905.930497514414,18976.73594444234,,,1861.4238181919134,18976.73594444234,2636.728325593491,2343.835513653477,3905.930497514414,18976.73594444234,,,1762.5777393319966,11628.550725478857,,,1762.5777393319966,11628.550725478857,,,2613.789932649429,26646.917775907757,4442.761951158458,3291.1869829821444,3291.1869829821444,5484.663103847904,26646.917775907757,
