,hpso01 (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=32] [Bmax=32500.0]
Frequencies predict kernels2,,234.0698619151708,369.3268941633874,266.080706354095,240.02686717867135,402.46018846691874,765.9932802320737,,,234.0698619151708,369.3268941633874,266.0807063534633,240.02686717867135,402.46018846691874,765.9932802320737,,,234.0698619151708,369.3268941633874,266.0807063534633,240.02686717867135,402.46018846691874,765.9932802320737,,,124.1856248968175,223.45734073105942,,,124.1856248968175,223.45734073105942,,,315.4229636089041,517.5643890331957,332.9396417674239,322.0944841629829,321.96895930328844,516.5609620174621,1973.620379632879,
Frequencies predict kernels3,,234.0698619151708,402.01177747627935,266.080706354095,240.02686717867135,402.46018846691874,765.9932802320737,,,234.0698619151708,402.01177747627935,266.0807063534633,240.02686717867135,402.46018846691874,765.9932802320737,,,234.0698619151708,402.01177747627935,266.0807063534633,240.02686717867135,402.46018846691874,765.9932802320737,,,139.7958470528082,228.37651900216653,,,139.7958470528082,228.37651900216653,,,315.4229636089041,557.9663415549564,332.9396417674239,322.0944841629829,321.96895930328844,516.5609620174621,2739.513956928905,
Frequencies predict de-grid0,8192.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,8192.0,8192.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,8192.0,8192.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,8192.0,8192.0,135.0322014892287,727.1815092638062,(undefined),8192.0,135.0322014892287,727.1815092638062,(undefined),8192.0,309.4295094091071,1666.3443177517802,397.5604709294264,343.7026748873344,343.7026748873344,857.7991819532908,8192.0,8192.0
Frequencies predict de-grid1,8192.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,8192.0,8192.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,8192.0,8192.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,8192.0,8192.0,269.64141827656647,1453.9394929925988,,8192.0,269.64141827656647,1453.9394929925988,,8192.0,617.8875925970663,3331.7159644487933,794.1491768611579,686.4337711722908,686.4337711722908,1714.625960512763,8192.0,8192.0
Frequencies predict de-grid2,8192.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,8192.0,8192.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,8192.0,8192.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,8192.0,8192.0,538.8595203451565,2907.4553987723175,,8192.0,538.8595203451565,2907.4553987723175,,8192.0,1234.8029959489847,6662.459115881312,1587.3259945359346,1371.8952766430345,1371.8952766430345,3428.279241973887,8192.0,8192.0
Frequencies predict de-grid3,8192.0,1758.04988218571,8192.0,2636.728325593491,1953.3117608590187,4882.239853545328,8192.0,8192.0,8192.0,1758.04988218571,8192.0,2636.728325593491,1953.3117608590187,4882.239853545328,8192.0,8192.0,8192.0,1758.04988218571,8192.0,2636.728325593491,1953.3117608590187,4882.239853545328,8192.0,8192.0,8192.0,1077.2955582735788,5814.487179478897,,8192.0,1077.2955582735788,5814.487179478897,,8192.0,2468.633420089928,8192.0,3173.6793321543814,2742.8179431826493,2742.8179431826493,6855.585666930379,8192.0,8192.0
Frequencies total0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,(undefined),8192.0,8076.963378093996,5814.487179478897,(undefined),8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total1,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total2,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total3,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies backward kernels0,(undefined),196.07115992175898,364.52288461678205,214.44261309807425,199.05237204583554,322.2512805263733,625.6905261468467,(undefined),(undefined),196.07115992175898,364.52288461678205,214.44261309807425,199.05237204583554,322.2512805263733,625.6905261468467,(undefined),(undefined),196.07115992175898,364.52288461678205,214.44261309807425,199.05237204583554,322.2512805263733,625.6905261468467,(undefined),(undefined),116.01647762720326,222.75933872570835,(undefined),(undefined),116.01647762720326,222.75933872570835,(undefined),(undefined),273.80231520051814,511.6591552951528,284.8148859219807,277.48520338519785,277.48520338519785,433.18540573588245,841.0439984309672,(undefined)
Frequencies backward kernels1,,210.3501053290118,365.0584953999703,256.2872263322324,218.15734719428568,402.46018846691874,765.9932802320737,,,210.3501053290118,365.0584953999703,256.2872263322324,218.15734719428568,402.46018846691874,765.9932802320737,,,210.3501053290118,365.0584953999703,256.2872263322324,218.15734719428568,402.46018846691874,765.9932802320737,,,118.19990128513804,222.83688638800666,,,118.19990128513804,222.83688638800666,,,291.495584687366,512.317136997464,320.0689990404913,301.22257589075963,301.22257589075963,516.5609620174621,1237.7927625562772,
Frequencies backward kernels2,,234.0698619151708,369.3268941633874,266.080706354095,240.02686717867135,402.46018846691874,765.9932802320737,,,234.0698619151708,369.3268941633874,266.0807063534633,240.02686717867135,402.46018846691874,765.9932802320737,,,234.0698619151708,369.3268941633874,266.0807063534633,240.02686717867135,402.46018846691874,765.9932802320737,,,124.1856248968175,223.45734073105942,,,124.1856248968175,223.45734073105942,,,315.4229636089041,517.5643890331957,332.9396417674239,322.0944841629829,321.96895930328844,516.5609620174621,1973.620379632879,
Frequencies backward kernels3,,234.0698619151708,402.01177747627935,266.080706354095,240.02686717867135,402.46018846691874,765.9932802320737,,,234.0698619151708,402.01177747627935,266.0807063534633,240.02686717867135,402.46018846691874,765.9932802320737,,,234.0698619151708,402.01177747627935,266.0807063534633,240.02686717867135,402.46018846691874,765.9932802320737,,,139.7958470528082,228.37651900216653,,,139.7958470528082,228.37651900216653,,,315.4229636089041,557.9663415549564,332.9396417674239,322.0944841629829,321.96895930328844,516.5609620174621,2739.513956928905,
Frequencies backward grid0,8192.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,8192.0,8192.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,8192.0,8192.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,8192.0,8192.0,135.0322014892287,727.1815092638062,(undefined),8192.0,135.0322014892287,727.1815092638062,(undefined),8192.0,309.4295094091071,1666.3443177517802,397.5604709294264,343.7026748873344,343.7026748873344,857.7991819532908,8192.0,8192.0
Frequencies backward grid1,8192.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,8192.0,8192.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,8192.0,8192.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,8192.0,8192.0,269.64141827656647,1453.9394929925988,,8192.0,269.64141827656647,1453.9394929925988,,8192.0,617.8875925970663,3331.7159644487933,794.1491768611579,686.4337711722908,686.4337711722908,1714.625960512763,8192.0,8192.0
Frequencies backward grid2,8192.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,8192.0,8192.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,8192.0,8192.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,8192.0,8192.0,538.8595203451565,2907.4553987723175,,8192.0,538.8595203451565,2907.4553987723175,,8192.0,1234.8029959489847,6662.459115881312,1587.3259945359346,1371.8952766430345,1371.8952766430345,3428.279241973887,8192.0,8192.0
Frequencies backward grid3,8192.0,1758.04988218571,8192.0,2636.728325593491,1953.3117608590187,4882.239853545328,8192.0,8192.0,8192.0,1758.04988218571,8192.0,2636.728325593491,1953.3117608590187,4882.239853545328,8192.0,8192.0,8192.0,1758.04988218571,8192.0,2636.728325593491,1953.3117608590187,4882.239853545328,8192.0,8192.0,8192.0,1077.2955582735788,5814.487179478897,,8192.0,1077.2955582735788,5814.487179478897,,8192.0,2468.633420089928,8192.0,3173.6793321543814,2742.8179431826493,2742.8179431826493,6855.585666930379,8192.0,8192.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],2.851271148580149,2.851271148580149,4.478193109929529,2.851271148580149,2.851271148580149,2.851271148580149,4.478193109929529,4.478193109929529,2.851271148580149,2.851271148580149,4.478193109929529,2.851271148580149,2.851271148580149,2.851271148580149,4.478193109929529,4.478193109929529,2.851271148580149,2.851271148580149,4.478193109929529,2.851271148580149,2.851271148580149,2.851271148580149,4.478193109929529,4.478193109929529,2.858656576112555,2.858656576112555,4.478193109929529,(undefined),2.858656576112555,2.858656576112555,4.478193109929529,(undefined),2.852309616524916,2.852309616524916,4.478193109929529,2.852309616524916,2.852309616524916,2.852309616524916,2.852309616524916,4.478193109929529,4.478193109929529
Averaged rate0 [M/s],1.3309200633290057,1.3309200633290057,2.090336817119232,1.3309200633290057,0.7931971405112235,0.7931971405112235,2.090336817119232,2.090336817119232,1.3309200633290057,1.3309200633290057,2.090336817119232,1.3309200633290057,0.7931971405112235,0.7931971405112235,2.090336817119232,2.090336817119232,1.3309200633290057,1.3309200633290057,2.090336817119232,1.3309200633290057,0.7931971405112235,0.7931971405112235,2.090336817119232,2.090336817119232,1.3343674428193906,1.315629512765277,1.4836714628823848,(undefined),1.3343674428193906,1.315629512765277,1.4836714628823848,(undefined),1.3314048007498933,1.3314048007498933,2.090336817119232,1.3314048007498933,1.1142040611454185,1.1142040611454185,1.1142040611454185,2.090336817119232,2.090336817119232
Averaged rate1 [M/s],0.37563456005201523,0.37563456005201523,0.5899698804563058,0.37563456005201523,0.22386938714049248,0.22386938714049248,0.5899698804563058,0.5899698804563058,0.37563456005201523,0.37563456005201523,0.5899698804563058,0.37563456005201523,0.22386938714049248,0.22386938714049248,0.5899698804563058,0.5899698804563058,0.37563456005201523,0.37563456005201523,0.5899698804563058,0.37563456005201523,0.22386938714049248,0.22386938714049248,0.5899698804563058,0.5899698804563058,0.3766075372531884,0.3713190046762906,0.4187466194081894,,0.3766075372531884,0.3713190046762906,0.4187466194081894,,0.37577137076879147,0.37577137076879147,0.5899698804563058,0.37577137076879147,0.3144693388043589,0.3144693388043589,0.3144693388043589,0.5899698804563058,0.5899698804563058
Averaged rate2 [M/s],0.4249572022894086,0.4249572022894086,0.6674357913153991,0.4249572022894086,0.25326452503277275,0.25326452503277275,0.6674357913153991,0.6674357913153991,0.4249572022894086,0.4249572022894086,0.6674357913153991,0.4249572022894086,0.25326452503277275,0.25326452503277275,0.6674357913153991,0.6674357913153991,0.4249572022894086,0.4249572022894086,0.6674357913153991,0.4249572022894086,0.25326452503277275,0.25326452503277275,0.6674357913153991,0.6674357913153991,0.42605793612296394,0.42007499353167604,0.4737300844395435,,0.42605793612296394,0.42007499353167604,0.4737300844395435,,0.4251119769178038,0.4251119769178038,0.6674357913153991,0.4251119769178038,0.35576069040504565,0.35576069040504565,0.35576069040504565,0.6674357913153991,0.6674357913153991
Averaged rate3 [M/s],0.5343066425229501,0.5343066425229501,0.8391795099274808,0.5343066425229501,0.31843422657953413,0.31843422657953413,0.8391795099274808,0.8391795099274808,0.5343066425229501,0.5343066425229501,0.8391795099274808,0.5343066425229501,0.31843422657953413,0.31843422657953413,0.8391795099274808,0.8391795099274808,0.5343066425229501,0.5343066425229501,0.8391795099274808,0.5343066425229501,0.31843422657953413,0.31843422657953413,0.8391795099274808,0.8391795099274808,0.5356906157695497,0.5281681500926848,0.5956296999212306,,0.5356906157695497,0.5281681500926848,0.5956296999212306,,0.5345012435594781,0.5345012435594781,0.8391795099274808,0.5345012435594781,0.4473045732791531,0.4473045732791531,0.4473045732791531,0.8391795099274808,0.8391795099274808
Predict rate0 [M/s],(undefined),0.005060641675717682,0.2725261618432718,0.007583017304185636,0.0056211700237364555,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.005060641675717682,0.2725261618432718,0.007583017304185636,0.0056211700237364555,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.005060641675717682,0.2725261618432718,0.007583017304185636,0.0056211700237364555,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.003101031543489226,0.1669981510483664,(undefined),(undefined),0.003101031543489226,0.1669981510483664,(undefined),(undefined),0.007106087722642804,0.38267807490900596,0.00913002637296797,0.007893175291911879,0.007893175291911879,0.019699466437482306,0.18813031354073087,(undefined)
Predict rate1 [M/s],,0.002852112528714015,0.1537888853032914,0.004275924405762643,0.0031685152290666877,0.007914553474208089,0.021359567403234917,,,0.002852112528714015,0.1537888853032914,0.004275924405762643,0.0031685152290666877,0.007914553474208089,0.021359567403234917,,,0.002852112528714015,0.1537888853032914,0.004275924405762643,0.0031685152290666877,0.007914553474208089,0.021359567403234917,,,0.0017477085421878078,0.09423858129692272,,,0.0017477085421878078,0.09423858129692272,,,0.004004901882640786,0.21594859159353008,0.005147359441449291,0.004449190978121568,0.004449190978121568,0.01111352423896355,0.07374623505703823,
Predict rate2 [M/s],,0.006448138897079759,0.34791340706770013,0.009669668148954568,0.007164034320964216,0.025330047670220974,0.09664261307436114,,,0.006448138897079759,0.34791340706770013,0.009669668148954568,0.007164034320964216,0.025330047670220974,0.09664261307436114,,,0.006448138897079759,0.34791340706770013,0.009669668148954568,0.007164034320964216,0.025330047670220974,0.09664261307436114,,,0.003951278287749821,0.21319406925225193,,,0.003951278287749821,0.21319406925225193,,,0.009054401162693513,0.4885360479618242,0.011639335487240417,0.010059653425430809,0.010059653425430809,0.035581117333539775,0.16685894782884977,
Predict rate3 [M/s],,0.016380750033805014,0.7552615589347328,0.03439505514875533,0.021233468602400187,0.15921711328976706,0.4195897549637404,,,0.016380750033805014,0.7552615589347328,0.03439505514875533,0.021233468602400187,0.15921711328976706,0.4195897549637404,,,0.016380750033805014,0.7552615589347328,0.03439505514875533,0.021233468602400187,0.15921711328976706,0.4195897549637404,,,0.010063775128651196,0.5360667299291075,,,0.010063775128651196,0.5360667299291075,,,0.023010038241674007,0.7552615589347328,0.04141444213123855,0.029826652048510253,0.029826652048510253,0.22365228663957654,0.4195897549637404,
Backward rate0 [M/s],(undefined),0.005060641675717682,0.2725261618432718,0.007583017304185636,0.0056211700237364555,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.005060641675717682,0.2725261618432718,0.007583017304185636,0.0056211700237364555,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.005060641675717682,0.2725261618432718,0.007583017304185636,0.0056211700237364555,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.003101031543489226,0.1669981510483664,(undefined),(undefined),0.003101031543489226,0.1669981510483664,(undefined),(undefined),0.007106087722642804,0.38267807490900596,0.00913002637296797,0.007893175291911879,0.007893175291911879,0.019699466437482306,0.18813031354073087,(undefined)
Backward rate1 [M/s],,0.002852112528714015,0.1537888853032914,0.004275924405762643,0.0031685152290666877,0.007914553474208089,0.021359567403234917,,,0.002852112528714015,0.1537888853032914,0.004275924405762643,0.0031685152290666877,0.007914553474208089,0.021359567403234917,,,0.002852112528714015,0.1537888853032914,0.004275924405762643,0.0031685152290666877,0.007914553474208089,0.021359567403234917,,,0.0017477085421878078,0.09423858129692272,,,0.0017477085421878078,0.09423858129692272,,,0.004004901882640786,0.21594859159353008,0.005147359441449291,0.004449190978121568,0.004449190978121568,0.01111352423896355,0.07374623505703823,
Backward rate2 [M/s],,0.006448138897079759,0.34791340706770013,0.009669668148954568,0.007164034320964216,0.025330047670220974,0.09664261307436114,,,0.006448138897079759,0.34791340706770013,0.009669668148954568,0.007164034320964216,0.025330047670220974,0.09664261307436114,,,0.006448138897079759,0.34791340706770013,0.009669668148954568,0.007164034320964216,0.025330047670220974,0.09664261307436114,,,0.003951278287749821,0.21319406925225193,,,0.003951278287749821,0.21319406925225193,,,0.009054401162693513,0.4885360479618242,0.011639335487240417,0.010059653425430809,0.010059653425430809,0.035581117333539775,0.16685894782884977,
Backward rate3 [M/s],,0.016380750033805014,0.7552615589347328,0.03439505514875533,0.021233468602400187,0.15921711328976706,0.4195897549637404,,,0.016380750033805014,0.7552615589347328,0.03439505514875533,0.021233468602400187,0.15921711328976706,0.4195897549637404,,,0.016380750033805014,0.7552615589347328,0.03439505514875533,0.021233468602400187,0.15921711328976706,0.4195897549637404,,,0.010063775128651196,0.5360667299291075,,,0.010063775128651196,0.5360667299291075,,,0.023010038241674007,0.7552615589347328,0.04141444213123855,0.029826652048510253,0.029826652048510253,0.22365228663957654,0.4195897549637404,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
Delta W earth3 [lambda],5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,14.500452378669118,14.500452378669118,14.500452378669118,,14.500452378669118,14.500452378669118,14.500452378669118,,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W snapshot3 [lambda],189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,0.8300523162409335,,497.87250865477796,497.87250865477796,0.8300523162409335,,207.4468786061575,207.4468786061575,0.3458551317670556,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
