,hpso01 (Ingest) [Nf_max=8192] [Na=128],hpso01 (RCAL) [Nf_max=8192] [Na=128],hpso01 (FastImg) [Nf_max=8192] [Na=128],hpso01 (ICAL) [Nf_max=8192] [Na=128],hpso01 (DPrepA) [Nf_max=8192] [Na=128],hpso01 (DPrepB) [Nf_max=8192] [Na=128],hpso01 (DPrepC) [Nf_max=8192] [Na=128],hpso01 (DPrepD) [Nf_max=8192] [Na=128],hpso02a (Ingest) [Nf_max=8192] [Na=128],hpso02a (RCAL) [Nf_max=8192] [Na=128],hpso02a (FastImg) [Nf_max=8192] [Na=128],hpso02a (ICAL) [Nf_max=8192] [Na=128],hpso02a (DPrepA) [Nf_max=8192] [Na=128],hpso02a (DPrepB) [Nf_max=8192] [Na=128],hpso02a (DPrepC) [Nf_max=8192] [Na=128],hpso02a (DPrepD) [Nf_max=8192] [Na=128],hpso02b (Ingest) [Nf_max=8192] [Na=128],hpso02b (RCAL) [Nf_max=8192] [Na=128],hpso02b (FastImg) [Nf_max=8192] [Na=128],hpso02b (ICAL) [Nf_max=8192] [Na=128],hpso02b (DPrepA) [Nf_max=8192] [Na=128],hpso02b (DPrepB) [Nf_max=8192] [Na=128],hpso02b (DPrepC) [Nf_max=8192] [Na=128],hpso02b (DPrepD) [Nf_max=8192] [Na=128],hpso04a (Ingest) [Nf_max=8192] [Na=128],hpso04a (RCAL) [Nf_max=8192] [Na=128],hpso04a (FastImg) [Nf_max=8192] [Na=128],hpso04a (PSS) [Nf_max=8192] [Na=128],hpso05a (Ingest) [Nf_max=8192] [Na=128],hpso05a (RCAL) [Nf_max=8192] [Na=128],hpso05a (FastImg) [Nf_max=8192] [Na=128],hpso05a (PST) [Nf_max=8192] [Na=128],max_low (Ingest) [Nf_max=8192] [Na=128],max_low (RCAL) [Nf_max=8192] [Na=128],max_low (FastImg) [Nf_max=8192] [Na=128],max_low (ICAL) [Nf_max=8192] [Na=128],max_low (DPrepA) [Nf_max=8192] [Na=128],max_low (DPrepA_Image) [Nf_max=8192] [Na=128],max_low (DPrepB) [Nf_max=8192] [Na=128],max_low (DPrepC) [Nf_max=8192] [Na=128],max_low (DPrepD) [Nf_max=8192] [Na=128]
Frequencies predict ifft,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,200.0,200,200.0,200.0,200.0,8192.0
Frequencies predict kernels0,(undefined),199.4667596878358,364.52288461678205,199.4667596878358,267.94124986254786,199.05237204583554,621.1326369763523,(undefined),(undefined),199.4667596878358,364.52288461678205,196.07115992175898,267.94124986254786,199.05237204583554,621.1326369763523,(undefined),(undefined),199.4667596878358,364.52288461678205,196.07115992175898,267.94124986254786,199.05237204583554,621.1326369763523,(undefined),(undefined),117.36452680318526,222.75933872570835,(undefined),(undefined),117.36452680318526,222.75933872570835,(undefined),(undefined),277.9976118807018,511.6591552951528,277.9976118807018,359.5320375960261,363.470400454604,427.7362276926978,841.0439984309672,(undefined)
Frequencies predict kernels1,,213.5665043247812,365.0584953999703,213.5665043242223,267.94124986254786,218.15734719428568,621.1326369763523,,,213.5665043247812,365.0584953999703,209.07484352153438,267.94124986254786,218.15734719428568,621.1326369763523,,,213.5665043247812,365.0584953999703,209.07484352153438,267.94124986254786,218.15734719428568,621.1326369763523,,,121.91647011519127,222.83688638800666,,,121.91647011519127,222.83688638800666,,,292.17076162940725,512.317136997464,292.17076158981274,359.5320375960261,363.470400454604,427.7362276926978,1237.7927625562772,
Frequencies predict kernels2,,213.5665043247812,369.3268941633874,213.5665043242223,267.94124986254786,233.920677144385,621.1326369763523,,,213.5665043247812,369.3268941633874,209.07484352153438,267.94124986254786,233.920677144385,621.1326369763523,,,213.5665043247812,369.3268941633874,209.07484352153438,267.94124986254786,233.920677144385,621.1326369763523,,,129.69346574926567,223.45734073105942,,,129.69346574926567,223.45734073105942,,,292.17076162940725,517.5643890331957,292.17076158981274,359.5320375960261,363.470400454604,427.7362276926978,1895.189106361242,
Frequencies predict kernels3,,213.5665043247812,402.0118333134956,213.5665043242223,267.94124986254786,233.920677144385,621.1326369763523,,,213.5665043247812,402.0118333134956,209.07484352153438,267.94124986254786,233.920677144385,621.1326369763523,,,213.5665043247812,402.0118333134956,209.07484352153438,267.94124986254786,233.920677144385,621.1326369763523,,,129.69346574926567,228.37652250683485,,,129.69346574926567,228.37652250683485,,,292.17076162940725,557.966411514353,292.17076158981274,359.5320375960261,363.470400454604,427.7362276926978,1895.189106361242,
Frequencies predict kernels4,,213.5665043247812,604.4805266608311,213.5665043242223,267.94124986254786,233.920677144385,621.1326369763523,,,213.5665043247812,604.4805266608311,209.07484352153438,267.94124986254786,233.920677144385,621.1326369763523,,,213.5665043247812,604.4805266608311,209.07484352153438,267.94124986254786,233.920677144385,621.1326369763523,,,129.69346574926567,264.67650786041764,,,129.69346574926567,264.67650786041764,,,292.17076162940725,813.887705937978,292.17076158981274,359.5320375960261,363.470400454604,427.7362276926978,1895.189106361242,
Frequencies predict de-grid0,8192.0,247.8208046142168,1186.6956875807953,247.8208046142168,610.88622741501,500.0,1500.0,8192.0,8192.0,247.8208046142168,1186.6956875807953,220.3620236804831,610.88622741501,500.0,1500.0,8192.0,8192.0,247.8208046142168,1186.6956875807953,220.3620236804831,610.88622741501,500.0,1500.0,8192.0,8192.0,173.49201273618584,727.1815092638062,(undefined),8192.0,173.49201273618584,727.1815092638062,(undefined),8192.0,347.98681916370214,1666.3443177517802,347.98681916370214,857.7991819532908,857.7991819532908,857.7991819532908,8192.0,8192.0
Frequencies predict de-grid1,8192.0,494.94943095103616,2372.6984303939844,494.94943095103616,1221.0797008176821,500.0,2372.6984303939844,8192.0,8192.0,494.94943095103616,2372.6984303939844,440.0319897527685,1221.0797008176821,500.0,2372.6984303939844,8192.0,8192.0,494.94943095103616,2372.6984303939844,440.0319897527685,1221.0797008176821,500.0,2372.6984303939844,8192.0,8192.0,346.56089358407,1453.9394929925988,,8192.0,346.56089358407,1453.9394929925988,,8192.0,695.0020427868894,3331.7159644487933,695.0020427868894,1714.625960512763,1714.625960512763,1714.625960512763,8192.0,8192.0
Frequencies predict de-grid2,8192.0,989.2061999638064,4744.703814848597,989.2061999638064,2441.466451169051,977.0023310935779,4744.703814848597,8192.0,8192.0,989.2061999638064,4744.703814848597,879.3713781111805,2441.466451169051,977.0023310935779,4744.703814848597,8192.0,8192.0,989.2061999638064,4744.703814848597,879.3713781111805,2441.466451169051,977.0023310935779,4744.703814848597,8192.0,8192.0,692.6983971273273,2907.4553987723175,,8192.0,692.6983971273273,2907.4553987723175,,8192.0,1389.0318113753438,6662.459115881312,1389.0318113753438,3428.279241973887,3428.279241973887,3428.279241973887,8192.0,8192.0
Frequencies predict de-grid3,8192.0,1977.719495566752,8192.0,1977.719495566752,4882.239853545328,1953.3117608590187,8192.0,8192.0,8192.0,1977.719495566752,8192.0,1758.04988218571,4882.239853545328,1953.3117608590187,8192.0,8192.0,8192.0,1977.719495566752,8192.0,1758.04988218571,4882.239853545328,1953.3117608590187,8192.0,8192.0,8192.0,1384.973274861189,5814.487179478897,,8192.0,1384.973274861189,5814.487179478897,,8192.0,2777.0910083918284,8192.0,2777.0910083918284,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies predict de-grid4,8192.0,3954.7459654110153,8192.0,3954.7459654110153,8192.0,3905.930497514414,8192.0,8192.0,8192.0,3954.7459654110153,8192.0,3515.4067538246277,8192.0,3905.930497514414,8192.0,8192.0,8192.0,3954.7459654110153,8192.0,3515.4067538246277,8192.0,3905.930497514414,8192.0,8192.0,8192.0,2769.5229655837834,8192.0,,8192.0,2769.5229655837834,8192.0,,8192.0,5553.209232136797,8192.0,5553.209232136797,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies total0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,(undefined),8192.0,8192.0,8192.0,(undefined),8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies total1,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies total2,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies total3,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies total4,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies backward kernels0,(undefined),199.4667596878358,364.52288461678205,199.4667596878358,267.94124986254786,199.05237204583554,621.1326369763523,(undefined),(undefined),199.4667596878358,364.52288461678205,196.07115992175898,267.94124986254786,199.05237204583554,621.1326369763523,(undefined),(undefined),199.4667596878358,364.52288461678205,196.07115992175898,267.94124986254786,199.05237204583554,621.1326369763523,(undefined),(undefined),117.36452680318526,222.75933872570835,(undefined),(undefined),117.36452680318526,222.75933872570835,(undefined),(undefined),277.9976118807018,511.6591552951528,277.9976118807018,359.5320375960261,363.470400454604,427.7362276926978,841.0439984309672,(undefined)
Frequencies backward kernels1,,213.5665043247812,365.0584953999703,213.5665043242223,267.94124986254786,218.15734719428568,621.1326369763523,,,213.5665043247812,365.0584953999703,209.07484352153438,267.94124986254786,218.15734719428568,621.1326369763523,,,213.5665043247812,365.0584953999703,209.07484352153438,267.94124986254786,218.15734719428568,621.1326369763523,,,121.91647011519127,222.83688638800666,,,121.91647011519127,222.83688638800666,,,292.17076162940725,512.317136997464,292.17076158981274,359.5320375960261,363.470400454604,427.7362276926978,1237.7927625562772,
Frequencies backward kernels2,,213.5665043247812,369.3268941633874,213.5665043242223,267.94124986254786,233.920677144385,621.1326369763523,,,213.5665043247812,369.3268941633874,209.07484352153438,267.94124986254786,233.920677144385,621.1326369763523,,,213.5665043247812,369.3268941633874,209.07484352153438,267.94124986254786,233.920677144385,621.1326369763523,,,129.69346574926567,223.45734073105942,,,129.69346574926567,223.45734073105942,,,292.17076162940725,517.5643890331957,292.17076158981274,359.5320375960261,363.470400454604,427.7362276926978,1895.189106361242,
Frequencies backward kernels3,,213.5665043247812,402.0118333134956,213.5665043242223,267.94124986254786,233.920677144385,621.1326369763523,,,213.5665043247812,402.0118333134956,209.07484352153438,267.94124986254786,233.920677144385,621.1326369763523,,,213.5665043247812,402.0118333134956,209.07484352153438,267.94124986254786,233.920677144385,621.1326369763523,,,129.69346574926567,228.37652250683485,,,129.69346574926567,228.37652250683485,,,292.17076162940725,557.966411514353,292.17076158981274,359.5320375960261,363.470400454604,427.7362276926978,1895.189106361242,
Frequencies backward kernels4,,213.5665043247812,604.4805266608311,213.5665043242223,267.94124986254786,233.920677144385,621.1326369763523,,,213.5665043247812,604.4805266608311,209.07484352153438,267.94124986254786,233.920677144385,621.1326369763523,,,213.5665043247812,604.4805266608311,209.07484352153438,267.94124986254786,233.920677144385,621.1326369763523,,,129.69346574926567,264.67650786041764,,,129.69346574926567,264.67650786041764,,,292.17076162940725,813.887705937978,292.17076158981274,359.5320375960261,363.470400454604,427.7362276926978,1895.189106361242,
Frequencies backward grid0,8192.0,247.8208046142168,1186.6956875807953,247.8208046142168,610.88622741501,500.0,1500.0,8192.0,8192.0,247.8208046142168,1186.6956875807953,220.3620236804831,610.88622741501,500.0,1500.0,8192.0,8192.0,247.8208046142168,1186.6956875807953,220.3620236804831,610.88622741501,500.0,1500.0,8192.0,8192.0,173.49201273618584,727.1815092638062,(undefined),8192.0,173.49201273618584,727.1815092638062,(undefined),8192.0,347.98681916370214,1666.3443177517802,347.98681916370214,857.7991819532908,857.7991819532908,857.7991819532908,8192.0,8192.0
Frequencies backward grid1,8192.0,494.94943095103616,2372.6984303939844,494.94943095103616,1221.0797008176821,500.0,2372.6984303939844,8192.0,8192.0,494.94943095103616,2372.6984303939844,440.0319897527685,1221.0797008176821,500.0,2372.6984303939844,8192.0,8192.0,494.94943095103616,2372.6984303939844,440.0319897527685,1221.0797008176821,500.0,2372.6984303939844,8192.0,8192.0,346.56089358407,1453.9394929925988,,8192.0,346.56089358407,1453.9394929925988,,8192.0,695.0020427868894,3331.7159644487933,695.0020427868894,1714.625960512763,1714.625960512763,1714.625960512763,8192.0,8192.0
Frequencies backward grid2,8192.0,989.2061999638064,4744.703814848597,989.2061999638064,2441.466451169051,977.0023310935779,4744.703814848597,8192.0,8192.0,989.2061999638064,4744.703814848597,879.3713781111805,2441.466451169051,977.0023310935779,4744.703814848597,8192.0,8192.0,989.2061999638064,4744.703814848597,879.3713781111805,2441.466451169051,977.0023310935779,4744.703814848597,8192.0,8192.0,692.6983971273273,2907.4553987723175,,8192.0,692.6983971273273,2907.4553987723175,,8192.0,1389.0318113753438,6662.459115881312,1389.0318113753438,3428.279241973887,3428.279241973887,3428.279241973887,8192.0,8192.0
Frequencies backward grid3,8192.0,1977.719495566752,8192.0,1977.719495566752,4882.239853545328,1953.3117608590187,8192.0,8192.0,8192.0,1977.719495566752,8192.0,1758.04988218571,4882.239853545328,1953.3117608590187,8192.0,8192.0,8192.0,1977.719495566752,8192.0,1758.04988218571,4882.239853545328,1953.3117608590187,8192.0,8192.0,8192.0,1384.973274861189,5814.487179478897,,8192.0,1384.973274861189,5814.487179478897,,8192.0,2777.0910083918284,8192.0,2777.0910083918284,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies backward grid4,8192.0,3954.7459654110153,8192.0,3954.7459654110153,8192.0,3905.930497514414,8192.0,8192.0,8192.0,3954.7459654110153,8192.0,3515.4067538246277,8192.0,3905.930497514414,8192.0,8192.0,8192.0,3954.7459654110153,8192.0,3515.4067538246277,8192.0,3905.930497514414,8192.0,8192.0,8192.0,2769.5229655837834,8192.0,,8192.0,2769.5229655837834,8192.0,,8192.0,5553.209232136797,8192.0,5553.209232136797,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,(undefined),75.14794666666667,75.14794666666667,75.14794666666667,(undefined),75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667,75.14794666666667
Averaged rate0 [M/s],34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,(undefined),34.25455171279257,34.25455171279257,34.25455171279257,(undefined),34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257,34.25455171279257
Averaged rate1 [M/s],9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,,9.667893524896883,9.667893524896883,9.667893524896883,,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883,9.667893524896883
Averaged rate2 [M/s],10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,,10.937334902845896,10.937334902845896,10.937334902845896,,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896,10.937334902845896
Averaged rate3 [M/s],13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,,13.751715840101943,13.751715840101943,13.751715840101943,,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943,13.751715840101943
Averaged rate4 [M/s],5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,,5.371366241584924,5.371366241584924,5.371366241584924,,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924,5.371366241584924
Predict rate0 [M/s],(undefined),0.09326283582088865,4.465912587625227,0.09326283582088865,0.22989587989328858,0.18816587244575997,0.5644976173372799,(undefined),(undefined),0.09326283582088865,4.465912587625227,0.08292922487950265,0.22989587989328858,0.18816587244575997,0.5644976173372799,(undefined),(undefined),0.09326283582088865,4.465912587625227,0.08292922487950265,0.22989587989328858,0.18816587244575997,0.5644976173372799,(undefined),(undefined),0.06529055187775062,2.736614862340972,(undefined),(undefined),0.06529055187775062,2.736614862340972,(undefined),(undefined),0.13095848685512584,6.270982646895968,0.13095848685512584,0.3228170629110003,0.3228170629110003,0.3228170629110003,3.0829096541513317,(undefined)
Predict rate1 [M/s],,0.05257088084446567,2.520153346260388,0.05257088084446567,0.12969655370637773,0.05310732527104001,0.35002129809172056,,,0.05257088084446567,2.520153346260388,0.04673784401892644,0.12969655370637773,0.05310732527104001,0.35002129809172056,,,0.05257088084446567,2.520153346260388,0.04673784401892644,0.12969655370637773,0.05310732527104001,0.35002129809172056,,,0.03680984420358298,1.5442967515753787,,,0.03680984420358298,1.5442967515753787,,,0.07381939910064121,3.5387704686939765,0.07381939910064121,0.1821183972062414,0.1821183972062414,0.1821183972062414,1.2084866906121103,
Predict rate2 [M/s],,0.11886415462985994,5.701290670657796,0.11886415462985994,0.407457523048379,0.11739772371128458,1.583691852960499,,,0.11886415462985994,5.701290670657796,0.10566627611988769,0.407457523048379,0.11739772371128458,1.583691852960499,,,0.11886415462985994,5.701290670657796,0.10566627611988769,0.407457523048379,0.11739772371128458,1.583691852960499,,,0.0832354360405458,3.493631844520774,,,0.0832354360405458,3.493631844520774,,,0.1669076599187857,8.005687495632474,0.1669076599187857,0.5721471894827739,0.5721471894827739,0.5721471894827739,2.734333725711474,
Predict rate3 [M/s],,0.33199507463944977,12.37654425609175,0.33199507463944977,2.048925022252694,0.32789780618240216,6.875857920050971,,,0.33199507463944977,12.37654425609175,0.26829059850566606,2.048925022252694,0.32789780618240216,6.875857920050971,,,0.33199507463944977,12.37654425609175,0.26829059850566606,2.048925022252694,0.32789780618240216,6.875857920050971,,,0.25832463815682616,8.784577380773761,,,0.25832463815682616,8.784577380773761,,,0.46618367199104715,12.37654425609175,0.46618367199104715,2.877077209750438,2.877077209750438,2.877077209750438,6.875857920050971,
Predict rate4 [M/s],,0.5186130120276589,5.371366241584924,0.5186130120276589,2.685683120792462,0.5122115043048322,5.371366241584924,,,0.5186130120276589,5.371366241584924,0.4609994424544249,2.685683120792462,0.5122115043048322,5.371366241584924,,,0.5186130120276589,5.371366241584924,0.4609994424544249,2.685683120792462,0.5122115043048322,5.371366241584924,,,0.45398322029513244,5.371366241584924,,,0.45398322029513244,5.371366241584924,,,0.7282304834462238,5.371366241584924,0.7282304834462238,2.685683120792462,2.685683120792462,2.685683120792462,5.371366241584924,
Backward rate0 [M/s],(undefined),0.09326283582088865,4.465912587625227,0.09326283582088865,0.22989587989328858,0.18816587244575997,0.5644976173372799,(undefined),(undefined),0.09326283582088865,4.465912587625227,0.08292922487950265,0.22989587989328858,0.18816587244575997,0.5644976173372799,(undefined),(undefined),0.09326283582088865,4.465912587625227,0.08292922487950265,0.22989587989328858,0.18816587244575997,0.5644976173372799,(undefined),(undefined),0.06529055187775062,2.736614862340972,(undefined),(undefined),0.06529055187775062,2.736614862340972,(undefined),(undefined),0.13095848685512584,6.270982646895968,0.13095848685512584,0.3228170629110003,0.3228170629110003,0.3228170629110003,3.0829096541513317,(undefined)
Backward rate1 [M/s],,0.05257088084446567,2.520153346260388,0.05257088084446567,0.12969655370637773,0.05310732527104001,0.35002129809172056,,,0.05257088084446567,2.520153346260388,0.04673784401892644,0.12969655370637773,0.05310732527104001,0.35002129809172056,,,0.05257088084446567,2.520153346260388,0.04673784401892644,0.12969655370637773,0.05310732527104001,0.35002129809172056,,,0.03680984420358298,1.5442967515753787,,,0.03680984420358298,1.5442967515753787,,,0.07381939910064121,3.5387704686939765,0.07381939910064121,0.1821183972062414,0.1821183972062414,0.1821183972062414,1.2084866906121103,
Backward rate2 [M/s],,0.11886415462985994,5.701290670657796,0.11886415462985994,0.407457523048379,0.11739772371128458,1.583691852960499,,,0.11886415462985994,5.701290670657796,0.10566627611988769,0.407457523048379,0.11739772371128458,1.583691852960499,,,0.11886415462985994,5.701290670657796,0.10566627611988769,0.407457523048379,0.11739772371128458,1.583691852960499,,,0.0832354360405458,3.493631844520774,,,0.0832354360405458,3.493631844520774,,,0.1669076599187857,8.005687495632474,0.1669076599187857,0.5721471894827739,0.5721471894827739,0.5721471894827739,2.734333725711474,
Backward rate3 [M/s],,0.33199507463944977,12.37654425609175,0.33199507463944977,2.048925022252694,0.32789780618240216,6.875857920050971,,,0.33199507463944977,12.37654425609175,0.26829059850566606,2.048925022252694,0.32789780618240216,6.875857920050971,,,0.33199507463944977,12.37654425609175,0.26829059850566606,2.048925022252694,0.32789780618240216,6.875857920050971,,,0.25832463815682616,8.784577380773761,,,0.25832463815682616,8.784577380773761,,,0.46618367199104715,12.37654425609175,0.46618367199104715,2.877077209750438,2.877077209750438,2.877077209750438,6.875857920050971,
Backward rate4 [M/s],,0.5186130120276589,5.371366241584924,0.5186130120276589,2.685683120792462,0.5122115043048322,5.371366241584924,,,0.5186130120276589,5.371366241584924,0.4609994424544249,2.685683120792462,0.5122115043048322,5.371366241584924,,,0.5186130120276589,5.371366241584924,0.4609994424544249,2.685683120792462,0.5122115043048322,5.371366241584924,,,0.45398322029513244,5.371366241584924,,,0.45398322029513244,5.371366241584924,,,0.7282304834462238,5.371366241584924,0.7282304834462238,2.685683120792462,2.685683120792462,2.685683120792462,5.371366241584924,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
