,hpso01 (Ingest) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (RCAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (FastImg) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (ICAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (DPrepA) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (DPrepB) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (DPrepC) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (DPrepD) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (Ingest) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (RCAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (FastImg) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (ICAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (DPrepA) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (DPrepB) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (DPrepC) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (DPrepD) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (Ingest) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (RCAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (FastImg) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (ICAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (DPrepA) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (DPrepB) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (DPrepC) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (DPrepD) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso04a (Ingest) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso04a (RCAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso04a (FastImg) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso04a (PSS) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso05a (Ingest) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso05a (RCAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso05a (FastImg) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso05a (PST) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (Ingest) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (RCAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (FastImg) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (ICAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (DPrepA) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (DPrepA_Image) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (DPrepB) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (DPrepC) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (DPrepD) [Nf_max=16384] [Na=256] [Bmax=8125.0]
Delta W stack [lambda],(undefined),0.8301091505557238,0.3452426734747415,0.830109150549992,1.907966355035065,2.93099847571631,2.79168237135989,(undefined),(undefined),0.8301091505557238,0.3452426734747415,1.126425900935063,1.907966355035065,2.93099847571631,2.79168237135989,(undefined),(undefined),0.8301091505557238,0.3452426734747415,1.126425900935063,1.907966355035065,2.93099847571631,2.79168237135989,(undefined),(undefined),4.7529686362705394,0.9062737019286649,(undefined),(undefined),4.7529686362705394,0.9062737019286649,(undefined),(undefined),0.8397045904277759,0.37761227632268674,0.839704590427004,1.924069381512726,1.9327927737226327,2.9581593246865494,5.952269813262263,(undefined)
Delta W theory [lambda],(undefined),1.0,12.587303150687525,1.0,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),1.3581201072478302,15.152462172657435,1.3581201072478302,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),4.492524419615824,0.18455205923435844,4.492524419592478,1.8858779257240823,2.604094514073536,2.5104757726234106,(undefined),(undefined),4.492524419615824,0.18455205923435844,3.0709038525267087,1.8858779257240823,2.604094514073536,2.5104757726234106,(undefined),(undefined),4.492524419615824,0.18455205923435844,3.0709038525267087,1.8858779257240823,2.604094514073536,2.5104757726234106,(undefined),(undefined),3.923345142825963,0.08981558727294352,(undefined),(undefined),3.923345142825963,0.08981558727294352,(undefined),(undefined),3.9619617776600853,0.17264561380323334,3.961961777657345,1.6596087601381606,1.6652591693618788,2.2929330381661424,3.879290625379326,(undefined)
W kernel support pred1 [uv-pixels],,4.492524419615824,0.5223171648161031,4.492524419592478,1.8858779257240823,2.604094514073536,2.5104757726234106,,,4.492524419615824,0.5223171648161031,3.0709038525267087,1.8858779257240823,2.604094514073536,2.5104757726234106,,,4.492524419615824,0.5223171648161031,3.0709038525267087,1.8858779257240823,2.604094514073536,2.5104757726234106,,,3.923345142825963,0.2541359700867168,,,3.923345142825963,0.2541359700867168,,,3.9619617776600853,0.48860920411313985,3.961961777657345,1.6596087601381606,1.6652591693618788,2.2929330381661424,3.879290625379326,
AW kernel support pred0 [uv-pixels],(undefined),10.058964939835734,9.001891993496013,10.058964939825305,9.195462769797581,9.369167958694511,9.343580074303912,(undefined),(undefined),10.058964939835734,9.001891993496013,9.50949265058149,9.195462769797581,9.369167958694511,9.343580074303912,(undefined),(undefined),10.058964939835734,9.001891993496013,9.50949265058149,9.195462769797581,9.369167958694511,9.343580074303912,(undefined),(undefined),9.817975204171992,9.000448146604544,(undefined),(undefined),9.817975204171992,9.000448146604544,(undefined),(undefined),9.833470451861817,9.001655764800468,9.833470451860713,9.15173760751079,9.152763959654145,9.287493844817007,9.800453854600608,(undefined)
AW kernel support pred1 [uv-pixels],,10.058964939835734,9.01514366056701,10.058964939825305,9.195462769797581,9.369167958694511,9.343580074303912,,,10.058964939835734,9.01514366056701,9.50949265058149,9.195462769797581,9.369167958694511,9.343580074303912,,,10.058964939835734,9.01514366056701,9.50949265058149,9.195462769797581,9.369167958694511,9.343580074303912,,,9.817975204171992,9.00358734568016,,,9.817975204171992,9.00358734568016,,,9.833470451861817,9.013253516591226,9.833470451860713,9.15173760751079,9.152763959654145,9.287493844817007,9.800453854600608,
W kernel support bw0 [uv-pixels],(undefined),4.492524419615824,0.18455205923435844,4.492524419592478,1.8858779257240823,2.604094514073536,2.5104757726234106,(undefined),(undefined),4.492524419615824,0.18455205923435844,3.0709038525267087,1.8858779257240823,2.604094514073536,2.5104757726234106,(undefined),(undefined),4.492524419615824,0.18455205923435844,3.0709038525267087,1.8858779257240823,2.604094514073536,2.5104757726234106,(undefined),(undefined),3.923345142825963,0.08981558727294352,(undefined),(undefined),3.923345142825963,0.08981558727294352,(undefined),(undefined),3.9619617776600853,0.17264561380323334,3.961961777657345,1.6596087601381606,1.6652591693618788,2.2929330381661424,3.879290625379326,(undefined)
W kernel support bw1 [uv-pixels],,4.492524419615824,0.5223171648161031,4.492524419592478,1.8858779257240823,2.604094514073536,2.5104757726234106,,,4.492524419615824,0.5223171648161031,3.0709038525267087,1.8858779257240823,2.604094514073536,2.5104757726234106,,,4.492524419615824,0.5223171648161031,3.0709038525267087,1.8858779257240823,2.604094514073536,2.5104757726234106,,,3.923345142825963,0.2541359700867168,,,3.923345142825963,0.2541359700867168,,,3.9619617776600853,0.48860920411313985,3.961961777657345,1.6596087601381606,1.6652591693618788,2.2929330381661424,3.879290625379326,
AW kernel support bw0 [uv-pixels],(undefined),10.058964939835734,9.001891993496013,10.058964939825305,9.195462769797581,9.369167958694511,9.343580074303912,(undefined),(undefined),10.058964939835734,9.001891993496013,9.50949265058149,9.195462769797581,9.369167958694511,9.343580074303912,(undefined),(undefined),10.058964939835734,9.001891993496013,9.50949265058149,9.195462769797581,9.369167958694511,9.343580074303912,(undefined),(undefined),9.817975204171992,9.000448146604544,(undefined),(undefined),9.817975204171992,9.000448146604544,(undefined),(undefined),9.833470451861817,9.001655764800468,9.833470451860713,9.15173760751079,9.152763959654145,9.287493844817007,9.800453854600608,(undefined)
AW kernel support bw1 [uv-pixels],,10.058964939835734,9.01514366056701,10.058964939825305,9.195462769797581,9.369167958694511,9.343580074303912,,,10.058964939835734,9.01514366056701,9.50949265058149,9.195462769797581,9.369167958694511,9.343580074303912,,,10.058964939835734,9.01514366056701,9.50949265058149,9.195462769797581,9.369167958694511,9.343580074303912,,,9.817975204171992,9.00358734568016,,,9.817975204171992,9.00358734568016,,,9.833470451861817,9.013253516591226,9.833470451860713,9.15173760751079,9.152763959654145,9.287493844817007,9.800453854600608,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.019244339373362326,6.342428415241061,0.021514492328026057,6.342428415241061,0.2349887216445921,0.18799097731567369,0.2366641556304819,0.14961708951220407,0.019244339373362326,6.342428415241061,0.021514492328026057,4.228730170897623,0.2349887216445921,0.18799097731567369,0.2366641556304819,0.14961708951220407,0.019244339373362326,6.342428415241061,0.021514492328026057,4.228730170897623,0.2349887216445921,0.18799097731567369,0.2366641556304819,0.14961708951220407,0.01929418649994016,3.896573937784567,0.013183626569099733,(undefined),0.01929418649994016,3.896573937784567,0.013183626569099733,(undefined),0.0192513483979398,8.909209276058487,0.030210403748778588,8.909209276058487,0.33008861737983375,1.6504430868991686,0.264070893903867,0.03741789547309804,0.14967158189239216
Snapshot vis size1 [GB],0.005431459899945658,1.7900664157555297,0.006072180503588021,1.7900664157555297,0.06632245429628883,0.053057963437031064,0.06679532334795202,0.04222744186048586,0.005431459899945658,1.7900664157555297,0.006072180503588021,1.193503081883545,0.06632245429628883,0.053057963437031064,0.06679532334795202,0.04222744186048586,0.005431459899945658,1.7900664157555297,0.006072180503588021,1.193503081883545,0.06632245429628883,0.053057963437031064,0.06679532334795202,0.04222744186048586,0.005445528591205062,1.0997563844433742,0.003720903984110756,,0.005445528591205062,1.0997563844433742,0.003720903984110756,,0.005433438104299246,2.5145063171207718,0.008526486326144542,2.5145063171207718,0.0931631402847074,0.46581570142353695,0.07453051222776592,0.01056070540326278,0.04224282161305112
Facet size [GB],(undefined),0.30664532102074094,0.015142978815839061,0.30664532102074094,0.042063830043997386,0.042063830043997386,0.042063830043997386,(undefined),(undefined),0.30664532102074094,0.015142978815839061,0.1362868093425515,0.042063830043997386,0.042063830043997386,0.042063830043997386,(undefined),(undefined),0.30664532102074094,0.015142978815839061,0.1362868093425515,0.042063830043997386,0.042063830043997386,0.042063830043997386,(undefined),(undefined),0.30983480532464913,0.015300484213562919,(undefined),(undefined),0.30983480532464913,0.015300484213562919,(undefined),(undefined),0.3070923010970638,0.015165051906027833,0.3070923010970638,0.042125144183410665,0.042125144183410665,0.042125144183410665,0.042125144183410665,(undefined)
Image size [GB],0.04206383004399739,0.306645321020741,0.015142978815839057,0.306645321020741,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.306645321020741,0.015142978815839057,0.13628680934255152,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.306645321020741,0.015142978815839057,0.13628680934255152,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.042501345037674755,0.3098348053246491,0.015300484213562915,(undefined),0.042501345037674755,0.3098348053246491,0.015300484213562915,(undefined),0.042125144183410665,0.30709230109706365,0.015165051906027838,0.30709230109706365,0.042125144183410665,0.042125144183410665,0.042125144183410665,0.042125144183410665,0.042125144183410665
Image cube size [GB],22053.561326107305,98.12650272663711,2.4228766105342494,98.12650272663711,6.7302128070395835,168.25532017598957,504.7659605279687,2756.695165763413,22053.561326107305,98.12650272663711,2.4228766105342494,43.61177898961648,6.7302128070395835,168.25532017598957,504.7659605279687,2756.695165763413,22053.561326107305,98.12650272663711,2.4228766105342494,43.61177898961648,6.7302128070395835,168.25532017598957,504.7659605279687,2756.695165763413,11141.472593556211,49.573568851943854,1.2240387370850332,(undefined),11141.472593556211,49.573568851943854,1.2240387370850332,(undefined),11042.853796816005,49.13476817553018,1.213204152482227,49.13476817553018,3.3700115346728534,3.3700115346728534,84.25028836682134,11042.853796816005,2760.7134492040013
Calibration output [GB],0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,0.1572864,0.0,(undefined),0.0,0.1572864,0.0,(undefined),0.0,1.4155776,0.0,9.9581952,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,14.88218678452224,0.0,4650.6833701631995,0.0,0.0,0.0,0.0,0.0,14.88218678452224,0.0,4650.6833701631995,0.0,0.0,0.0,0.0,0.0,14.88218678452224,0.0,4650.6833701631995,0.0,0.0,0.0,0.0,0.0,24.8036446408704,0.0,(undefined),0.0,24.8036446408704,0.0,(undefined),0.0,10.630133417515886,0.0,4597.532703075621,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.21845333333333333,0.0,(undefined),0.0,0.21845333333333333,0.0,(undefined),0.0,0.09362285714285715,0.0,40.491885714285715,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),9.965972933174081e-05,1.3670744764299153e-05,0.0013670744764299153,0.0041012234292897454,(undefined),(undefined),(undefined),(undefined),4.429321303632924e-05,1.3670744764299153e-05,0.0013670744764299153,0.0041012234292897454,(undefined),(undefined),(undefined),(undefined),4.429321303632924e-05,1.3670744764299153e-05,0.0013670744764299153,0.0041012234292897454,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.00013972699699916404,1.9166940603451856e-05,1.9166940603451856e-05,0.0013690671859608466,0.1794463741982601,(undefined)
Working (cache) memory [TeraBytes],(undefined),7.427818496980734e-06,1.1673278265312134e-08,7.42781849686493e-06,5.494531593978674e-07,1.4466390082691819e-06,1.2961583062965983e-06,(undefined),(undefined),7.427818496980734e-06,1.1673278265312134e-08,2.3724037475433853e-06,5.494531593978674e-07,1.4466390082691819e-06,1.2961583062965983e-06,(undefined),(undefined),7.427818496980734e-06,1.1673278265312134e-08,2.3724037475433853e-06,5.494531593978674e-07,1.4466390082691819e-06,1.2961583062965983e-06,(undefined),(undefined),1.4841600747052808e-06,4.0337559130792905e-10,(undefined),(undefined),1.4841600747052808e-06,4.0337559130792905e-10,(undefined),(undefined),3.566307837245076e-06,6.6891804943158076e-09,3.5663078372376766e-06,2.621230057367489e-07,2.6480945328247927e-07,6.91292904943416e-07,3.3476876829013148e-06,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.09831103979736405,0.09831103979736405,0.2779323454683139,0.09831103979736405,0.049155519898682026,0.09831103979736405,0.19108231459688385,0.19108231459688385,0.09831103979736405,0.09831103979736405,0.2779323454683139,0.09831103979736405,0.049155519898682026,0.09831103979736405,0.19108231459688385,0.19108231459688385,0.09831103979736405,0.09831103979736405,0.2779323454683139,0.09831103979736405,0.049155519898682026,0.09831103979736405,0.19108231459688385,0.19108231459688385,0.0065710458195963216,0.0065710458195963216,0.018528823031220925,0.002102152,0.0065710458195963216,0.0065710458195963216,0.018528823031220925,0.00077309411328,0.05900810753075303,0.05900810753075303,0.16675940728098834,0.05900810753075303,0.029504053765376514,0.029504053765376514,0.05900810753075303,0.11469114547255985,0.11469114547255985
Total buffer ingest rate [TeraBytes/s],0.005461724433186891,0.005461724433186891,0.015440685859350774,0.005461724433186891,0.0027308622165934456,0.005461724433186891,0.010615684144271324,0.010615684144271324,0.005461724433186891,0.005461724433186891,0.015440685859350774,0.005461724433186891,0.0027308622165934456,0.005461724433186891,0.010615684144271324,0.010615684144271324,0.005461724433186891,0.005461724433186891,0.015440685859350774,0.005461724433186891,0.0027308622165934456,0.005461724433186891,0.010615684144271324,0.010615684144271324,0.002737935758165134,0.002737935758165134,0.007720342929675387,(undefined),0.002737935758165134,0.002737935758165134,0.007720342929675387,(undefined),0.0027318568301274554,0.0027318568301274554,0.007720342929675387,0.0027318568301274554,0.0013659284150637277,0.0013659284150637277,0.0027318568301274554,0.005309775253359252,0.005309775253359252
Output size [TB],0.0,0.0,0.0,0.0,0.0014840119239522278,0.0742005961976114,0.22260178859283417,30.478718534701546,0.0,0.0,0.0,0.0,0.0014840119239522278,0.0742005961976114,0.22260178859283417,30.478718534701546,0.0,0.0,0.0,0.0,0.0014840119239522278,0.0742005961976114,0.22260178859283417,30.478718534701546,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.0010403225607535096,0.0010403225607535096,0.037154377169768195,4.8698985243958575,36.574462241641854
Buffer Read Rate [TeraBytes/s],0.005390510603918373,0.0021686652882657574,0.004413867653058253,0.010843326441328785,0.0024104894075270473,0.004820978815054095,0.01820756873870603,0.06286361604020305,0.005390510603918373,0.0021686652882657574,0.004413867653058253,0.007229644337041557,0.0024104894075270473,0.004820978815054095,0.01820756873870603,0.06286361604020305,0.005390510603918373,0.0021686652882657574,0.004413867653058253,0.007229644337041557,0.0024104894075270473,0.004820978815054095,0.01820756873870603,0.06286361604020305,0.0027022366136888218,0.0006661773762970587,0.0013523624442568387,0.0008758966666666667,0.0027022366136888218,0.0006661773762970587,0.0013523624442568387,0.0003221225472,0.002696236947017897,0.0015231620790905676,0.0030989512059938504,0.007615810395452839,0.0016930070306581644,0.0016930070306581644,0.003386014061316329,0.06288651174066365,0.06288651174066365
Facet visibility rate [TeraBytes/s],0.0,0.0004777991131693631,0.0013466054650513378,0.004300192018524268,0.0007624492166906941,0.0015248984333813883,0.004230696878629038,(undefined),0.0,0.0004777991131693631,0.0013466054650513378,0.0028672468250555304,0.0007624492166906941,0.0015248984333813883,0.004230696878629038,(undefined),0.0,0.0004777991131693631,0.0013466054650513378,0.0028672468250555304,0.0007624492166906941,0.0015248984333813883,0.004230696878629038,(undefined),0.0,0.0002032301310466184,0.0004125854972782373,(undefined),0.0,0.0002032301310466184,0.0004125854972782373,(undefined),0.0,0.00046466981954427486,0.0009454439223214246,0.004182028375898473,0.0005353111051195703,0.0005353111051195703,0.0010706222102391406,0.019417787492593742,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.00016354417121106183,0.00242287661053425,0.0014718975408995567,0.0006169361739786284,0.0030846808698931417,0.009254042609679424,(undefined),0.0,0.00016354417121106183,0.00242287661053425,0.0006541766848442472,0.0006169361739786284,0.0030846808698931417,0.009254042609679424,(undefined),0.0,0.00016354417121106183,0.00242287661053425,0.0006541766848442472,0.0006169361739786284,0.0030846808698931417,0.009254042609679424,(undefined),0.0,8.262261475323978e-05,0.0012240387370850334,(undefined),0.0,8.262261475323978e-05,0.0012240387370850334,(undefined),0.0,8.189128029255035e-05,0.0012132041524822266,0.0007370215226329533,0.0003089177240116782,6.178354480233565e-05,0.001544588620058391,0.20245231960829346,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.0075417115422152774,0.004303634711052885,0.011011940533243416,0.03959439723167457,0.013868982335134667,0.019952395056271523,0.06698491892951669,0.005949779326471715,0.0075417115422152774,0.004303634711052885,0.011011940533243416,0.024425547171490033,0.013868982335134667,0.019952395056271523,0.06698491892951669,0.005949779326471715,0.0075417115422152774,0.004303634711052885,0.011011940533243416,0.024425547171490033,0.013868982335134667,0.019952395056271523,0.06698491892951669,0.005949779326471715,0.0037805995793136907,0.0013988331020791034,0.00337989523789174,0.00050088,0.0037805995793136907,0.0013988331020791034,0.00337989523789174,2.755e-07,0.0037722258519103467,0.0032035539575259197,0.0077249424356547365,0.029388860286762318,0.009678272658406957,0.00867156759229258,0.012412981821001683,0.47591551217219247,0.00595194630912156
-> DFT [PetaFLOP/s],,0.0025339772060788053,0.010314768336097008,0.022805794854709245,0.010327300962393248,0.010327300962393248,0.03900349895148215,,,0.0025339772060788053,0.010314768336097008,0.01520546176629497,0.010327300962393248,0.010327300962393248,0.03900349895148215,,,0.0025339772060788053,0.010314768336097008,0.01520546176629497,0.010327300962393248,0.010327300962393248,0.03900349895148215,,,0.0007783950321315168,0.0031603361077856724,,,0.0007783950321315168,0.0031603361077856724,,,0.001779738906904163,0.007241939787783924,0.016017650162137468,0.007253378953858113,0.007253378953858113,0.007253378953858113,0.1347128784704321,
-> Subtract Visibility [PetaFLOP/s],,1.8072210735547973e-07,3.6782230442152093e-07,1.6264989661993175e-06,3.682692150388544e-07,7.365384300777088e-07,2.781711890635644e-06,,,1.8072210735547973e-07,3.6782230442152093e-07,1.0844466505562332e-06,3.682692150388544e-07,7.365384300777088e-07,2.781711890635644e-06,,,1.8072210735547973e-07,3.6782230442152093e-07,1.0844466505562332e-06,3.682692150388544e-07,7.365384300777088e-07,2.781711890635644e-06,,,5.5514781358088225e-08,1.1269687035473655e-07,,,5.5514781358088225e-08,1.1269687035473655e-07,,,1.2693017325754728e-07,2.582459338328208e-07,1.1423715593179255e-06,2.5865385190610846e-07,2.5865385190610846e-07,5.173077038122169e-07,9.607661515934723e-06,
-> Flag [PetaFLOP/s],0.00012652994936882968,2.521073397608942e-05,5.1311211466802176e-05,0.0002268966057848048,5.137355549792019e-05,0.00010274711099584038,0.00038804880874367234,0.0013397808168568268,0.00012652994936882968,2.521073397608942e-05,5.1311211466802176e-05,0.00015128030775259454,5.137355549792019e-05,0.00010274711099584038,0.00038804880874367234,0.0013397808168568268,0.00012652994936882968,2.521073397608942e-05,5.1311211466802176e-05,0.00015128030775259454,5.137355549792019e-05,0.00010274711099584038,0.00038804880874367234,0.0013397808168568268,6.342884506415894e-05,7.744311999453307e-06,1.5721213414485747e-05,,6.342884506415894e-05,7.744311999453307e-06,1.5721213414485747e-05,,6.328801656461938e-05,1.770675916942785e-05,3.6025307769678505e-05,0.00015936083252485065,3.608221234090213e-05,3.608221234090213e-05,7.216442468180426e-05,0.0013402687814728935,0.0013402687814728935
-> Degrid [PetaFLOP/s],,0.0001289201079433763,7.282459251489467e-05,0.0011602809714879815,0.0008596008572898065,0.00035695354510037984,0.0009849343094331222,,,0.0001289201079433763,7.282459251489467e-05,0.0006914304586737195,0.0008596008572898065,0.00035695354510037984,0.0009849343094331222,,,0.0001289201079433763,7.282459251489467e-05,0.0006914304586737195,0.0008596008572898065,0.00035695354510037984,0.0009849343094331222,,,5.2239702057975434e-05,2.2287443666741185e-05,,,5.2239702057975434e-05,2.2287443666741185e-05,,,0.00011981931498194,5.112026431714826e-05,0.001078373834837218,0.0005977947673806653,0.00011958577165520648,0.0002462646404733972,0.004973485457843532,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2871571833819926e-08,,,
-> Visibility Weighting [PetaFLOP/s],,6.370654842258175e-07,1.7954739534017834e-06,5.733589358032357e-06,1.0165989555875921e-06,2.0331979111751842e-06,5.640929171505385e-06,,,6.370654842258175e-07,1.7954739534017834e-06,3.822995766740707e-06,1.0165989555875921e-06,2.0331979111751842e-06,5.640929171505385e-06,,,6.370654842258175e-07,1.7954739534017834e-06,3.822995766740707e-06,1.0165989555875921e-06,2.0331979111751842e-06,5.640929171505385e-06,,,2.7097350806215784e-07,5.50113996370983e-07,,,2.7097350806215784e-07,5.50113996370983e-07,,,6.195597593923664e-07,1.2605918964285661e-06,5.5760378345312975e-06,7.137481401594271e-07,7.137481401594271e-07,1.4274962803188543e-06,2.5890383323458324e-05,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.007409716246290597,,,,,,,,0.007409716246290597,,,,,,,,0.007409716246290597,,,,,,,,0.0037144309827389825,,,,0.0037144309827389825,,,,0.0037062041667946573,,,,,,,,
-> FFT [PetaFLOP/s],,7.35429948299988e-05,1.5788463220950887e-05,0.0006618869534745594,0.00010696970754864044,0.0003481656587365973,0.0010966215485574422,,,7.35429948299988e-05,1.5788463220950887e-05,0.0002067196414943631,0.00010696970754864044,0.0003481656587365973,0.0010966215485574422,,,7.35429948299988e-05,1.5788463220950887e-05,0.0002067196414943631,0.00010696970754864044,0.0003481656587365973,0.0010966215485574422,,,1.7043626745716736e-05,7.981948663437557e-06,,,1.7043626745716736e-05,7.981948663437557e-06,,,3.9820514528952886e-05,7.906470357068307e-06,0.00035838463076090537,5.809949052483557e-05,1.156745330592456e-05,0.00018894765043152298,0.0123080817998653,
-> Grid [PetaFLOP/s],,0.0001289201079433763,7.282459251489467e-05,0.0011602809714879815,0.0008596008572898065,0.00035695354510037984,0.0009849343094331222,,,0.0001289201079433763,7.282459251489467e-05,0.0006914304586737195,0.0008596008572898065,0.00035695354510037984,0.0009849343094331222,,,0.0001289201079433763,7.282459251489467e-05,0.0006914304586737195,0.0008596008572898065,0.00035695354510037984,0.0009849343094331222,,,5.2239702057975434e-05,2.2287443666741185e-05,,,5.2239702057975434e-05,2.2287443666741185e-05,,,0.00011981931498194,5.112026431714826e-05,0.001078373834837218,0.0005977947673806653,0.00011958577165520648,0.0002462646404733972,0.004973485457843532,
-> Gridding Kernel Update [PetaFLOP/s],,0.0004735151027407545,0.000211166450709753,0.004261635924655486,0.0006702622154800114,0.0014042562684570762,0.0037919410494509373,,,0.0004735151027407545,0.000211166450709753,0.0025732863898951033,0.0006702622154800114,0.0014042562684570762,0.0037919410494509373,,,0.0004735151027407545,0.000211166450709753,0.0025732863898951033,0.0006702622154800114,0.0014042562684570762,0.0037919410494509373,,,0.00018713352492808567,6.455634836096499e-05,,,0.00018713352492808567,6.455634836096499e-05,,,0.0004298803791311684,0.00014820776043124992,0.0038689234121794033,0.0004650411572163967,0.00046517078208650753,0.0009647247406860677,0.015765427204657675,
