,hpso01 (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=256] [Bmax=32500.0]
Coalesce time full2 [s],7.067678920932487,2.8270715683729946,1.0,2.8270715683729946,7.067678920932487,7.067678920932487,3.6,3.6,7.067678920932487,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,3.6,7.067678920932487,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,3.6,7.049419354208371,2.8197677416833486,1.0,,7.049419354208371,2.8197677416833486,1.0,,7.065105722721194,2.8260422890884778,1.0,2.8260422890884778,7.065105722721194,7.065105722721194,7.065105722721194,3.6,3.6
Coalesce time full3 [s],2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8197677416833486,1.4098838708416743,1.0,,2.8197677416833486,1.4098838708416743,1.0,,2.8260422890884778,1.4130211445442389,1.0,1.4130211445442389,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,1.8
Coalesce time pred0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),9.86918709589172,1.0,(undefined),(undefined),9.86918709589172,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time pred1 [s],,5.654143136745989,1.0,5.654143136745989,10.0,10.0,7.2,,,5.654143136745989,1.0,8.481214705118983,10.0,10.0,7.2,,,5.654143136745989,1.0,8.481214705118983,10.0,10.0,7.2,,,4.229651612525023,1.0,,,4.229651612525023,1.0,,,5.6520845781769555,1.0,5.6520845781769555,10.0,10.0,10.0,7.2,
Coalesce time pred2 [s],,2.8270715683729946,1.0,2.8270715683729946,7.067678920932487,7.067678920932487,3.6,,,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,,,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,,,1.4098838708416743,1.0,,,1.4098838708416743,1.0,,,2.8260422890884778,1.0,2.8260422890884778,7.065105722721194,7.065105722721194,7.065105722721194,3.6,
Coalesce time pred3 [s],,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4098838708416743,1.0,,,1.4098838708416743,1.0,,,1.4130211445442389,1.0,1.4130211445442389,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,
Coalesce time bw0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),9.86918709589172,1.0,(undefined),(undefined),9.86918709589172,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time bw1 [s],,5.654143136745989,1.0,5.654143136745989,10.0,10.0,7.2,,,5.654143136745989,1.0,8.481214705118983,10.0,10.0,7.2,,,5.654143136745989,1.0,8.481214705118983,10.0,10.0,7.2,,,4.229651612525023,1.0,,,4.229651612525023,1.0,,,5.6520845781769555,1.0,5.6520845781769555,10.0,10.0,10.0,7.2,
Coalesce time bw2 [s],,2.8270715683729946,1.0,2.8270715683729946,7.067678920932487,7.067678920932487,3.6,,,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,,,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,,,1.4098838708416743,1.0,,,1.4098838708416743,1.0,,,2.8260422890884778,1.0,2.8260422890884778,7.065105722721194,7.065105722721194,7.065105722721194,3.6,
Coalesce time bw3 [s],,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4098838708416743,1.0,,,1.4098838708416743,1.0,,,1.4130211445442389,1.0,1.4130211445442389,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,
Combined samples full0,21.0,8.0,1.1111111111111112,8.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,12.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,12.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,(undefined),21.0,8.0,1.1111111111111112,(undefined),21.0,8.0,1.1111111111111112,8.0,21.0,21.0,21.0,17.0,17.0
Combined samples full1,10.0,4.0,1.1111111111111112,4.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,,10.0,4.0,1.1111111111111112,,10.0,4.0,1.1111111111111112,4.0,10.0,10.0,10.0,8.0,8.0
Combined samples full2,5.0,2.0,1.1111111111111112,2.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,,5.0,2.0,1.1111111111111112,,5.0,2.0,1.1111111111111112,2.0,5.0,5.0,5.0,4.0,4.0
Combined samples full3,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,,2.0,1.0,1.1111111111111112,,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0
Combined samples facet0,(undefined),8.0,1.1111111111111112,8.0,21.0,21.0,17.0,(undefined),(undefined),8.0,1.1111111111111112,12.0,21.0,21.0,17.0,(undefined),(undefined),8.0,1.1111111111111112,12.0,21.0,21.0,17.0,(undefined),(undefined),7.0,1.1111111111111112,(undefined),(undefined),7.0,1.1111111111111112,(undefined),(undefined),8.0,1.1111111111111112,8.0,21.0,21.0,21.0,17.0,(undefined)
Combined samples facet1,,4.0,1.1111111111111112,4.0,10.0,10.0,8.0,,,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,,,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,,,3.0,1.1111111111111112,,,3.0,1.1111111111111112,,,4.0,1.1111111111111112,4.0,10.0,10.0,10.0,8.0,
Combined samples facet2,,2.0,1.1111111111111112,2.0,5.0,5.0,4.0,,,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,,,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,,,1.0,1.1111111111111112,,,1.0,1.1111111111111112,,,2.0,1.1111111111111112,2.0,5.0,5.0,5.0,4.0,
Combined samples facet3,,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,,,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,,,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,,,1.0,1.1111111111111112,,,1.0,1.1111111111111112,,,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,
Kernel time pred0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Visibilities kernel pred0,(undefined),6.14929266185597,32.55476508226232,6.149292661728592,3.0137868738859015,2.82377633401625,3.5880791085575576,(undefined),(undefined),6.14929266185597,32.55476508226232,4.83501031303415,3.0137868738859015,2.82377633401625,3.5880791085575576,(undefined),(undefined),6.14929266185597,32.55476508226232,4.83501031303415,3.0137868738859015,2.82377633401625,3.5880791085575576,(undefined),(undefined),6.751762062720666,32.64426593397331,(undefined),(undefined),6.751762062720666,32.64426593397331,(undefined),(undefined),6.435414881418439,32.567468020591605,6.435414881437089,3.063726267304143,3.052247909860439,2.904319880226401,9.7402751999691,(undefined)
Visibilities kernel pred1,,21.746884578469242,64.99502025817469,21.74688457801877,6.024156068905396,5.644350463927142,7.882805249077744,,,21.746884578469242,64.99502025817469,11.398098694351221,6.024156068905396,5.644350463927142,7.882805249077744,,,21.746884578469242,64.99502025817469,11.398098694351221,6.024156068905396,5.644350463927142,7.882805249077744,,,31.50161615551921,65.24680525561551,,,31.50161615551921,65.24680525561551,,,22.767042429069782,65.03229589341818,22.767042429135763,6.123979486507128,6.101035783515707,5.805347415848513,12.645199122827476,
Visibilities kernel pred2,,86.97839182798897,128.46894958994176,86.97839182618728,17.042219411059595,15.967756800935728,31.526615989539994,,,86.97839182798897,128.46894958994176,45.58520505034828,17.042219411059595,15.967756800935728,31.526615989539994,,,86.97839182798897,128.46894958994176,45.58520505034828,17.042219411059595,15.967756800935728,31.526615989539994,,,188.9898744433436,130.1123243148036,,,188.9898744433436,130.1123243148036,,,80.60250686943743,128.72715467010218,80.60250686967102,17.33092953017284,17.265998597503707,16.429197253831212,25.290398245654952,
Visibilities kernel pred3,,216.2192802305082,203.77511721875763,216.21928022602935,85.19900279778382,79.82745225509746,108.864977990013,,,216.2192802305082,203.77511721875763,254.95682365012826,85.19900279778382,79.82745225509746,108.864977990013,,,216.2192802305082,203.77511721875763,254.95682365012826,85.19900279778382,79.82745225509746,108.864977990013,,,377.95992535701413,254.6009199649354,,,377.95992535701413,254.6009199649354,,,161.20501373887487,146.81888827175965,161.20501373934204,86.64235298203455,86.31774438109498,82.13433129479239,50.580796491309904,
Visibilities kernel bw0,(undefined),6.14929266185597,32.55476508226232,6.149292661728592,3.0137868738859015,2.82377633401625,3.5880791085575576,(undefined),(undefined),6.14929266185597,32.55476508226232,4.83501031303415,3.0137868738859015,2.82377633401625,3.5880791085575576,(undefined),(undefined),6.14929266185597,32.55476508226232,4.83501031303415,3.0137868738859015,2.82377633401625,3.5880791085575576,(undefined),(undefined),6.751762062720666,32.64426593397331,(undefined),(undefined),6.751762062720666,32.64426593397331,(undefined),(undefined),6.435414881418439,32.567468020591605,6.435414881437089,3.063726267304143,3.052247909860439,2.904319880226401,9.7402751999691,(undefined)
Visibilities kernel bw1,,21.746884578469242,64.99502025817469,21.74688457801877,6.024156068905396,5.644350463927142,7.882805249077744,,,21.746884578469242,64.99502025817469,11.398098694351221,6.024156068905396,5.644350463927142,7.882805249077744,,,21.746884578469242,64.99502025817469,11.398098694351221,6.024156068905396,5.644350463927142,7.882805249077744,,,31.50161615551921,65.24680525561551,,,31.50161615551921,65.24680525561551,,,22.767042429069782,65.03229589341818,22.767042429135763,6.123979486507128,6.101035783515707,5.805347415848513,12.645199122827476,
Visibilities kernel bw2,,86.97839182798897,128.46894958994176,86.97839182618728,17.042219411059595,15.967756800935728,31.526615989539994,,,86.97839182798897,128.46894958994176,45.58520505034828,17.042219411059595,15.967756800935728,31.526615989539994,,,86.97839182798897,128.46894958994176,45.58520505034828,17.042219411059595,15.967756800935728,31.526615989539994,,,188.9898744433436,130.1123243148036,,,188.9898744433436,130.1123243148036,,,80.60250686943743,128.72715467010218,80.60250686967102,17.33092953017284,17.265998597503707,16.429197253831212,25.290398245654952,
Visibilities kernel bw3,,216.2192802305082,203.77511721875763,216.21928022602935,85.19900279778382,79.82745225509746,108.864977990013,,,216.2192802305082,203.77511721875763,254.95682365012826,85.19900279778382,79.82745225509746,108.864977990013,,,216.2192802305082,203.77511721875763,254.95682365012826,85.19900279778382,79.82745225509746,108.864977990013,,,377.95992535701413,254.6009199649354,,,377.95992535701413,254.6009199649354,,,161.20501373887487,146.81888827175965,161.20501373934204,86.64235298203455,86.31774438109498,82.13433129479239,50.580796491309904,
Oversampling used pred0,(undefined),5.907194451609328,25.671297738388773,5.907194451492799,2.96662218363646,2.7837151982910058,3.51612910430525,(undefined),(undefined),5.907194451609328,25.671297738388773,4.692272172707632,2.96662218363646,2.7837151982910058,3.51612910430525,(undefined),(undefined),5.907194451609328,25.671297738388773,4.692272172707632,2.96662218363646,2.7837151982910058,3.51612910430525,(undefined),(undefined),6.455766850404586,25.725283657850348,(undefined),(undefined),6.455766850404586,25.725283657850348,(undefined),(undefined),6.168369147936822,25.678964643980194,6.168369147953804,3.0146038307432264,3.0035787926703534,2.8613144546913034,9.101295403625677,(undefined)
Oversampling used pred1,,18.559427104312647,41.00404563732292,18.55942710399028,5.79259832748923,5.44339827010613,7.4716742977223305,,,18.559427104312647,41.00404563732292,10.516042112721898,5.79259832748923,5.44339827010613,7.4716742977223305,,,18.559427104312647,41.00404563732292,10.516042112721898,5.79259832748923,5.44339827010613,7.4716742977223305,,,25.030301325839723,41.09504865417958,,,25.030301325839723,41.09504865417958,,,19.28363365507515,41.01754099116667,19.28363365512162,5.884031665568912,5.863029082837812,5.591676817301298,11.556207677669939,
Oversampling used pred2,,47.733361049321275,55.53696204160445,47.73336104885972,15.064841368759822,14.22976327302871,25.04564092227227,,,47.733361049321275,55.53696204160445,32.782120182052566,15.064841368759822,14.22976327302871,25.04564092227227,,,47.733361049321275,55.53696204160445,32.782120182052566,15.064841368759822,14.22976327302871,25.04564092227227,,,60.7371433742091,55.753179318800974,,,60.7371433742091,55.753179318800974,,,46.01521661893274,55.57130546895441,46.015216618998906,15.286830302570586,15.2369929062749,14.590129085990739,21.02576010706742,
Oversampling used pred3,,61.87497264572078,61.41491136344753,61.8749726455709,47.27108308233893,45.794352113266,52.47592242683119,,,61.87497264572078,61.41491136344753,62.84542534387323,47.27108308233893,45.794352113266,52.47592242683119,,,61.87497264572078,61.41491136344753,62.84542534387323,47.27108308233893,45.794352113266,52.47592242683119,,,63.83360066397108,62.83893590102339,,,63.83360066397108,62.83893590102339,,,58.94605573025136,57.66096327243358,58.94605573028854,47.647048841614975,47.56323766189688,46.443885131350164,35.14397977538565,
Oversampling used bw0,(undefined),5.907194451609328,25.671297738388773,5.907194451492799,2.96662218363646,2.7837151982910058,3.51612910430525,(undefined),(undefined),5.907194451609328,25.671297738388773,4.692272172707632,2.96662218363646,2.7837151982910058,3.51612910430525,(undefined),(undefined),5.907194451609328,25.671297738388773,4.692272172707632,2.96662218363646,2.7837151982910058,3.51612910430525,(undefined),(undefined),6.455766850404586,25.725283657850348,(undefined),(undefined),6.455766850404586,25.725283657850348,(undefined),(undefined),6.168369147936822,25.678964643980194,6.168369147953804,3.0146038307432264,3.0035787926703534,2.8613144546913034,9.101295403625677,(undefined)
Oversampling used bw1,,18.559427104312647,41.00404563732292,18.55942710399028,5.79259832748923,5.44339827010613,7.4716742977223305,,,18.559427104312647,41.00404563732292,10.516042112721898,5.79259832748923,5.44339827010613,7.4716742977223305,,,18.559427104312647,41.00404563732292,10.516042112721898,5.79259832748923,5.44339827010613,7.4716742977223305,,,25.030301325839723,41.09504865417958,,,25.030301325839723,41.09504865417958,,,19.28363365507515,41.01754099116667,19.28363365512162,5.884031665568912,5.863029082837812,5.591676817301298,11.556207677669939,
Oversampling used bw2,,47.733361049321275,55.53696204160445,47.73336104885972,15.064841368759822,14.22976327302871,25.04564092227227,,,47.733361049321275,55.53696204160445,32.782120182052566,15.064841368759822,14.22976327302871,25.04564092227227,,,47.733361049321275,55.53696204160445,32.782120182052566,15.064841368759822,14.22976327302871,25.04564092227227,,,60.7371433742091,55.753179318800974,,,60.7371433742091,55.753179318800974,,,46.01521661893274,55.57130546895441,46.015216618998906,15.286830302570586,15.2369929062749,14.590129085990739,21.02576010706742,
Oversampling used bw3,,61.87497264572078,61.41491136344753,61.8749726455709,47.27108308233893,45.794352113266,52.47592242683119,,,61.87497264572078,61.41491136344753,62.84542534387323,47.27108308233893,45.794352113266,52.47592242683119,,,61.87497264572078,61.41491136344753,62.84542534387323,47.27108308233893,45.794352113266,52.47592242683119,,,63.83360066397108,62.83893590102339,,,63.83360066397108,62.83893590102339,,,58.94605573025136,57.66096327243358,58.94605573028854,47.647048841614975,47.56323766189688,46.443885131350164,35.14397977538565,
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels predict, no-smear1",,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,2019.558553451659,1453.9394929925988,,,2019.558553451659,1453.9394929925988,,,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels predict, no-smear2",,6590.78122076136,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,,,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,4038.693502406632,2907.4553987723175,,,4038.693502406632,2907.4553987723175,,,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels predict, no-smear3",,13180.869330776477,9488.714533153065,13180.869330776477,4882.239853545328,4882.239853545328,9488.714533153065,,,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,8076.963378093995,5814.487179478897,,,8076.963378093995,5814.487179478897,,,18508.427384292598,13323.945347729323,18508.427384292598,6855.585666930379,6855.585666930379,6855.585666930379,13323.945347729323,
"Channels backward, no-smear0",(undefined),1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels backward, no-smear1",,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,2019.558553451659,1453.9394929925988,,,2019.558553451659,1453.9394929925988,,,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels backward, no-smear2",,6590.78122076136,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,,,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,4038.693502406632,2907.4553987723175,,,4038.693502406632,2907.4553987723175,,,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels backward, no-smear3",,13180.869330776477,9488.714533153065,13180.869330776477,4882.239853545328,4882.239853545328,9488.714533153065,,,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,8076.963378093995,5814.487179478897,,,8076.963378093995,5814.487179478897,,,18508.427384292598,13323.945347729323,18508.427384292598,6855.585666930379,6855.585666930379,6855.585666930379,13323.945347729323,
Frequencies predict ifft,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,200.0,200,200.0,200.0,200.0,8192.0
Frequencies predict kernels0,(undefined),268.03327880419164,364.52288461678205,268.03327880974376,202.69722212551432,216.3366198859483,418.05098344194937,(undefined),(undefined),268.03327880419164,364.52288461678205,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,(undefined),(undefined),268.03327880419164,364.52288461678205,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,(undefined),(undefined),151.57201249413393,222.75933872570835,(undefined),(undefined),151.57201249413393,222.75933872570835,(undefined),(undefined),359.63565165042905,511.6591552951528,359.6356516493868,279.985581971751,281.0385025351735,295.3528596465837,841.0439984309672,(undefined)
Frequencies predict kernels1,,268.03327880419164,365.0584953999703,268.03327880974376,202.69722212551432,216.3366198859483,418.05098344194937,,,268.03327880419164,365.0584953999703,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,,,268.03327880419164,365.0584953999703,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,,,151.57201249413393,222.83688638800666,,,151.57201249413393,222.83688638800666,,,359.63565165042905,512.317136997464,359.6356516493868,279.985581971751,281.0385025351735,295.3528596465837,899.7705506462361,
